MODO,METAL,NOMBRE_COMUN,ESPECIE,FAMILIA,ORDEN,GRUPO,DIA,MES,AÑO,LUGAR,MUNICIPIO,PROVINCIA,EDAD,SEXO,ANILLADOR,Grasa,Ala,peso,tarso,pico,cola,Hora,Dias,Kms,Observaciones,FECHA
A,866873,Bank Swallow,Riparia riparia,Hirundinidae (Swallows),Passeriformes,Martins and Swallows,12,9,1997,Puebla del Rio,Puebla del Rio,Sevilla,3,0.0,GOSUR,,,,,,,,,,anillamiento,09/12/1997
C,866873,Bank Swallow,Riparia riparia,Hirundinidae (Swallows),Passeriformes,Martins and Swallows,22,8,1999,Laguna Cerro de las Cigüeñas,Los Palacios,Sevilla,4,0.0,M. Vazquez,,,,,,,,709.0,19.0,control,08/22/1999
A,930992,Bank Swallow,Riparia riparia,Hirundinidae (Swallows),Passeriformes,Martins and Swallows,11,9,1998,El Convento,Las Cabezas de San Juan,Sevilla,3,0.0,GOSUR,,,,,,,,,,anillamiento,09/11/1998
C,930992,Bank Swallow,Riparia riparia,Hirundinidae (Swallows),Passeriformes,Martins and Swallows,4,9,1999,Laguna Cerro de las Cigüeñas,Los Palacios,Sevilla,4,0.0,M. Vazquez,,,,,,,,358.0,19.0,control,09/04/1999
A,AE2233,Bank Swallow,Riparia riparia,Hirundinidae (Swallows),Passeriformes,Martins and Swallows,30,7,1999,El Convento,Las Cabezas de San Juan,Sevilla,4,0.0,GOSUR,,,,,,,,,,anillamiento,07/30/1999
C,AE2233,Bank Swallow,Riparia riparia,Hirundinidae (Swallows),Passeriformes,Martins and Swallows,22,8,1999,Laguna Cerro de las Cigüeñas,Los Palacios,Sevilla,4,0.0,M. Vazquez,,,,,,,,23.0,19.0,control,08/22/1999
A,AE2377,Bank Swallow,Riparia riparia,Hirundinidae (Swallows),Passeriformes,Martins and Swallows,20,8,1999,El Convento,Las Cabezas de San Juan,Sevilla,4,0.0,GOSUR,,,,,,,,,,anillamiento,08/20/1999
C,AE2377,Bank Swallow,Riparia riparia,Hirundinidae (Swallows),Passeriformes,Martins and Swallows,4,9,1999,Laguna Cerro de las Cigüeñas,Los Palacios,Sevilla,4,0.0,M. Vazquez,,,,,,,,15.0,19.0,control,09/04/1999
A,AF9539,Bank Swallow,Riparia riparia,Hirundinidae (Swallows),Passeriformes,Martins and Swallows,27,7,1999,Laguna de San Juan,Chinchon,Madrid,3,0.0,G Troglodytes,,,,,,,,,,anillamiento,07/27/1999
C,AF9539,Bank Swallow,Riparia riparia,Hirundinidae (Swallows),Passeriformes,Martins and Swallows,4,9,1999,Laguna Cerro de las Cigüeñas,Los Palacios,Sevilla,4,0.0,M. Vazquez,,,,,,,,39.0,395.0,control,09/04/1999
A,AH0659,Bank Swallow,Riparia riparia,Hirundinidae (Swallows),Passeriformes,Martins and Swallows,5,9,1999,El Convento,Las Cabezas de San Juan,Sevilla,3,0.0,GOSUR,,,,,,,,,,anillamiento,09/05/1999
C,AH0659,Bank Swallow,Riparia riparia,Hirundinidae (Swallows),Passeriformes,Martins and Swallows,5,9,1999,Laguna Cerro de las Cigüeñas,Los Palacios,Sevilla,3,0.0,M. Vazquez,,,,,,,,0.0,19.0,control,09/05/1999
A,DM1512,Bank Swallow,Riparia riparia,Hirundinidae (Swallows),Passeriformes,Martins and Swallows,11,8,2006,Caño Navarro,Coria del Rio,Sevilla,3,0.0,M. Vazquez,,,,,,,,,,anillamiento,08/11/2006
C,DM1512,Bank Swallow,Riparia riparia,Hirundinidae (Swallows),Passeriformes,Martins and Swallows,19,8,2006,Cantaritas,Puebla del Rio,Sevilla,3,0.0,JL Arroyo,,,,,,,,8.0,18.0,control,08/19/2006
A,223521,Barn Swallow,Hirundo rustica,Hirundinidae (Swallows),Passeriformes,Martins and Swallows,18,8,1997,Hato Blanco,Aznalcazar,Sevilla,1,0.0,M. Vazquez,,,,,,,,,,anillamiento,08/18/1997
C,223521,Barn Swallow,Hirundo rustica,Hirundinidae (Swallows),Passeriformes,Martins and Swallows,20,9,1997,Puebla del Rio,Puebla del Rio,Sevilla,3,0.0,Otro,,,,,,,,33.0,16.0,control,09/20/1997
A,232835,Barn Swallow,Hirundo rustica,Hirundinidae (Swallows),Passeriformes,Martins and Swallows,15,4,1988,Torrebalnca de los Caños,Sevilla,Sevilla,1,0.0,LEO BIAGGI,,,,,,,,,,anillamiento,04/15/1988
C,232835,Barn Swallow,Hirundo rustica,Hirundinidae (Swallows),Passeriformes,Martins and Swallows,7,11,1991,Tarifa,Tarifa,Cadiz,2,0.0,Particular,,,,,,,,1297.0,154.0,muerto,11/07/1991
A,AC4253,Barn Swallow,Hirundo rustica,Hirundinidae (Swallows),Passeriformes,Martins and Swallows,21,8,1999,Laguna Cerro de las Cigüeñas,Los Palacios,Sevilla,3,0.0,M. Vazquez,,,,,,,,,,anillamiento,08/21/1999
C,AC4253,Barn Swallow,Hirundo rustica,Hirundinidae (Swallows),Passeriformes,Martins and Swallows,4,9,1999,El Convento,Las Cabezas de San Juan,Sevilla,3,0.0,GOSUR,,,,,,,,14.0,19.0,control,09/04/1999
A,AC4292,Barn Swallow,Hirundo rustica,Hirundinidae (Swallows),Passeriformes,Martins and Swallows,21,8,1999,Laguna Cerro de las Cigüeñas,Los Palacios,Sevilla,3,0.0,M. Vazquez,,,,,,,,,,anillamiento,08/21/1999
C,AC4292,Barn Swallow,Hirundo rustica,Hirundinidae (Swallows),Passeriformes,Martins and Swallows,8,8,2001,Cantaritas,Puebla del Rio,Sevilla,4,0.0,JL Arroyo,,,,,,,,717.0,35.0,control,08/08/2001
A,AC5088,Barn Swallow,Hirundo rustica,Hirundinidae (Swallows),Passeriformes,Martins and Swallows,21,8,1999,Laguna Cerro de las Cigüeñas,Los Palacios,Sevilla,3,0.0,M. Vazquez,,,,,,,,,,anillamiento,08/21/1999
C,AC5088,Barn Swallow,Hirundo rustica,Hirundinidae (Swallows),Passeriformes,Martins and Swallows,3,9,1999,El Convento,Las Cabezas de San Juan,Sevilla,3,0.0,GOSUR,,,,,,,,13.0,19.0,control,09/03/1999
A,AC5514,Barn Swallow,Hirundo rustica,Hirundinidae (Swallows),Passeriformes,Martins and Swallows,21,8,1999,Laguna Cerro de las Cigüeñas,Los Palacios,Sevilla,3,0.0,M. Vazquez,,,,,,,,,,anillamiento,08/21/1999
C,AC5514,Barn Swallow,Hirundo rustica,Hirundinidae (Swallows),Passeriformes,Martins and Swallows,27,8,1999,El Convento,Las Cabezas de San Juan,Sevilla,3,0.0,GOSUR,,,,,,,,6.0,19.0,control,08/27/1999
A,AC5515,Barn Swallow,Hirundo rustica,Hirundinidae (Swallows),Passeriformes,Martins and Swallows,21,8,1999,Laguna Cerro de las Cigüeñas,Los Palacios,Sevilla,3,0.0,M. Vazquez,,,,,,,,,,anillamiento,08/21/1999
C,AC5515,Barn Swallow,Hirundo rustica,Hirundinidae (Swallows),Passeriformes,Martins and Swallows,3,9,1999,El Convento,Las Cabezas de San Juan,Sevilla,3,0.0,GOSUR,,,,,,,,13.0,19.0,control,09/03/1999
A,AC5563,Barn Swallow,Hirundo rustica,Hirundinidae (Swallows),Passeriformes,Martins and Swallows,21,8,1999,Laguna Cerro de las Cigüeñas,Los Palacios,Sevilla,3,0.0,M. Vazquez,,,,,,,,,,anillamiento,08/21/1999
C,AC5563,Barn Swallow,Hirundo rustica,Hirundinidae (Swallows),Passeriformes,Martins and Swallows,4,9,1999,El Convento,Las Cabezas de San Juan,Sevilla,3,0.0,GOSUR,,,,,,,,14.0,19.0,control,09/04/1999
A,AC5577,Barn Swallow,Hirundo rustica,Hirundinidae (Swallows),Passeriformes,Martins and Swallows,21,8,1999,Laguna Cerro de las Cigüeñas,Los Palacios,Sevilla,3,0.0,M. Vazquez,,,,,,,,,,anillamiento,08/21/1999
C,AC5577,Barn Swallow,Hirundo rustica,Hirundinidae (Swallows),Passeriformes,Martins and Swallows,4,9,1999,El Convento,Las Cabezas de San Juan,Sevilla,3,0.0,GOSUR,,,,,,,,14.0,19.0,control,09/04/1999
A,AE1102,Barn Swallow,Hirundo rustica,Hirundinidae (Swallows),Passeriformes,Martins and Swallows,30,7,1999,El Convento,Las Cabezas de San Juan,Sevilla,3,0.0,GOSUR,,,,,,,,,,anillamiento,07/30/1999
C,AE1102,Barn Swallow,Hirundo rustica,Hirundinidae (Swallows),Passeriformes,Martins and Swallows,22,8,1999,Laguna Cerro de las Cigüeñas,Los Palacios,Sevilla,3,0.0,M. Vazquez,,,,,,,,23.0,19.0,control,08/22/1999
A,AE1167,Barn Swallow,Hirundo rustica,Hirundinidae (Swallows),Passeriformes,Martins and Swallows,30,7,1999,El Convento,Las Cabezas de San Juan,Sevilla,3,0.0,GOSUR,,,,,,,,,,anillamiento,07/30/1999
C,AE1167,Barn Swallow,Hirundo rustica,Hirundinidae (Swallows),Passeriformes,Martins and Swallows,22,8,1999,Laguna Cerro de las Cigüeñas,Los Palacios,Sevilla,3,0.0,M. Vazquez,,,,,,,,23.0,19.0,control,08/22/1999
A,AF1147,Barn Swallow,Hirundo rustica,Hirundinidae (Swallows),Passeriformes,Martins and Swallows,21,8,1999,Laguna Cerro de las Cigüeñas,Los Palacios,Sevilla,3,0.0,M. Vazquez,,,,,,,,,,anillamiento,08/21/1999
C,AF1147,Barn Swallow,Hirundo rustica,Hirundinidae (Swallows),Passeriformes,Martins and Swallows,16,4,2000,Los Olivillos,Puebla del Rio,Sevilla,5,2.0,M. Vazquez,,,,,,,,,,control,04/16/2000
A,L281438,Barn Swallow,Hirundo rustica,Hirundinidae (Swallows),Passeriformes,Martins and Swallows,4,9,1999,El Convento,Las Cabezas de San Juan,Sevilla,3,0.0,GOSUR,,,,,,,,,,anillamiento,09/04/1999
C,L281438,Barn Swallow,Hirundo rustica,Hirundinidae (Swallows),Passeriformes,Martins and Swallows,4,9,1999,Laguna Cerro de las Cigüeñas,Los Palacios,Sevilla,3,0.0,M. Vazquez,,,,,,,,0.0,19.0,control,09/04/1999
A,L281479,Barn Swallow,Hirundo rustica,Hirundinidae (Swallows),Passeriformes,Martins and Swallows,4,9,1999,El Convento,Las Cabezas de San Juan,Sevilla,3,0.0,GOSUR,,,,,,,,,,anillamiento,09/04/1999
C,L281479,Barn Swallow,Hirundo rustica,Hirundinidae (Swallows),Passeriformes,Martins and Swallows,4,9,1999,Laguna Cerro de las Cigüeñas,Los Palacios,Sevilla,3,0.0,M. Vazquez,,,,,,,,0.0,19.0,control,09/04/1999
A,L320051,Barn Swallow,Hirundo rustica,Hirundinidae (Swallows),Passeriformes,Martins and Swallows,4,9,1999,El Convento,Las Cabezas de San Juan,Sevilla,3,0.0,GOSUR,,,,,,,,,,anillamiento,09/04/1999
C,L320051,Barn Swallow,Hirundo rustica,Hirundinidae (Swallows),Passeriformes,Martins and Swallows,4,9,1999,Laguna Cerro de las Cigüeñas,Los Palacios,Sevilla,3,0.0,M. Vazquez,,,,,,,,0.0,19.0,control,09/04/1999
A,L320057,Barn Swallow,Hirundo rustica,Hirundinidae (Swallows),Passeriformes,Martins and Swallows,4,9,1999,El Convento,Las Cabezas de San Juan,Sevilla,3,0.0,GOSUR,,,,,,,,,,anillamiento,09/04/1999
C,L320057,Barn Swallow,Hirundo rustica,Hirundinidae (Swallows),Passeriformes,Martins and Swallows,4,9,1999,Laguna Cerro de las Cigüeñas,Los Palacios,Sevilla,3,0.0,M. Vazquez,,,,,,,,0.0,19.0,control,09/04/1999
A,L342691,Barn Swallow,Hirundo rustica,Hirundinidae (Swallows),Passeriformes,Martins and Swallows,23,6,2003,Cañada de los Pajaros,Puebla del Rio,Sevilla,3,0.0,M. Vazquez,,,,,,,,,,anillamiento,06/23/2003
C,L342691,Barn Swallow,Hirundo rustica,Hirundinidae (Swallows),Passeriformes,Martins and Swallows,11,3,2004,Peñon de Zapata,Alhaurin de la Torre,Malaga,4,0.0,SEO Malaga,,,,,,,,262.0,149.0,control,03/11/2004
A,L453456,Barn Swallow,Hirundo rustica,Hirundinidae (Swallows),Passeriformes,Martins and Swallows,13,6,2001,Cortijo Los Llanes,Almogia,Malaga,1,0.0,G Luscinia,,,,,,,,,,anillamiento,06/13/2001
C,L453456,Barn Swallow,Hirundo rustica,Hirundinidae (Swallows),Passeriformes,Martins and Swallows,28,7,2001,Laguna del Gobierno,La Lantejuela,Sevilla,3,0.0,Zamalla,,,,,,,,45.0,83.0,control,07/28/2001
A,269950,White Wagtail,Motacilla alba,Motacillidae (Wagtails and Pipits),Passeriformes,Wagtails and Pipits,28,12,1988,C/ Sanchez Arjona,Sevilla,Sevilla,2,0.0,LEO BIAGGI,,,,,,,,,,anillamiento,12/28/1988
C,269950,White Wagtail,Motacilla alba,Motacillidae (Wagtails and Pipits),Passeriformes,Wagtails and Pipits,4,2,1989,Caño Navarro,Coria del Rio,Sevilla,4,0.0,J Ayala,2.0,85.0,19.0,,,,,,,control,02/04/1989
A,3063926,Eurasian Hoopoe,Upupa epops,Upupidae (Hoopoes),Bucerotiformes,Hoopoes,12,8,1997,El Alcornocal,Los Palacios,Sevilla,3,0.0,M. Vazquez,,,,,,,,,,anillamiento,08/12/1997
C,3063926,Eurasian Hoopoe,Upupa epops,Upupidae (Hoopoes),Bucerotiformes,Hoopoes,30,8,1997,Rio Lora,Los Palacios,Sevilla,3,0.0,GOSUR,,,,,,,,18.0,3.0,control,08/30/1997
A,3118061,Common Cuckoo,Cuculus canorus,Cuculidae (Cuckoos),Cuculiformes,Cuckoos,15,7,1995,Dehesa La Romera,Los Palacios,Sevilla,2,0.0,EBD,,,,,,,,,,anillamiento,07/15/1995
C,3118061,Common Cuckoo,Cuculus canorus,Cuculidae (Cuckoos),Cuculiformes,Cuckoos,26,7,1995,Dehesa La Romera,Los Palacios,Sevilla,2,0.0,M. Vazquez,,,,,,,,,,muerto,07/26/1995
A,4026160,Common Cuckoo,Cuculus canorus,Cuculidae (Cuckoos),Cuculiformes,Cuckoos,11,5,1990,Los Palacios,Los Palacios,Sevilla,1,0.0,GOSUR,,,,,,,,,,anillamiento,05/11/1990
C,4026160,Common Cuckoo,Cuculus canorus,Cuculidae (Cuckoos),Cuculiformes,Cuckoos,9,6,1997,El Alcornocal,Los Palacios,Sevilla,A,0.0,M. Vazquez,,,,,,,,2586.0,2.0,control,06/09/1997
A,4048425,Common Cuckoo,Cuculus canorus,Cuculidae (Cuckoos),Cuculiformes,Cuckoos,25,9,1994,La Rocina PND,Almonte,Huelva,4,2.0,EBD,,,,,,,,,,anillamiento,09/25/1994
C,4048425,Common Cuckoo,Cuculus canorus,Cuculidae (Cuckoos),Cuculiformes,Cuckoos,11,4,1996,El Rincon,Almonte,Huelva,8,0.0,M. Vazquez,,,,,,,,564.0,1.0,control,04/11/1996
A,4054065,Common Cuckoo,Cuculus canorus,Cuculidae (Cuckoos),Cuculiformes,Cuckoos,1,7,1993,Los Palacios,Los Palacios,Sevilla,1,0.0,G Nevadensis,,,,,,,,,,anillamiento,07/01/1993
C,4054065,Common Cuckoo,Cuculus canorus,Cuculidae (Cuckoos),Cuculiformes,Cuckoos,20,5,1995,El Alcornocal,Los Palacios,Sevilla,7,0.0,M. Vazquez,,,,,,,,688.0,1.0,control,05/20/1995
A,3037214,Collared Pratincole,Glareola pratincola,Glareolidae (Pratincoles and Coursers),Charadriiformes,Shorebirds,4,6,1996,La Fao PND,Aznalcazar,Sevilla,1,0.0,L. Garcia,,,,,,,,,,anillamiento,06/04/1996
C,3037214,Collared Pratincole,Glareola pratincola,Glareolidae (Pratincoles and Coursers),Charadriiformes,Shorebirds,15,6,1996,La Fao PND,Aznalcazar,Sevilla,1,0.0,B Calvo,,,,,,,,,1.0,control,06/15/1996
A,3037215,Collared Pratincole,Glareola pratincola,Glareolidae (Pratincoles and Coursers),Charadriiformes,Shorebirds,4,6,1996,La Fao PND,Aznalcazar,Sevilla,1,0.0,L. Garcia,,,,,,,,,,anillamiento,06/04/1996
C,3037215,Collared Pratincole,Glareola pratincola,Glareolidae (Pratincoles and Coursers),Charadriiformes,Shorebirds,15,6,1996,La Fao PND,Aznalcazar,Sevilla,1,0.0,B Calvo,,,,,,,,,1.0,control,06/15/1996
A,3037226,Collared Pratincole,Glareola pratincola,Glareolidae (Pratincoles and Coursers),Charadriiformes,Shorebirds,9,7,1999,Los Olivillos,Puebla del Rio,Sevilla,1,0.0,L. Garcia,,,,,,,,,,anillamiento,07/09/1999
C,3037226,Collared Pratincole,Glareola pratincola,Glareolidae (Pratincoles and Coursers),Charadriiformes,Shorebirds,11,7,1999,Los Olivillos,Puebla del Rio,Sevilla,1,0.0,M. Vazquez,,,,,,,,2.0,1.0,control,07/11/1999
A,3037228,Collared Pratincole,Glareola pratincola,Glareolidae (Pratincoles and Coursers),Charadriiformes,Shorebirds,9,7,1999,Los Olivillos,Puebla del Rio,Sevilla,1,0.0,L. Garcia,,,,,,,,,,anillamiento,07/09/1999
C,3037228,Collared Pratincole,Glareola pratincola,Glareolidae (Pratincoles and Coursers),Charadriiformes,Shorebirds,11,7,1999,Los Olivillos,Puebla del Rio,Sevilla,1,0.0,M. Vazquez,,,,,,,,2.0,1.0,control,07/11/1999
A,4090208,Common Redshank,Tringa totanus,Scolopacidae (Sandpipers and Allies),Charadriiformes,Shorebirds,29,9,2000,Marismas del Odiel,Huelva,Huelva,4,0.0,JM Sayago,,,,,,,,,,anillamiento,09/29/2000
C,4090208,Common Redshank,Tringa totanus,Scolopacidae (Sandpipers and Allies),Charadriiformes,Shorebirds,28,2,2001,Marismas del Odiel,Huelva,Huelva,4,0.0,M. Vazquez,,,,,,,,152.0,1.0,muerto,02/28/2001
A,B19663,Common Buzzard,Buteo buteo,"Accipitridae (Hawks, Eagles, and Kites)",Accipitriformes,"Vultures, Hawks, and Allies",26,11,2000,CREA San Jeronimo,Sevilla,Sevilla,3,0.0,SEO Sevilla,,,,,,,,,,anillamiento,11/26/2000
C,B19663,Common Buzzard,Buteo buteo,"Accipitridae (Hawks, Eagles, and Kites)",Accipitriformes,"Vultures, Hawks, and Allies",15,1,2001,El Alamillo,Sevilla,Sevilla,2,0.0,M. Vazquez,,,,,,,,50.0,5.0,muerto,01/15/2001
A,9015919,White Stork,Ciconia ciconia,Ciconiidae (Storks),Ciconiiformes,Storks,6,6,1993,El Bosque,El Bosque,Cadiz,1,0.0,O. del Junco,,,,,,,,,,anillamiento,06/06/1993
C,9015919,White Stork,Ciconia ciconia,Ciconiidae (Storks),Ciconiiformes,Storks,4,7,1994,Don Rodrigo,Los Palacios,Sevilla,5,0.0,M. Vazquez,,,,,,,,393.0,6.0,control,07/04/1994
A,9025606,White Stork,Ciconia ciconia,Ciconiidae (Storks),Ciconiiformes,Storks,9,5,1997,Dehesa de Abajo,Puebla del Rio,Sevilla,1,0.0,L. Garcia,,,,,,,,,,anillamiento,05/09/1997
C,9025606,White Stork,Ciconia ciconia,Ciconiidae (Storks),Ciconiiformes,Storks,15,5,1998,Dehesa de Abajo,Puebla del Rio,Sevilla,2,0.0,M. Vazquez,,,,,,,,,1.0,muerto,05/15/1998
A,8002105,Gray Heron,Ardea cinerea,"Ardeidae (Herons, Egrets, and Bitterns)",Pelecaniformes,"Herons, Ibis, and Allies",15,8,1990,Cañada de los Pajaros,Puebla del Rio,Sevilla,2,0.0,LEO BIAGGI,,,,,,,,,,anillamiento,08/15/1990
C,8002105,Gray Heron,Ardea cinerea,"Ardeidae (Herons, Egrets, and Bitterns)",Pelecaniformes,"Herons, Ibis, and Allies",7,11,1991,Veta La Palma,Puebla del Rio,Sevilla,2,0.0,L. Garcia,,,,,,,,,,control,11/07/1991
A,8002108,Gray Heron,Ardea cinerea,"Ardeidae (Herons, Egrets, and Bitterns)",Pelecaniformes,"Herons, Ibis, and Allies",30,8,1990,Cañada de los Pajaros,Puebla del Rio,Sevilla,2,0.0,LEO BIAGGI,,,,,,,,,,anillamiento,08/30/1990
C,8002108,Gray Heron,Ardea cinerea,"Ardeidae (Herons, Egrets, and Bitterns)",Pelecaniformes,"Herons, Ibis, and Allies",25,11,1993,Isla Mayor,Isla Mayor,Sevilla,2,0.0,ADENEX,,,,,,,,,,control,11/25/1993
A,G09594,White Stork,Ciconia ciconia,Ciconiidae (Storks),Ciconiiformes,Storks,29,5,1986,Alcala de los Gazules,Alcala de los Gazules,Cadiz,1,0.0,O. del Junco,,,,,,,,,,anillamiento,05/29/1986
C,G09594,White Stork,Ciconia ciconia,Ciconiidae (Storks),Ciconiiformes,Storks,26,5,1994,Cañada de los Pajaros,Puebla del Rio,Sevilla,a,0.0,M. Vazquez,,,,,,,,,,muerto,05/26/1994
A,9004862,White Stork,Ciconia ciconia,Ciconiidae (Storks),Ciconiiformes,Storks,10,6,1992,Fuente Palmera,Fuente Palmera,Cordoba,1,0.0,FS Tortosa,,,,,,,,,,anillamiento,06/10/1992
C,9004862,White Stork,Ciconia ciconia,Ciconiidae (Storks),Ciconiiformes,Storks,5,3,2001,Arroyo Gascon,Marchena,Sevilla,A,0.0,Zamalla,,,,,,,,,,muerto,03/05/2001
A,LV0109,White Stork,Ciconia ciconia,Ciconiidae (Storks),Ciconiiformes,Storks,9,6,1984,Dehesa de Abajo,Puebla del Rio,Sevilla,1,0.0,GOSUR,,,,,,,,,,anillamiento,06/09/1984
C,LV0109,White Stork,Ciconia ciconia,Ciconiidae (Storks),Ciconiiformes,Storks,28,4,2000,Dehesa de Abajo,Puebla del Rio,Sevilla,A,0.0,M. Vazquez,,,,,,,,1.0,5802.0,muerto,04/28/2000
A,C20781,White Stork,Ciconia ciconia,Ciconiidae (Storks),Ciconiiformes,Storks,15,5,1982,Dehesa de Abajo,Puebla del Rio,Sevilla,1,0.0,Museo Ciencias,,,,,,,,,,anillamiento,05/15/1982
C,C20781,White Stork,Ciconia ciconia,Ciconiidae (Storks),Ciconiiformes,Storks,16,6,1994,Dehesa de Abajo,Puebla del Rio,Sevilla,A,0.0,M. Vazquez,,,,,,,,1.0,4408.0,muerto,06/16/1994
A,4089951,Black-winged Stilt,Himantopus himantopus,Recurvirostridae (Stilts and Avocets),Charadriiformes,Shorebirds,29,7,1999,Isla Menor,Puebla del Rio,Sevilla,4,1.0,M. Vazquez,,,,,,,,,,anillamiento,07/29/1999
C,4089951,Black-winged Stilt,Himantopus himantopus,Recurvirostridae (Stilts and Avocets),Charadriiformes,Shorebirds,15,8,1999,Brazo del Este,Puebla del Rio,Sevilla,2,0.0,Otro,,,,,,,,17.0,1.0,muerto,08/15/1999
A,5055481,Eurasian Collared-Dove,Streptopelia decaocto,Columbidae (Pigeons and Doves),Columbiformes,Pigeons and Doves,1,11,2000,El Alamillo,Sevilla,Sevilla,2,0.0,M. Vazquez,,,,,,,,,,anillamiento,11/01/2000
C,5055481,Eurasian Collared-Dove,Streptopelia decaocto,Columbidae (Pigeons and Doves),Columbiformes,Pigeons and Doves,20,1,2001,Sevilla,Sevilla,Sevilla,2,0.0,GOSUR,,,,,,,,80.0,4.0,muerto,01/20/2001
A,347316,White Wagtail,Motacilla alba,Motacillidae (Wagtails and Pipits),Passeriformes,Wagtails and Pipits,2,11,1989,Jimena,Jimena,Cadiz,3,2.0,Milvus Goes,,,,,,,,,,anillamiento,11/02/1989
C,347316,White Wagtail,Motacilla alba,Motacillidae (Wagtails and Pipits),Passeriformes,Wagtails and Pipits,11,11,1990,Cantera del Duende,El Rubio,Sevilla,4,0.0,M. Vazquez,,,,,,,,374.0,112.0,control,11/11/1990
A,3010919,Spotless Starling,Sturnus unicolor,Sturnidae (Starlings),Passeriformes,Starlings and Mynas,13,7,1987,Pinares de Hinojos,Hinojos,Huelva,2,0.0,PND,,,,,,,,,,anillamiento,07/13/1987
C,3010919,Spotless Starling,Sturnus unicolor,Sturnidae (Starlings),Passeriformes,Starlings and Mynas,1,9,1987,El Marmol,Puebla del Rio,Sevilla,2,0.0,M. Vazquez,,,,,,,,48.0,69.0,muerto,09/01/1987
A,3010921,Spotless Starling,Sturnus unicolor,Sturnidae (Starlings),Passeriformes,Starlings and Mynas,13,7,1987,Pinares de Hinojos,Hinojos,Huelva,2,0.0,PND,,,,,,,,,,anillamiento,07/13/1987
C,3010921,Spotless Starling,Sturnus unicolor,Sturnidae (Starlings),Passeriformes,Starlings and Mynas,1,9,1987,El Marmol,Puebla del Rio,Sevilla,2,0.0,M. Vazquez,,,,,,,,48.0,69.0,muerto,09/01/1987
A,3010941,Spotless Starling,Sturnus unicolor,Sturnidae (Starlings),Passeriformes,Starlings and Mynas,15,7,1987,Pinares de Hinojos,Hinojos,Huelva,2,0.0,PND,,,,,,,,,,anillamiento,07/15/1987
C,3010941,Spotless Starling,Sturnus unicolor,Sturnidae (Starlings),Passeriformes,Starlings and Mynas,1,9,1987,El Marmol,Puebla del Rio,Sevilla,2,0.0,M. Vazquez,,,,,,,,46.0,69.0,muerto,09/01/1987
A,3010944,Spotless Starling,Sturnus unicolor,Sturnidae (Starlings),Passeriformes,Starlings and Mynas,15,7,1987,Pinares de Hinojos,Hinojos,Huelva,2,0.0,PND,,,,,,,,,,anillamiento,07/15/1987
C,3010944,Spotless Starling,Sturnus unicolor,Sturnidae (Starlings),Passeriformes,Starlings and Mynas,1,9,1987,El Marmol,Puebla del Rio,Sevilla,2,0.0,M. Vazquez,,,,,,,,46.0,69.0,muerto,09/01/1987
A,3010948,Spotless Starling,Sturnus unicolor,Sturnidae (Starlings),Passeriformes,Starlings and Mynas,15,7,1987,Pinares de Hinojos,Hinojos,Huelva,2,0.0,PND,,,,,,,,,,anillamiento,07/15/1987
C,3010948,Spotless Starling,Sturnus unicolor,Sturnidae (Starlings),Passeriformes,Starlings and Mynas,1,9,1987,El Marmol,Puebla del Rio,Sevilla,2,0.0,M. Vazquez,,,,,,,,46.0,69.0,muerto,09/01/1987
A,3010950,Spotless Starling,Sturnus unicolor,Sturnidae (Starlings),Passeriformes,Starlings and Mynas,15,7,1987,Pinares de Hinojos,Hinojos,Huelva,2,0.0,PND,,,,,,,,,,anillamiento,07/15/1987
C,3010950,Spotless Starling,Sturnus unicolor,Sturnidae (Starlings),Passeriformes,Starlings and Mynas,1,9,1987,El Marmol,Puebla del Rio,Sevilla,2,0.0,M. Vazquez,,,,,,,,46.0,69.0,muerto,09/01/1987
A,3010951,Spotless Starling,Sturnus unicolor,Sturnidae (Starlings),Passeriformes,Starlings and Mynas,15,7,1987,Pinares de Hinojos,Hinojos,Huelva,2,0.0,PND,,,,,,,,,,anillamiento,07/15/1987
C,3010951,Spotless Starling,Sturnus unicolor,Sturnidae (Starlings),Passeriformes,Starlings and Mynas,1,9,1987,El Marmol,Puebla del Rio,Sevilla,2,0.0,M. Vazquez,,,,,,,,46.0,69.0,muerto,09/01/1987
A,3027893,Spotless Starling,Sturnus unicolor,Sturnidae (Starlings),Passeriformes,Starlings and Mynas,28,1,1989,Lucio Poco Abrigo,Puebla del Rio,Sevilla,4,0.0,M. Vazquez,,,,,,,,,,anillamiento,01/28/1989
C,3027893,Spotless Starling,Sturnus unicolor,Sturnidae (Starlings),Passeriformes,Starlings and Mynas,5,9,1989,Vuelta la Arena,Puebla del Rio,Sevilla,4,0.0,Cazador,,,,,,,,,,muerto,09/05/1989
A,3036532,Azure-winged Magpie,Cyanopica cyanus,"Corvidae (Crows, Jays, and Magpies)",Passeriformes,"Jays, Magpies, Crows, and Ravens",24,9,1994,Torrecuadros,Hinojos,Huelva,3,0.0,J Ayala,,,,,,,,,,anillamiento,09/24/1994
C,3036532,Azure-winged Magpie,Cyanopica cyanus,"Corvidae (Crows, Jays, and Magpies)",Passeriformes,"Jays, Magpies, Crows, and Ravens",24,9,2001,Torrecuadros,Hinojos,Huelva,A,0.0,M. Vazquez,,,,,,,,2554.0,1.0,control,09/24/2001
