MODO,METAL,NOMBRE_COMUN,ESPECIE,FAMILIA,ORDEN,GRUPO,DIA,MES,AÑO,LUGAR,MUNICIPIO,PROVINCIA,EDAD,SEXO,ANILLADOR,Grasa,Ala,peso,tarso,pico,cola,Hora,Dias,Kms,Observaciones,FECHA
A,2549232,European Greenfinch,Chloris chloris,"Fringillidae (Finches, Euphonias, and Allies)",Passeriformes,"Finches, Euphonias, and Allies",22,6,1995,La Escribana,Coria del Rio,Sevilla,1,2.0,M. Vazquez,,,,,,,,,,anillamiento,06/22/1995
C,2549232,European Greenfinch,Chloris chloris,"Fringillidae (Finches, Euphonias, and Allies)",Passeriformes,"Finches, Euphonias, and Allies",15,11,1995,El Manchon,Coria del Rio,Sevilla,3,2.0,J Camacho,,,,,,,,159.0,6.0,muerto,11/15/1995
A,2550981,European Greenfinch,Chloris chloris,"Fringillidae (Finches, Euphonias, and Allies)",Passeriformes,"Finches, Euphonias, and Allies",30,8,1994,El Alcornocal,Los Palacios,Sevilla,2,0.0,M. Vazquez,,,,,,,,,,anillamiento,08/30/1994
C,2550981,European Greenfinch,Chloris chloris,"Fringillidae (Finches, Euphonias, and Allies)",Passeriformes,"Finches, Euphonias, and Allies",15,2,1995,Dos Hermanas,Dos Hermanas,Sevilla,2,0.0,T Alcantara,,,,,,,,169.0,11.0,muerto,02/15/1995
A,2913261,European Greenfinch,Chloris chloris,"Fringillidae (Finches, Euphonias, and Allies)",Passeriformes,"Finches, Euphonias, and Allies",28,8,2000,El Alcornocal,Los Palacios,Sevilla,3,2.0,M. Vazquez,,,,,,,,,,anillamiento,08/28/2000
C,2913261,European Greenfinch,Chloris chloris,"Fringillidae (Finches, Euphonias, and Allies)",Passeriformes,"Finches, Euphonias, and Allies",10,10,2000,Manecorro PN Doñana,Almonte,Huelva,3,2.0,JL Arroyo,,,,,,,,44.0,50.0,control,10/10/2000
A,2222455,European Greenfinch,Chloris chloris,"Fringillidae (Finches, Euphonias, and Allies)",Passeriformes,"Finches, Euphonias, and Allies",30,10,1988,Huerta La Libertad,Puebla del Rio,Sevilla,3,2.0,M. Vazquez,,,,,,,,,,anillamiento,10/30/1988
C,2222455,European Greenfinch,Chloris chloris,"Fringillidae (Finches, Euphonias, and Allies)",Passeriformes,"Finches, Euphonias, and Allies",18,11,1988,La Pilarica,Puebla del Rio,Sevilla,3,2.0,M. Vazquez,,,,,,,,,5.0,control,11/18/1988
A,2035331,European Greenfinch,Chloris chloris,"Fringillidae (Finches, Euphonias, and Allies)",Passeriformes,"Finches, Euphonias, and Allies",26,7,1987,Huerta Daniel,Puebla del Rio,Sevilla,4,2.0,M. Vazquez,,,,,,,,,,anillamiento,07/26/1987
C,2035331,European Greenfinch,Chloris chloris,"Fringillidae (Finches, Euphonias, and Allies)",Passeriformes,"Finches, Euphonias, and Allies",25,10,1988,Los Olmasos,Puebla del Rio,Sevilla,2,0.0,Particular,,,,,,,,,6.0,muerto,10/25/1988
A,2060269,European Greenfinch,Chloris chloris,"Fringillidae (Finches, Euphonias, and Allies)",Passeriformes,"Finches, Euphonias, and Allies",25,7,1987,Huerta Daniel,Puebla del Rio,Sevilla,6,1.0,M. Vazquez,,,,,,,,,,anillamiento,07/25/1987
C,2060269,European Greenfinch,Chloris chloris,"Fringillidae (Finches, Euphonias, and Allies)",Passeriformes,"Finches, Euphonias, and Allies",25,10,1988,Los Olmasos,Puebla del Rio,Sevilla,2,0.0,Particular,,,,,,,,,6.0,muerto,10/25/1988
A,2168030,European Greenfinch,Chloris chloris,"Fringillidae (Finches, Euphonias, and Allies)",Passeriformes,"Finches, Euphonias, and Allies",12,10,1987,Rio Viejo,Coria del Rio,Sevilla,3,2.0,M. Vazquez,,,,,,,,,,anillamiento,10/12/1987
C,2168030,European Greenfinch,Chloris chloris,"Fringillidae (Finches, Euphonias, and Allies)",Passeriformes,"Finches, Euphonias, and Allies",25,10,1988,Los Olmasos,Puebla del Rio,Sevilla,2,0.0,Particular,,,,,,,,,4.0,muerto,10/25/1988
A,2168731,European Greenfinch,Chloris chloris,"Fringillidae (Finches, Euphonias, and Allies)",Passeriformes,"Finches, Euphonias, and Allies",28,8,1988,Arroyo Guadalbacar,Lora del Rio,Sevilla,3,1.0,M. Vazquez,,,,,,,,,,anillamiento,08/28/1988
C,2168731,European Greenfinch,Chloris chloris,"Fringillidae (Finches, Euphonias, and Allies)",Passeriformes,"Finches, Euphonias, and Allies",21,10,1988,El Priorato,Lora del Rio,Sevilla,2,0.0,Particular,,,,,,,,,6.0,muerto,10/21/1988
A,2060024,European Greenfinch,Chloris chloris,"Fringillidae (Finches, Euphonias, and Allies)",Passeriformes,"Finches, Euphonias, and Allies",27,3,1987,La Cartuja,Sevilla,Sevilla,5,2.0,Vilches,,,,,,,,,,anillamiento,03/27/1987
C,2060024,European Greenfinch,Chloris chloris,"Fringillidae (Finches, Euphonias, and Allies)",Passeriformes,"Finches, Euphonias, and Allies",25,10,1988,Los Olmasos,Puebla del Rio,Sevilla,2,0.0,M. Vazquez,,,,,,,,,14.0,muerto,10/25/1988
A,2374154,European Greenfinch,Chloris chloris,"Fringillidae (Finches, Euphonias, and Allies)",Passeriformes,"Finches, Euphonias, and Allies",27,4,1995,La Escribana,Coria del Rio,Sevilla,4,2.0,M. Vazquez,,,,,,,,,,anillamiento,04/27/1995
C,2374154,European Greenfinch,Chloris chloris,"Fringillidae (Finches, Euphonias, and Allies)",Passeriformes,"Finches, Euphonias, and Allies",15,8,1996,Coria del Rio,Coria del Rio,Sevilla,2,0.0,Particular,,,,,,,,,6.0,control,08/15/1996
A,2898026,European Greenfinch,Chloris chloris,"Fringillidae (Finches, Euphonias, and Allies)",Passeriformes,"Finches, Euphonias, and Allies",23,5,2000,La Escribana,Coria del Rio,Sevilla,3,2.0,M. Vazquez,,,,,,,,,,anillamiento,05/23/2000
C,2898026,European Greenfinch,Chloris chloris,"Fringillidae (Finches, Euphonias, and Allies)",Passeriformes,"Finches, Euphonias, and Allies",15,10,2000,Coria del Rio,Coria del Rio,Sevilla,2,0.0,Particular,,,,,,,,136.0,6.0,muerto,10/15/2000
A,2672182,European Greenfinch,Chloris chloris,"Fringillidae (Finches, Euphonias, and Allies)",Passeriformes,"Finches, Euphonias, and Allies",15,12,1994,Sanlucar de Barrameda,Sanlucar de Barrameda,Cadiz,2,1.0,FAC,,,,,,,,,,control,12/15/1994
C,2672182,European Greenfinch,Chloris chloris,"Fringillidae (Finches, Euphonias, and Allies)",Passeriformes,"Finches, Euphonias, and Allies",26,2,1997,La Escribana,Coria del Rio,Sevilla,6,1.0,M. Vazquez,,,,,,,,,,control,02/26/1997
A,2674603,European Greenfinch,Chloris chloris,"Fringillidae (Finches, Euphonias, and Allies)",Passeriformes,"Finches, Euphonias, and Allies",15,12,1994,Huelva,Huelva,Huelva,2,1.0,FAC,,,,,,,,,,control,12/15/1994
C,2674603,European Greenfinch,Chloris chloris,"Fringillidae (Finches, Euphonias, and Allies)",Passeriformes,"Finches, Euphonias, and Allies",10,3,1997,La Escribana,Coria del Rio,Sevilla,6,1.0,M. Vazquez,,,,,,,,,,control,03/10/1997
A,2779769,European Greenfinch,Chloris chloris,"Fringillidae (Finches, Euphonias, and Allies)",Passeriformes,"Finches, Euphonias, and Allies",15,12,1996,Coria del Rio,Coria del Rio,Sevilla,2,0.0,FAC,,,,,,,,,,control,12/15/1996
C,2779769,European Greenfinch,Chloris chloris,"Fringillidae (Finches, Euphonias, and Allies)",Passeriformes,"Finches, Euphonias, and Allies",17,4,1997,La Estrella,Palomares del Rio,Sevilla,4,0.0,M. Vazquez,,,,,,,,,,control,04/17/1997
A,2779555,European Greenfinch,Chloris chloris,"Fringillidae (Finches, Euphonias, and Allies)",Passeriformes,"Finches, Euphonias, and Allies",20,3,1998,La Escribana,Coria del Rio,Sevilla,6,1.0,M. Vazquez,,,,,,,,,,anillamiento,03/20/1998
C,2779555,European Greenfinch,Chloris chloris,"Fringillidae (Finches, Euphonias, and Allies)",Passeriformes,"Finches, Euphonias, and Allies",15,7,1998,Huerta El Rincon,Coria del Rio,Sevilla,6,1.0,J Camacho,,,,,,,,,4.0,control,07/15/1998
A,176909,Eurasian Linnet,Linaria cannabina,"Fringillidae (Finches, Euphonias, and Allies)",Passeriformes,"Finches, Euphonias, and Allies",24,1,1988,El Monte,Los Palacios,Sevilla,2,2.0,J Ayala,,,,,,,,,,anillamiento,01/24/1988
C,176909,Eurasian Linnet,Linaria cannabina,"Fringillidae (Finches, Euphonias, and Allies)",Passeriformes,"Finches, Euphonias, and Allies",25,10,1988,Los Olmasos,Puebla del Rio,Sevilla,2,0.0,M. Vazquez,,,,,,,,306.0,20.0,muerto,10/25/1988
A,176893,Eurasian Linnet,Linaria cannabina,"Fringillidae (Finches, Euphonias, and Allies)",Passeriformes,"Finches, Euphonias, and Allies",24,1,1988,El Monte,Los Palacios,Sevilla,2,2.0,J Ayala,,,,,,,,,,anillamiento,01/24/1988
C,176893,Eurasian Linnet,Linaria cannabina,"Fringillidae (Finches, Euphonias, and Allies)",Passeriformes,"Finches, Euphonias, and Allies",25,10,1988,Los Olmasos,Puebla del Rio,Sevilla,2,0.0,M. Vazquez,,,,,,,,306.0,20.0,muerto,10/25/1988
A,176894,Eurasian Linnet,Linaria cannabina,"Fringillidae (Finches, Euphonias, and Allies)",Passeriformes,"Finches, Euphonias, and Allies",24,1,1988,El Monte,Los Palacios,Sevilla,2,2.0,J Ayala,,,,,,,,,,anillamiento,01/24/1988
C,176894,Eurasian Linnet,Linaria cannabina,"Fringillidae (Finches, Euphonias, and Allies)",Passeriformes,"Finches, Euphonias, and Allies",25,10,1988,Los Olmasos,Puebla del Rio,Sevilla,2,0.0,M. Vazquez,,,,,,,,306.0,20.0,muerto,10/25/1988
A,403658,Eurasian Linnet,Linaria cannabina,"Fringillidae (Finches, Euphonias, and Allies)",Passeriformes,"Finches, Euphonias, and Allies",24,11,1991,Cantera del Duende,El Rubio,Sevilla,2,1.0,M. Vazquez,,,,,,,,,,anillamiento,11/24/1991
C,403658,Eurasian Linnet,Linaria cannabina,"Fringillidae (Finches, Euphonias, and Allies)",Passeriformes,"Finches, Euphonias, and Allies",17,1,1994,Carretera Osuna- El Rubio,El Rubio,Sevilla,2,0.0,E Gomez,,,,,,,,,1.0,muerto,01/17/1994
A,207200,Eurasian Linnet,Linaria cannabina,"Fringillidae (Finches, Euphonias, and Allies)",Passeriformes,"Finches, Euphonias, and Allies",23,7,1989,Los Palacios,Los Palacios,Sevilla,4,0.0,GOSUR,,,,,,,,,,anillamiento,07/23/1989
C,207200,Eurasian Linnet,Linaria cannabina,"Fringillidae (Finches, Euphonias, and Allies)",Passeriformes,"Finches, Euphonias, and Allies",10,12,1989,Dos Hermanas,Dos Hermanas,Sevilla,4,0.0,M. Vazquez,,,,,,,,140.0,11.0,control,12/10/1989
A,L375237,Eurasian Linnet,Linaria cannabina,"Fringillidae (Finches, Euphonias, and Allies)",Passeriformes,"Finches, Euphonias, and Allies",20,6,2000,La Escribana,Coria del Rio,Sevilla,3,0.0,M. Vazquez,,,,,,,,,,anillamiento,06/20/2000
C,L375237,Eurasian Linnet,Linaria cannabina,"Fringillidae (Finches, Euphonias, and Allies)",Passeriformes,"Finches, Euphonias, and Allies",7,12,2003,La Lagunilla,Palomares del Rio,Sevilla,4,1.0,M. Vazquez,,,,,,,,1265.0,8.0,control,12/07/2003
A,402522,European Goldfinch,Carduelis carduelis,"Fringillidae (Finches, Euphonias, and Allies)",Passeriformes,"Finches, Euphonias, and Allies",15,10,1991,El Bolin RB Doñana,Almonte,Huelva,3,0.0,M. Pineda,,,,,,,,,,anillamiento,10/15/1991
C,402522,European Goldfinch,Carduelis carduelis,"Fringillidae (Finches, Euphonias, and Allies)",Passeriformes,"Finches, Euphonias, and Allies",6,12,1994,El Chalet RB Doñana,Almonte,Huelva,4,0.0,M. Vazquez,,,,,,,,,1.0,control,12/06/1994
A,180823,European Goldfinch,Carduelis carduelis,"Fringillidae (Finches, Euphonias, and Allies)",Passeriformes,"Finches, Euphonias, and Allies",28,6,1987,Lora del Rio,Lora del Rio,Sevilla,3,0.0,G Atricapilla,,,,,,,,,,anillamiento,06/28/1987
C,180823,European Goldfinch,Carduelis carduelis,"Fringillidae (Finches, Euphonias, and Allies)",Passeriformes,"Finches, Euphonias, and Allies",5,11,1987,Lora del Rio,Lora del Rio,Sevilla,3,0.0,M. Vazquez,,,,,,,,127.0,1.0,muerto,11/05/1987
A,233016,European Goldfinch,Carduelis carduelis,"Fringillidae (Finches, Euphonias, and Allies)",Passeriformes,"Finches, Euphonias, and Allies",17,7,1988,Huerta Daniel,Puebla del Rio,Sevilla,3,0.0,M. Vazquez,,,,,,,,,,anillamiento,07/17/1988
C,233016,European Goldfinch,Carduelis carduelis,"Fringillidae (Finches, Euphonias, and Allies)",Passeriformes,"Finches, Euphonias, and Allies",25,10,1988,Los Olmasos,Puebla del Rio,Sevilla,3,0.0,Particular,,,,,,,,,4.0,muerto,10/25/1988
A,177103,European Goldfinch,Carduelis carduelis,"Fringillidae (Finches, Euphonias, and Allies)",Passeriformes,"Finches, Euphonias, and Allies",22,8,1987,El Chotal,Baeza,Jaen,3,0.0,D. Lubian,,,,,,,,,,anillamiento,08/22/1987
C,177103,European Goldfinch,Carduelis carduelis,"Fringillidae (Finches, Euphonias, and Allies)",Passeriformes,"Finches, Euphonias, and Allies",15,12,1897,Coria del Rio,Coria del Rio,Sevilla,3,0.0,M. Vazquez,,,,,,,,113.0,242.0,muerto,###############################################################################################################################################################################################################################################################
A,385141,European Goldfinch,Carduelis carduelis,"Fringillidae (Finches, Euphonias, and Allies)",Passeriformes,"Finches, Euphonias, and Allies",21,7,1990,Jimena de la Frontera,Jimena de la Frontera,Cadiz,5,2.0,Milvus Goes,,,,,,,,,,anillamiento,07/21/1990
C,385141,European Goldfinch,Carduelis carduelis,"Fringillidae (Finches, Euphonias, and Allies)",Passeriformes,"Finches, Euphonias, and Allies",21,12,1990,Sanlucar de Barrameda,Sanlucar de Barrameda,Cadiz,5,2.0,M. Vazquez,,,,,,,,150.0,86.0,control,12/21/1990
A,208985,Reed Bunting,Emberiza schoeniclus,Emberizidae (Old World Buntings),Passeriformes,Old World Buntings,14,1,1989,La Mejorada,Puebla del Rio,Sevilla,4,2.0,GOSUR,,,,,,,,,,anillamiento,01/14/1989
C,208985,Reed Bunting,Emberiza schoeniclus,Emberizidae (Old World Buntings),Passeriformes,Old World Buntings,1,2,1989,Brazo del Este,Puebla del Rio,Sevilla,4,0.0,M. Vazquez,,,,,,,,2.0,18.0,control,02/01/1989
A,2212252,Reed Bunting,Emberiza schoeniclus,Emberizidae (Old World Buntings),Passeriformes,Old World Buntings,30,1,1988,La Mejorada,Puebla del Rio,Sevilla,6,2.0,GOSUR,,,,,,,,,,anillamiento,01/30/1988
C,2212252,Reed Bunting,Emberiza schoeniclus,Emberizidae (Old World Buntings),Passeriformes,Old World Buntings,25,1,1989,La Marmoleja,Puebla del Rio,Sevilla,4,2.0,M. Vazquez,,,,,,,,10.0,361.0,control,01/25/1989
A,2709757,Reed Bunting,Emberiza schoeniclus,Emberizidae (Old World Buntings),Passeriformes,Old World Buntings,18,11,1995,Rio Palmones,Algeciras,Cadiz,3,2.0,Milvus Goes,,,,,,,,,,anillamiento,11/18/1995
C,2709757,Reed Bunting,Emberiza schoeniclus,Emberizidae (Old World Buntings),Passeriformes,Old World Buntings,21,12,1995,Lucio Poco Abrigo,Puebla del Rio,Sevilla,2,2.0,M. Vazquez,,,,,,,,33.0,137.0,control,12/21/1995
A,2222859,Reed Bunting,Emberiza schoeniclus,Emberizidae (Old World Buntings),Passeriformes,Old World Buntings,2,1,1989,Caño Navarro,Coria del Rio,Sevilla,3,2.0,J. Ayala,,,,,,,,,,anillamiento,01/02/1989
C,2222859,Reed Bunting,Emberiza schoeniclus,Emberizidae (Old World Buntings),Passeriformes,Old World Buntings,4,2,1990,La Marmoleja,Puebla del Rio,Sevilla,4,2.0,M. Vazquez,,,,,,,,398.0,11.0,control,02/04/1990
A,3062666,Collared Pratincole,Glareola pratincola,Glareolidae (Pratincoles and Coursers),Charadriiformes,Shorebirds,6,7,1997,Brazo del Este,Puebla del Rio,Sevilla,1,0.0,M. Vazquez,,,,,,,,,,anillamiento,07/06/1997
C,3062666,Collared Pratincole,Glareola pratincola,Glareolidae (Pratincoles and Coursers),Charadriiformes,Shorebirds,21,4,2002,Marjal del Moro,Sagunto ,Valencia,4,0.0,M. Yuste,,,,,,,,,,control,04/21/2002
C,3062666,Collared Pratincole,Glareola pratincola,Glareolidae (Pratincoles and Coursers),Charadriiformes,Shorebirds,15,5,2002,Marjal del Moro,Sagunto ,Valencia,4,0.0,M. Yuste,,,,,,,,,,control,05/15/2002
A,N778513,European Goldfinch,Carduelis carduelis,"Fringillidae (Finches, Euphonias, and Allies)",Passeriformes,"Finches, Euphonias, and Allies",6,10,2008,Noain,Valle de Elorz,Navarra,2,1.0,G Oilagorra,,,,,,,,,,anillamiento,10/06/2008
C,N778513,European Goldfinch,Carduelis carduelis,"Fringillidae (Finches, Euphonias, and Allies)",Passeriformes,"Finches, Euphonias, and Allies",26,11,2008,La Pilarica,Puebla del Rio,Sevilla,2,1.0,M. Vazquez,,,,,,,,51.0,735.0,control,11/26/2008
A,2A191022,Spanish Sparrow,Passer hispaniolensis,Passeridae (Old World Sparrows),Passeriformes,Old World Sparrows,15,2,2007,Laguna del Gobierno,Lantejuela,Sevilla,4,1.0,M. Vazquez,,,,,,,,,,anillamiento,02/15/2007
C,2A191022,Spanish Sparrow,Passer hispaniolensis,Passeridae (Old World Sparrows),Passeriformes,Old World Sparrows,20,7,2008,La Vegilla,Cordoba,Cordoba,4,1.0,G Epops,,,,,,,,521.0,72.0,control,07/20/2008
A,L812960,Common Reed Warbler,Acrocephalus scirpaceus,Acrocephalidae (Reed Warblers and Allies),Passeriformes,Reed Warblers and Allies,20,8,2004,Caño Navarro,Coria del Rio,Sevilla,3,0.0,M. Vazquez,,,,,,,,,,anillamiento,08/20/2004
C,L812960,Common Reed Warbler,Acrocephalus scirpaceus,Acrocephalidae (Reed Warblers and Allies),Passeriformes,Reed Warblers and Allies,16,6,2009,Brazo del Este,Puebla del Rio,Sevilla,4,2.0,GOSUR,,,,,,,,1761.0,18.0,control,06/16/2009
A,N420621,Common Reed Warbler,Acrocephalus scirpaceus,Acrocephalidae (Reed Warblers and Allies),Passeriformes,Reed Warblers and Allies,29,7,2006,Coria del Rio,Coria del Rio,Sevilla,3,0.0,GOSUR,,,,,,,,,,anillamiento,07/29/2006
C,N420622,Common Reed Warbler,Acrocephalus scirpaceus,Acrocephalidae (Reed Warblers and Allies),Passeriformes,Reed Warblers and Allies,25,8,2006,Caño Navarro,Coria del Rio,Sevilla,3,0.0,M. Vazquez,,,,,,,,27.0,2.0,control,08/25/2006
A,DR4070,Common Reed Warbler,Acrocephalus scirpaceus,Acrocephalidae (Reed Warblers and Allies),Passeriformes,Reed Warblers and Allies,15,7,2006,Coria del Rio,Coria del Rio,Sevilla,4,1.0,GOSUR,,,,,,,,,,anillamiento,07/15/2006
C,DR4070,Common Reed Warbler,Acrocephalus scirpaceus,Acrocephalidae (Reed Warblers and Allies),Passeriformes,Reed Warblers and Allies,11,8,2006,Caño Navarro,Coria del Rio,Sevilla,4,0.0,M. Vazquez,,,,,,,,27.0,2.0,control,08/11/2006
A,N420688,Common Reed Warbler,Acrocephalus scirpaceus,Acrocephalidae (Reed Warblers and Allies),Passeriformes,Reed Warblers and Allies,29,7,2006,Coria del Rio,Coria del Rio,Sevilla,3,0.0,GOSUR,,,,,,,,,,anillamiento,07/29/2006
C,N420688,Common Reed Warbler,Acrocephalus scirpaceus,Acrocephalidae (Reed Warblers and Allies),Passeriformes,Reed Warblers and Allies,18,8,2006,Caño Navarro,Coria del Rio,Sevilla,3,0.0,M. Vazquez,,,,,,,,20.0,2.0,control,08/18/2006
A,N420680,Common Reed Warbler,Acrocephalus scirpaceus,Acrocephalidae (Reed Warblers and Allies),Passeriformes,Reed Warblers and Allies,29,7,2006,Coria del Rio,Coria del Rio,Sevilla,4,2.0,GOSUR,,,,,,,,,,anillamiento,07/29/2006
C,N420680,Common Reed Warbler,Acrocephalus scirpaceus,Acrocephalidae (Reed Warblers and Allies),Passeriformes,Reed Warblers and Allies,23,8,2006,Caño Navarro,Coria del Rio,Sevilla,4,0.0,M. Vazquez,,,,,,,,25.0,2.0,control,08/23/2006
A,N420676,Common Reed Warbler,Acrocephalus scirpaceus,Acrocephalidae (Reed Warblers and Allies),Passeriformes,Reed Warblers and Allies,29,7,2006,Coria del Rio,Coria del Rio,Sevilla,4,1.0,GOSUR,,,,,,,,,,anillamiento,07/29/2006
C,N420676,Common Reed Warbler,Acrocephalus scirpaceus,Acrocephalidae (Reed Warblers and Allies),Passeriformes,Reed Warblers and Allies,11,8,2006,Caño Navarro,Coria del Rio,Sevilla,4,0.0,M. Vazquez,,,,,,,,13.0,2.0,control,08/11/2006
A,N420656,Common Reed Warbler,Acrocephalus scirpaceus,Acrocephalidae (Reed Warblers and Allies),Passeriformes,Reed Warblers and Allies,29,7,2006,Coria del Rio,Coria del Rio,Sevilla,3,0.0,GOSUR,,,,,,,,,,anillamiento,07/29/2006
C,N420656,Common Reed Warbler,Acrocephalus scirpaceus,Acrocephalidae (Reed Warblers and Allies),Passeriformes,Reed Warblers and Allies,25,8,2006,Caño Navarro,Coria del Rio,Sevilla,3,0.0,M. Vazquez,,,,,,,,27.0,2.0,control,08/25/2006
A,N420621,Common Reed Warbler,Acrocephalus scirpaceus,Acrocephalidae (Reed Warblers and Allies),Passeriformes,Reed Warblers and Allies,29,7,2006,Coria del Rio,Coria del Rio,Sevilla,3,0.0,GOSUR,,,,,,,,,,anillamiento,07/29/2006
C,N420621,Common Reed Warbler,Acrocephalus scirpaceus,Acrocephalidae (Reed Warblers and Allies),Passeriformes,Reed Warblers and Allies,23,8,2006,Caño Navarro,Coria del Rio,Sevilla,3,0.0,M. Vazquez,,,,,,,,25.0,2.0,control,08/23/2006
A,N420203,Common Reed Warbler,Acrocephalus scirpaceus,Acrocephalidae (Reed Warblers and Allies),Passeriformes,Reed Warblers and Allies,29,7,2006,Coria del Rio,Coria del Rio,Sevilla,3,0.0,GOSUR,,,,,,,,,,anillamiento,07/29/2006
C,N420203,Common Reed Warbler,Acrocephalus scirpaceus,Acrocephalidae (Reed Warblers and Allies),Passeriformes,Reed Warblers and Allies,14,8,2006,Caño Navarro,Coria del Rio,Sevilla,3,0.0,M. Vazquez,,,,,,,,16.0,2.0,control,08/14/2006
A,2A061616,Black-headed Weaver,Ploceus melanocephalus,Ploceidae (Weavers and Allies),Passeriformes,Weavers and Allies,14,5,2005,Brazo del Este,Puebla del Rio,Sevilla,4,0.0,GOSUR,,,,,,,,,,anillamiento,05/14/2005
C,2A061616,Black-headed Weaver,Ploceus melanocephalus,Ploceidae (Weavers and Allies),Passeriformes,Weavers and Allies,11,8,2006,Caño Navarro,Coria del Rio,Sevilla,4,2.0,M. Vazquez,,,,,,,,454.0,18.0,control,08/11/2006
A,CC0455,Bank Swallow,Riparia riparia,Hirundinidae (Swallows),Passeriformes,Martins and Swallows,26,8,2003,Las Minas,San Martin de la Vega,Madrid,3,0.0,GO Monticola,,,,,,,,,,anillamiento,08/26/2003
C,CC0455,Bank Swallow,Riparia riparia,Hirundinidae (Swallows),Passeriformes,Martins and Swallows,31,8,2005,Caño Navarro,Coria del Rio,Sevilla,4,0.0,M. Vazquez,,,,,,,,736.0,397.0,control,08/31/2005
A,DD9331,Common Chiffchaff,Phylloscopus collybita,Phylloscopidae (Leaf Warblers),Passeriformes,Leaf Warblers,6,11,2005,Manecorro PN Doñana,Almonte,Huelva,3,0.0,JL Arroyo,,,,,,,,,,anillamiento,11/06/2005
C,DD9331,Common Chiffchaff,Phylloscopus collybita,Phylloscopidae (Leaf Warblers),Passeriformes,Leaf Warblers,16,11,2005,Dehesa de Abajo,Puebla del Rio,Sevilla,3,0.0,M. Vazquez,,,,,,,,10.0,34.0,control,11/16/2005
A,AK1380,Common Waxbill,Estrilda astrild,Estrildidae (Waxbills and Allies),Passeriformes,Estrildids,4,12,2008,Villamarta,Coria del Rio,Sevilla,3,0.0,J Ayala,,,,,,,,,,anillamiento,12/04/2008
C,AK1380,Common Waxbill,Estrilda astrild,Estrildidae (Waxbills and Allies),Passeriformes,Estrildids,15,2,2009,Curva del Conde,Coria del Rio,Sevilla,2,0.0,M. Vazquez,,,,,,,,1.0,73.0,muerto,02/15/2009
A,AK1554,Common Chiffchaff,Phylloscopus collybita,Phylloscopidae (Leaf Warblers),Passeriformes,Leaf Warblers,1,11,2000,El Alamillo,Sevilla,Sevilla,2,0.0,M. Vazquez,,,,,,,,,,anillamiento,11/01/2000
C,AK1554,Common Chiffchaff,Phylloscopus collybita,Phylloscopidae (Leaf Warblers),Passeriformes,Leaf Warblers,21,12,2004,Vereda de las Mozas,Castro del Rio,Cordoba,4,0.0,Epops,,62.0,8.4,,,,,1511.0,137.0,control,12/21/2004
