"MODO","METAL","NOMBRE_COMUN","ESPECIE","FAMILIA","ORDEN","GRUPO","DIA","MES","AÑO","LOCALIDAD","PAIS","EDAD","SEXO","ANILLADOR","Grasa","Ala","peso","tarso","pico","cola","Hora","Dias","Kms","Observaciones","FECHA","LATITUD","LONGITUD"
"C","XC743076","Meadow Pipit","Anthus pratensis","Motacillidae (Wagtails and Pipits)","Passeriformes","Wagtails and Pipits",4,12,1988,"Los Palacios, Sevilla","España","2",0,"M. Vazquez",NA,NA,NA,NA,NA,NA,NA,128,4255,"muerto","12/04/1988",37.1584636,-5.9244808
"A","XD973232","Meadow Pipit","Anthus pratensis","Motacillidae (Wagtails and Pipits)","Passeriformes","Wagtails and Pipits",4,7,1991,"Kandalakshskiy, Barentsevo, Mor Murmansk","Rusia","1",0,"Extranjero",NA,NA,NA,NA,NA,NA,NA,NA,NA,"anillamiento","07/04/1991",68.9733113,33.0855848
"C","XD973232","Meadow Pipit","Anthus pratensis","Motacillidae (Wagtails and Pipits)","Passeriformes","Wagtails and Pipits",15,12,1992,"Dos Hermanas, Sevilla","España","5",0,"M. Vazquez",NA,NA,NA,NA,NA,NA,NA,530,4244,"muerto","12/15/1992",37.2865803,-5.9242391
"A","XD973239","Meadow Pipit","Anthus pratensis","Motacillidae (Wagtails and Pipits)","Passeriformes","Wagtails and Pipits",6,7,1991,"Kandalakshskiy, Barentsevo, Mor Murmansk","Rusia","1",0,"Extranjero",NA,NA,NA,NA,NA,NA,NA,NA,NA,"anillamiento","07/06/1991",68.9733113,33.0855848
"C","XD973239","Meadow Pipit","Anthus pratensis","Motacillidae (Wagtails and Pipits)","Passeriformes","Wagtails and Pipits",15,12,1992,"Dos Hermanas, Sevilla","España","5",0,"M. Vazquez",NA,NA,NA,NA,NA,NA,NA,528,4246,"muerto","12/15/1992",37.2865803,-5.9242391
"A","E225608","Meadow Pipit","Anthus pratensis","Motacillidae (Wagtails and Pipits)","Passeriformes","Wagtails and Pipits",15,9,1987,"Sporn Point, Humberside","Gran Bretaña","3",0,"Extranjero",NA,NA,NA,NA,NA,NA,NA,NA,NA,"anillamiento","09/15/1987",NA,NA
"C","E225608","Meadow Pipit","Anthus pratensis","Motacillidae (Wagtails and Pipits)","Passeriformes","Wagtails and Pipits",25,10,1988,"Coria del Rio, Sevilla","España","2",0,"M. Vazquez",NA,NA,NA,NA,NA,NA,NA,405,1872,"muerto","10/25/1988",37.2882628,-6.0533598
"A","H559564","Meadow Pipit","Anthus pratensis","Motacillidae (Wagtails and Pipits)","Passeriformes","Wagtails and Pipits",13,9,1992,"Spurn Head, Humberside","Gran Bretaña","3",0,"Extranjero",NA,NA,NA,NA,NA,NA,NA,NA,NA,"anillamiento","09/13/1992",53.5736612,0.1083142
"C","H559564","Meadow Pipit","Anthus pratensis","Motacillidae (Wagtails and Pipits)","Passeriformes","Wagtails and Pipits",17,11,1992,"Colegio El Rocio, Torreblanca, Sevilla","España","2",0,"M. Vazquez",NA,NA,NA,NA,NA,NA,NA,65,1856,"muerto","11/17/1992",37.3890924,-5.9844589
"A","E117353","Meadow Pipit","Anthus pratensis","Motacillidae (Wagtails and Pipits)","Passeriformes","Wagtails and Pipits",5,9,1989,"Finset, Hemsedal, Buskerund","Noruega","4",0,"Extranjero",NA,NA,NA,NA,NA,NA,NA,NA,NA,"anillamiento","09/05/1989",60.867869,8.5279545
"C","E117353","Meadow Pipit","Anthus pratensis","Motacillidae (Wagtails and Pipits)","Passeriformes","Wagtails and Pipits",30,10,1991,"Huevar, Sevilla","España","2",0,"M. Vazquez",NA,NA,NA,NA,NA,NA,NA,815,2815,"muerto","10/30/1991",37.3566551,-6.2773395
"A","E193569","Meadow Pipit","Anthus pratensis","Motacillidae (Wagtails and Pipits)","Passeriformes","Wagtails and Pipits",14,8,1989,"Fraena, More Og Romsdal","Noruega","3",0,"Extranjero",NA,NA,NA,NA,NA,NA,NA,NA,NA,"anillamiento","08/14/1989",62.9844493,6.9705698
"C","E193569","Meadow Pipit","Anthus pratensis","Motacillidae (Wagtails and Pipits)","Passeriformes","Wagtails and Pipits",1,11,1994,"Coria del Rio, Sevilla","España","2",0,"M. Vazquez",NA,NA,NA,NA,NA,NA,NA,1905,2988,"muerto","11/01/1994",37.2882628,-6.0533598
"A","A997542","Meadow Pipit","Anthus pratensis","Motacillidae (Wagtails and Pipits)","Passeriformes","Wagtails and Pipits",22,9,1988,"Kennmerduinen, Harlen, Noord Holland","Holanda","4",0,"Extranjero",NA,NA,NA,NA,NA,NA,NA,NA,NA,"anillamiento","09/22/1988",52.3873878,4.6462194
"C","A997542","Meadow Pipit","Anthus pratensis","Motacillidae (Wagtails and Pipits)","Passeriformes","Wagtails and Pipits",5,11,1988,"Carmona, Sevilla","España","2",0,"M. Vazquez",NA,NA,NA,NA,NA,NA,NA,43,1842,"muerto","11/05/1988",37.471274,-5.6418214
"A","3039383","Gray Wagtail","Motacilla cinerea","Motacillidae (Wagtails and Pipits)","Passeriformes","Wagtails and Pipits",8,9,1988,"Clabecq","Belgica","2",0,"Extranjero",NA,NA,NA,NA,NA,NA,NA,NA,NA,"anillamiento","09/08/1988",50.69212,4.22163
"C","3039384","Gray Wagtail","Motacilla cinerea","Motacillidae (Wagtails and Pipits)","Passeriformes","Wagtails and Pipits",11,12,1988,"Torreblanca, Sevilla","España","2",0,"M. Vazquez",NA,NA,NA,NA,NA,NA,NA,NA,1683,"muerto","12/11/1988",37.3884092,-5.9037611
"A","3924820","Western Yellow Wagtail","Motacilla flava","Motacillidae (Wagtails and Pipits)","Passeriformes","Wagtails and Pipits",10,3,1993,"PN Djoudj, Fleuve","Senegal","4",2,"Extranjero",NA,NA,NA,NA,NA,NA,NA,NA,NA,"anillamiento","03/10/1993",NA,NA
"C","3924820","Western Yellow Wagtail","Motacilla flava","Motacillidae (Wagtails and Pipits)","Passeriformes","Wagtails and Pipits",28,10,1995,"Puebla del Rio, Sevilla","España","2",0,"M. Vazquez",NA,NA,NA,NA,NA,NA,NA,962,2525,"muerto","10/28/1995",37.2694065,-6.063133
"A","9004398","White Stork","Ciconia ciconia","Ciconiidae (Storks)","Ciconiiformes","Storks",29,5,1992,"Cañada de los Pajaros, Puebla del Rio, Sevilla","España","1",0,"M. Vazquez",NA,NA,NA,NA,NA,NA,NA,NA,NA,"anillamiento","05/29/1992",37.2385346,-6.129244
"C","9004398","White Stork","Ciconia ciconia","Ciconiidae (Storks)","Ciconiiformes","Storks",5,3,1999,"Tombouctou","Mali","A",0,"Extranjero",NA,NA,NA,NA,NA,NA,NA,NA,NA,"muerto","03/05/1999",16.7665887,-3.0025615
"A","23V12140","White Wagtail","Motacilla alba","Motacillidae (Wagtails and Pipits)","Passeriformes","Wagtails and Pipits",7,4,1983,"St Amande, Antwerpen","Belgica","4",1,"Extranjero",NA,NA,NA,NA,NA,NA,NA,NA,NA,"anillamiento","04/07/1983",51.2213404,4.4051485
"C","23V12140","White Wagtail","Motacilla alba","Motacillidae (Wagtails and Pipits)","Passeriformes","Wagtails and Pipits",3,11,1986,"Coria del Rio, Sevilla","España","2",0,"M. Vazquez",NA,NA,NA,NA,NA,NA,NA,NA,NA,"muerto","11/03/1986",37.2882628,-6.0533598
"A","33V12675","White Wagtail","Motacilla alba","Motacillidae (Wagtails and Pipits)","Passeriformes","Wagtails and Pipits",18,9,1990,"Zele Heikant, Flandes Occidental","Belgica","3",0,"Extranjero",NA,NA,NA,NA,NA,NA,NA,NA,NA,"anillamiento","09/18/1990",51.0536024,3.1457942
"C","33V12675","White Wagtail","Motacilla alba","Motacillidae (Wagtails and Pipits)","Passeriformes","Wagtails and Pipits",25,12,1991,"Puñana, Almensilla, Sevilla","España","5",0,"M. Vazquez",NA,NA,NA,NA,NA,NA,NA,464,1650,"muerto","12/25/1991",37.3098113,-6.1136061
"A","4262822","White Wagtail","Motacilla alba","Motacillidae (Wagtails and Pipits)","Passeriformes","Wagtails and Pipits",30,9,1992,"Boortmeerbeek, Brabant","Belgica","3",0,"Extranjero",NA,NA,NA,NA,NA,NA,NA,NA,NA,"anillamiento","09/30/1992",50.9760115,4.5611679
"C","4262822","White Wagtail","Motacilla alba","Motacillidae (Wagtails and Pipits)","Passeriformes","Wagtails and Pipits",15,12,1992,"Dos Hermanas, Sevilla","España","3",0,"M. Vazquez",NA,NA,NA,NA,NA,NA,NA,76,1734,"muerto","12/15/1992",37.2865803,-5.9242391
"A","80710173","White Wagtail","Motacilla alba","Motacillidae (Wagtails and Pipits)","Passeriformes","Wagtails and Pipits",13,6,1987,"Plau Appelburg, Schwerin","Alemania","1",0,"Extranjero",NA,NA,NA,NA,NA,NA,NA,NA,NA,"anillamiento","06/13/1987",53.433479,12.278224
"C","80710173","White Wagtail","Motacilla alba","Motacillidae (Wagtails and Pipits)","Passeriformes","Wagtails and Pipits",15,12,1987,"Coria del Rio, Sevilla","España","3",0,"M. Vazquez",NA,NA,NA,NA,NA,NA,NA,182,2286,"muerto","12/15/1987",37.2882628,-6.0533598
"A","3196662","European Starling","Sturnus vulgaris","Sturnidae (Starlings)","Passeriformes","Starlings and Mynas",24,11,2001,"La Fao, Aznalcazar, Sevilla","España","3",2,"M. Vazquez",NA,NA,NA,NA,NA,NA,NA,NA,NA,"anillamiento","11/24/2001",37.3047112,-6.2495425
"C","3196662","European Starling","Sturnus vulgaris","Sturnidae (Starlings)","Passeriformes","Starlings and Mynas",20,10,2002,"Mas Thibert, Bouches du Rhone","Francia","2",0,"Extranjero",NA,NA,NA,NA,NA,NA,NA,330,1203,"muerto","10/20/2002",43.558055,4.729189
"A","1E87964","Dunnock","Prunella modularis","Prunellidae (Accentors)","Passeriformes","Accentors",15,9,2001,"Jabekk, Mandal, Vest Agder","Noruega","3",0,"M. Vazquez",NA,NA,NA,NA,NA,NA,NA,NA,NA,"anillamiento","09/15/2001",58.0311657,7.5097262
"C","1E87964","Dunnock","Prunella modularis","Prunellidae (Accentors)","Passeriformes","Accentors",11,11,2001,"El Alamillo, Sevilla","España","3",0,"Extranjero",NA,NA,NA,NA,NA,NA,NA,57,2495,"control","11/11/2001",37.4175931,-5.9933135
"A","N216363","Sedge Warbler","Acrocephalus schoenobaenus","Acrocephalidae (Reed Warblers and Allies)","Passeriformes","Reed Warblers and Allies",9,4,2006,"Laguna del Gobierno, Lantejuela,Sevilla","España","4",0,"M. Vega",NA,NA,NA,NA,NA,NA,NA,NA,NA,"anillamiento","04/09/2006",37.3626595,-5.2270807
"C","N216363","Sedge Warbler","Acrocephalus schoenobaenus","Acrocephalidae (Reed Warblers and Allies)","Passeriformes","Reed Warblers and Allies",23,4,2006,"Sewage Treatment Works, Bedfordshire","Gran Bretaña","4",0,"BTO",NA,NA,NA,NA,NA,NA,NA,14,1662,"control","04/23/2006",52.0627394,-0.5292091
"C","N216363","Sedge Warbler","Acrocephalus schoenobaenus","Acrocephalidae (Reed Warblers and Allies)","Passeriformes","Reed Warblers and Allies",3,6,2007,"Sewage Treatment Works, Bedfordshire","Gran Bretaña","4",0,"BTO",NA,65,11.5,NA,NA,NA,NA,420,1662,"control","06/03/2007",52.0627394,-0.5292091
"A","4513029","Sedge Warbler","Acrocephalus schoenobaenus","Acrocephalidae (Reed Warblers and Allies)","Passeriformes","Reed Warblers and Allies",8,5,2002,"Vred, Nord","Francia","4",1,"Extranjero",NA,67,11,NA,NA,NA,NA,NA,NA,"anillamiento","05/08/2002",50.393972,3.230963
"C","4513029","Sedge Warbler","Acrocephalus schoenobaenus","Acrocephalidae (Reed Warblers and Allies)","Passeriformes","Reed Warblers and Allies",17,3,2004,"Veta la Palma, Puebla del Rio, Sevilla","España","4",0,"M. Vazquez",0,67.5,11.6,NA,NA,NA,NA,679,1653,"control","03/17/2004",37.2694065,-6.063133
"A","AC0331","Sedge Warbler","Acrocephalus schoenobaenus","Acrocephalidae (Reed Warblers and Allies)","Passeriformes","Reed Warblers and Allies",29,5,2005,"Jersey Bird Observatory, ST Ouen, Jersey Islas del Canal","Gran Bretaña","4",0,"Extranjero",NA,NA,NA,NA,NA,NA,NA,NA,NA,"anillamiento","05/29/2005",49.2374758,-2.222648
"C","AC0331","Sedge Warbler","Acrocephalus schoenobaenus","Acrocephalidae (Reed Warblers and Allies)","Passeriformes","Reed Warblers and Allies",18,8,2006,"Caño Navarro, Coria del Rio, Sevilla","España","4",0,"M. Vazquez",8,NA,NA,NA,NA,NA,NA,446,1367,"control","08/18/2006",37.2882628,-6.0533598
"A","A175939","Sedge Warbler","Acrocephalus schoenobaenus","Acrocephalidae (Reed Warblers and Allies)","Passeriformes","Reed Warblers and Allies",10,9,2004,"Barrinha de Mira, Coimbra","Portugal","3",0,"Extranjero",NA,NA,NA,NA,NA,NA,NA,NA,NA,"anillamiento","09/10/2004",40.48886,-8.7832581
"C","A175939","Sedge Warbler","Acrocephalus schoenobaenus","Acrocephalidae (Reed Warblers and Allies)","Passeriformes","Reed Warblers and Allies",15,5,2005,"Laguna del Gobierno, Lantejuela,Sevilla","España","4",0,"M. Vega",2,63,11,NA,NA,NA,NA,247,461,"control","05/15/2005",37.3626595,-5.2270807
"A","VP21064","Marsh Warbler","Acrocephalus palustris","Acrocephalidae (Reed Warblers and Allies)","Passeriformes","Reed Warblers and Allies",19,8,2003,"Ventes Ragas, Silute","Lituania","3",0,"Extranjero",NA,NA,NA,NA,NA,NA,NA,NA,NA,"anillamiento","08/19/2003",55.346753,21.2020909
"C","VP21065","Marsh Warbler","Acrocephalus palustris","Acrocephalidae (Reed Warblers and Allies)","Passeriformes","Reed Warblers and Allies",30,5,2004,"Laguna del Gobierno, Lantejuela,Sevilla","España","4",0,"M. Vega",NA,NA,NA,NA,NA,NA,NA,285,2815,"control","05/30/2004",37.3626595,-5.2270807
"A","VD76554","Marsh Warbler","Acrocephalus palustris","Acrocephalidae (Reed Warblers and Allies)","Passeriformes","Reed Warblers and Allies",21,7,2004,"Roblingen, Mansfelder, Halle","Alemania","3",0,"Extranjero",NA,NA,NA,NA,NA,NA,NA,NA,NA,"anillamiento","07/21/2004",51.4816195,11.9586005
"C","VD76554","Marsh Warbler","Acrocephalus palustris","Acrocephalidae (Reed Warblers and Allies)","Passeriformes","Reed Warblers and Allies",26,8,2004,"Caño Navarro, Coria del Rio, Sevilla","España","3",0,"M. Vazquez",NA,NA,NA,NA,NA,NA,NA,36,2100,"control","08/26/2004",37.2882628,-6.0533598
"A","ZB55555","Common Reed Warbler","Acrocephalus scirpaceus","Acrocephalidae (Reed Warblers and Allies)","Passeriformes","Reed Warblers and Allies",25,5,2002,"Bohmke U Werder Wolgast, Rostock","Alemania","4",0,"Extranjero",NA,NA,NA,NA,NA,NA,NA,NA,NA,"anillamiento","05/25/2002",54.0924406,12.0991466
"C","ZB55555","Common Reed Warbler","Acrocephalus scirpaceus","Acrocephalidae (Reed Warblers and Allies)","Passeriformes","Reed Warblers and Allies",15,5,2005,"Laguna del Gobierno, Lantejuela,Sevilla","España","4",0,"M. Vega",2,66.5,11,NA,NA,NA,NA,1086,2359,"control","05/15/2005",37.3626595,-5.2270807
"A","3229814","Common Reed Warbler","Acrocephalus scirpaceus","Acrocephalidae (Reed Warblers and Allies)","Passeriformes","Reed Warblers and Allies",27,5,1990,"Wetteren, Oost Vlaanderen, Flandes Or","Belgica","4",0,"Extranjero",NA,NA,NA,NA,NA,NA,NA,NA,NA,"anillamiento","05/27/1990",51.0031237,3.8803171
"C","3229814","Common Reed Warbler","Acrocephalus scirpaceus","Acrocephalidae (Reed Warblers and Allies)","Passeriformes","Reed Warblers and Allies",5,10,1992,"Sanlucar de Barrameda, Cadiz","España","4",0,"M. Vazquez",NA,NA,NA,NA,NA,NA,NA,862,1777,"muerto","10/05/1992",36.7725774,-6.3529689
"A","4115167","Common Reed Warbler","Acrocephalus scirpaceus","Acrocephalidae (Reed Warblers and Allies)","Passeriformes","Reed Warblers and Allies",1,9,1991,"Genk, Limburg","Belgica","3",0,"Extranjero",NA,NA,NA,NA,NA,NA,NA,NA,NA,"anillamiento","09/01/1991",50.9662102,5.5021822
"C","4115167","Common Reed Warbler","Acrocephalus scirpaceus","Acrocephalidae (Reed Warblers and Allies)","Passeriformes","Reed Warblers and Allies",5,5,1995,"La Escribana, Coria del Rio, Sevilla","España","4",0,"M. Vazquez",NA,NA,NA,NA,NA,NA,NA,1342,1769,"control","05/05/1995",37.2882628,-6.0533598
"A","4449241","Common Reed Warbler","Acrocephalus scirpaceus","Acrocephalidae (Reed Warblers and Allies)","Passeriformes","Reed Warblers and Allies",18,8,1992,"Nismes, Namen, Namur","Belgica","3",0,"Extranjero",NA,NA,NA,NA,NA,NA,NA,NA,NA,"anillamiento","08/18/1992",50.0748018,4.5483364
"C","4449241","Common Reed Warbler","Acrocephalus scirpaceus","Acrocephalidae (Reed Warblers and Allies)","Passeriformes","Reed Warblers and Allies",6,9,1994,"Villaverde del Rio, Sevilla","España","4",0,"M. Vazquez",NA,NA,NA,NA,NA,NA,NA,749,1617,"muerto","09/06/1994",37.5891528,-5.8742975
"A","9441291","Common Reed Warbler","Acrocephalus scirpaceus","Acrocephalidae (Reed Warblers and Allies)","Passeriformes","Reed Warblers and Allies",11,8,2005,"Wetteren, Oost Vlaanderen, Flandes Or","Belgica","3",0,"Extranjero",NA,NA,NA,NA,NA,NA,NA,NA,NA,"anillamiento","08/11/2005",51.0031237,3.8803171
"C","9441291","Common Reed Warbler","Acrocephalus scirpaceus","Acrocephalidae (Reed Warblers and Allies)","Passeriformes","Reed Warblers and Allies",25,8,2006,"Caño Navarro, Coria del Rio, Sevilla","España","4",0,"M. Vazquez",2,NA,NA,NA,NA,NA,NA,379,1714,"control","08/25/2006",37.2882628,-6.0533598
"A","9445337","Common Reed Warbler","Acrocephalus scirpaceus","Acrocephalidae (Reed Warblers and Allies)","Passeriformes","Reed Warblers and Allies",30,8,2005,"Essen, Antwerpen, Amberes","Belgica","3",0,"Extranjero",NA,NA,NA,NA,NA,NA,NA,NA,NA,"anillamiento","08/30/2005",51.4677647,4.468517
"C","9445337","Common Reed Warbler","Acrocephalus scirpaceus","Acrocephalidae (Reed Warblers and Allies)","Passeriformes","Reed Warblers and Allies",28,8,2006,"Caño Navarro, Coria del Rio, Sevilla","España","4",0,"M. Vazquez",3,NA,NA,NA,NA,NA,NA,363,1784,"control","08/28/2006",37.2882628,-6.0533598
"A","9417466","Common Reed Warbler","Acrocephalus scirpaceus","Acrocephalidae (Reed Warblers and Allies)","Passeriformes","Reed Warblers and Allies",1,8,2005,"Teralfene, Vlaams Brabant","Belgica","4",0,"Extranjero",NA,NA,NA,NA,NA,NA,NA,NA,NA,"anillamiento","08/01/2005",50.8922688,4.0987022
"C","9417466","Common Reed Warbler","Acrocephalus scirpaceus","Acrocephalidae (Reed Warblers and Allies)","Passeriformes","Reed Warblers and Allies",25,8,2006,"Caño Navarro, Coria del Rio, Sevilla","España","4",0,"M. Vazquez",0,NA,NA,NA,NA,NA,NA,389,1711,"control","08/25/2006",37.2882628,-6.0533598
"A","9459246","Common Reed Warbler","Acrocephalus scirpaceus","Acrocephalidae (Reed Warblers and Allies)","Passeriformes","Reed Warblers and Allies",16,8,2005,"Zulte, Oost Vlaanderen, Flandes","Belgica","3",0,"Extranjero",NA,NA,NA,NA,NA,NA,NA,NA,NA,"anillamiento","08/16/2005",50.9219223,3.4438618
"C","9459246","Common Reed Warbler","Acrocephalus scirpaceus","Acrocephalidae (Reed Warblers and Allies)","Passeriformes","Reed Warblers and Allies",14,8,2006,"Caño Navarro, Coria del Rio, Sevilla","España","4",0,"M. Vazquez",6,NA,NA,NA,NA,NA,NA,363,1690,"control","08/14/2006",37.2882628,-6.0533598
"A","9645641","Common Reed Warbler","Acrocephalus scirpaceus","Acrocephalidae (Reed Warblers and Allies)","Passeriformes","Reed Warblers and Allies",7,8,2006,"Oorderen, Antwerpen, Amberes","Belgica","4",0,"Extranjero",NA,NA,NA,NA,NA,NA,NA,NA,NA,"anillamiento","08/07/2006",51.2844149,4.355089
"C","9645641","Common Reed Warbler","Acrocephalus scirpaceus","Acrocephalidae (Reed Warblers and Allies)","Passeriformes","Reed Warblers and Allies",28,9,2006,"Laguna del Gobierno, Lantejuela,Sevilla","España","4",0,"M. Vazquez",NA,NA,NA,NA,NA,NA,NA,52,1722,"control","09/28/2006",37.3626595,-5.2270807
"A","9836110","Common Reed Warbler","Acrocephalus scirpaceus","Acrocephalidae (Reed Warblers and Allies)","Passeriformes","Reed Warblers and Allies",17,8,2006,"Sint Amands, Antwerpen, Amberes","Belgica","3",0,"Extranjero",NA,NA,NA,NA,NA,NA,NA,NA,NA,"anillamiento","08/17/2006",51.054855,4.2050401
"C","9836110","Common Reed Warbler","Acrocephalus scirpaceus","Acrocephalidae (Reed Warblers and Allies)","Passeriformes","Reed Warblers and Allies",24,5,2008,"Laguna del Gobierno, Lantejuela,Sevilla","España","4",0,"M. Vega",NA,NA,NA,NA,NA,NA,NA,646,1694,"control","05/24/2008",37.3626595,-5.2270807
"A","TA6632","Common Reed Warbler","Acrocephalus scirpaceus","Acrocephalidae (Reed Warblers and Allies)","Passeriformes","Reed Warblers and Allies",2,8,2001,"Lazne Bohdanec, Pardubice","Republica Checa","3",0,"Extranjero",NA,NA,NA,NA,NA,NA,NA,NA,NA,"anillamiento","08/02/2001",50.0756015,15.6797896
"C","TA6632","Common Reed Warbler","Acrocephalus scirpaceus","Acrocephalidae (Reed Warblers and Allies)","Passeriformes","Reed Warblers and Allies",8,5,2005,"Laguna del Gobierno, Lantejuela,Sevilla","España","4",0,"M. Vazquez",0,65,10,NA,NA,NA,NA,1375,2181,"control","05/08/2005",37.3626595,-5.2270807
"A","N360289","Common Reed Warbler","Acrocephalus scirpaceus","Acrocephalidae (Reed Warblers and Allies)","Passeriformes","Reed Warblers and Allies",30,4,2005,"Nakri, Ceske Budejovice","Republica Checa","3",0,"Extranjero",NA,NA,NA,NA,NA,NA,NA,NA,NA,"anillamiento","04/30/2005",49.1188683,14.329343
"C","N360289","Common Reed Warbler","Acrocephalus scirpaceus","Acrocephalidae (Reed Warblers and Allies)","Passeriformes","Reed Warblers and Allies",16,4,2006,"Laguna del Gobierno, Lantejuela,Sevilla","España","4",0,"M. Vega",3,68.5,14,NA,NA,NA,NA,351,2042,"control","04/16/2006",37.3626595,-5.2270807
"A","176745","Common Reed Warbler","Acrocephalus scirpaceus","Acrocephalidae (Reed Warblers and Allies)","Passeriformes","Reed Warblers and Allies",5,7,1987,"Huerta Daniel, Puebla del Rio, Sevilla","España","4",0,"M. Vazquez",NA,NA,NA,NA,NA,NA,NA,NA,NA,"anillamiento","07/05/1987",37.2694065,-6.063133
"C","176745","Common Reed Warbler","Acrocephalus scirpaceus","Acrocephalidae (Reed Warblers and Allies)","Passeriformes","Reed Warblers and Allies",14,3,1993,"PN Du Djoudj, Fleuve","Senegal","4",0,"Extranjero",NA,NA,NA,NA,NA,NA,NA,2079,2525,"control","03/14/1993",NA,NA
"A","N215996","Common Reed Warbler","Acrocephalus scirpaceus","Acrocephalidae (Reed Warblers and Allies)","Passeriformes","Reed Warblers and Allies",15,5,2005,"Laguna del Gobierno, Lantejuela,Sevilla","España","4",0,"M. Vega",NA,NA,NA,NA,NA,NA,NA,NA,NA,"anillamiento","05/15/2005",37.3626595,-5.2270807
"C","N215997","Common Reed Warbler","Acrocephalus scirpaceus","Acrocephalidae (Reed Warblers and Allies)","Passeriformes","Reed Warblers and Allies",22,8,2005,"Heuseux, Luik, Lieja","Belgica","4",0,"Extranjero",NA,65,12,NA,NA,NA,NA,99,1714,"control","08/22/2005",50.65659,5.71792
"A","AE63003","Common Reed Warbler","Acrocephalus scirpaceus","Acrocephalidae (Reed Warblers and Allies)","Passeriformes","Reed Warblers and Allies",14,8,1999,"Vrhinika, Ljubljansko Barje, Slovenia","Eslovenia","4",0,"Extranjero",NA,NA,NA,NA,NA,NA,NA,NA,NA,"anillamiento","08/14/1999",45.9870296,14.4536009
"C","AE63003","Common Reed Warbler","Acrocephalus scirpaceus","Acrocephalidae (Reed Warblers and Allies)","Passeriformes","Reed Warblers and Allies",9,5,2004,"Laguna del Gobierno, Lantejuela,Sevilla","España","4",0,"M. Vega",NA,NA,NA,NA,NA,NA,NA,1730,1875,"control","05/09/2004",37.3626595,-5.2270807
"A","3981584","Common Reed Warbler","Acrocephalus scirpaceus","Acrocephalidae (Reed Warblers and Allies)","Passeriformes","Reed Warblers and Allies",14,3,1993,"PN Du Djoudj, Fleuve","Senegal","4",0,"Extranjero",NA,NA,NA,NA,NA,NA,NA,NA,NA,"anillamiento","03/14/1993",NA,NA
"C","3981584","Common Reed Warbler","Acrocephalus scirpaceus","Acrocephalidae (Reed Warblers and Allies)","Passeriformes","Reed Warblers and Allies",4,7,1993,"Ecija, Sevilla","España","4",0,"LEO BIAGGI",NA,NA,NA,NA,NA,NA,NA,81,2593,"control","07/04/1993",37.5414656,-5.0826742
"A","4681485","Common Reed Warbler","Acrocephalus scirpaceus","Acrocephalidae (Reed Warblers and Allies)","Passeriformes","Reed Warblers and Allies",30,7,2004,"Arraincourt, Moselle","Francia","4",0,"Extranjero",NA,NA,NA,NA,NA,NA,NA,NA,NA,"anillamiento","07/30/2004",48.972905,6.533977
"C","4681485","Common Reed Warbler","Acrocephalus scirpaceus","Acrocephalidae (Reed Warblers and Allies)","Passeriformes","Reed Warblers and Allies",11,8,2005,"Caño Navarro, Coria del Rio, Sevilla","España","4",0,"M. Vazquez",3,69,12.1,NA,NA,NA,NA,377,1647,"control","08/11/2005",37.2882628,-6.0533598
"A","4975168","Common Reed Warbler","Acrocephalus scirpaceus","Acrocephalidae (Reed Warblers and Allies)","Passeriformes","Reed Warblers and Allies",9,9,2004,"Marais de Wissant, Tardinghen, Pas de Calais","Francia","3",0,"Extranjero",NA,NA,NA,NA,NA,NA,NA,NA,NA,"anillamiento","09/09/2004",50.866145,1.631326
"C","4975168","Common Reed Warbler","Acrocephalus scirpaceus","Acrocephalidae (Reed Warblers and Allies)","Passeriformes","Reed Warblers and Allies",22,5,2005,"Laguna del Gobierno, Lantejuela,Sevilla","España","4",0,"M. Vega",1,63,10,NA,NA,NA,NA,255,1596,"control","05/22/2005",37.3626595,-5.2270807
"A","R215620","Common Reed Warbler","Acrocephalus scirpaceus","Acrocephalidae (Reed Warblers and Allies)","Passeriformes","Reed Warblers and Allies",8,6,2005,"Canterbury, Kent","Gran Bretaña","4",1,"Extranjero",NA,66,10.6,NA,NA,NA,NA,NA,NA,"anillamiento","06/08/2005",51.280233,1.0789089
"C","R215620","Common Reed Warbler","Acrocephalus scirpaceus","Acrocephalidae (Reed Warblers and Allies)","Passeriformes","Reed Warblers and Allies",5,9,2006,"Caño Navarro, Coria del Rio, Sevilla","España","4",0,"M. Vazquez",6,NA,NA,NA,NA,NA,NA,454,1659,"control","09/05/2006",37.2882628,-6.0533598
"A","R303080","Common Reed Warbler","Acrocephalus scirpaceus","Acrocephalidae (Reed Warblers and Allies)","Passeriformes","Reed Warblers and Allies",6,8,2002,"Westwick, Bishop Monkton, Northyorkshire","Gran Bretaña","4",1,"Extranjero",NA,NA,NA,NA,NA,NA,NA,NA,NA,"anillamiento","08/06/2002",54.09371,-1.4978549
"C","R303080","Common Reed Warbler","Acrocephalus scirpaceus","Acrocephalidae (Reed Warblers and Allies)","Passeriformes","Reed Warblers and Allies",11,8,2006,"Caño Navarro, Coria del Rio, Sevilla","España","4",0,"M. Vazquez",3,NA,NA,NA,NA,NA,NA,1466,1904,"control","08/11/2006",37.2882628,-6.0533598
