"MODO","METAL","NOMBRE_COMUN","ESPECIE","FAMILIA","ORDEN","GRUPO","DIA","MES","AÑO","LOCALIDAD","PAIS","EDAD","SEXO","ANILLADOR","Grasa","Ala","peso","tarso","pico","cola","Hora","Dias","Kms","Observaciones","FECHA","LATITUD","LONGITUD"
"C","C8628956","Dunlin","Calidris alpina","Scolopacidae (Sandpipers and Allies)","Charadriiformes","Shorebirds",13,2,1999,"Salina del Pilar,Puerto Real, Cadiz","España","7",0,"Zamalla",NA,NA,NA,NA,NA,NA,NA,495,2734,"control","02/13/1999",36.5333349,-6.1969018
"A","JN56998","Dunlin","Calidris alpina","Scolopacidae (Sandpipers and Allies)","Charadriiformes","Shorebirds",30,8,1993,"Ujscie Wisly K Swibna, Gdansk","Polonia","3",0,"Extranjero",NA,NA,NA,NA,NA,NA,NA,NA,NA,"anillamiento","08/30/1993",54.351689,18.947157
"C","JN56998","Dunlin","Calidris alpina","Scolopacidae (Sandpipers and Allies)","Charadriiformes","Shorebirds",8,4,1999,"Salina del Pilar,Puerto Real, Cadiz","España","A",0,"Zamalla",NA,NA,NA,NA,NA,NA,NA,2047,2757,"control","04/08/1999",36.5333349,-6.1969018
"A","T007727","Curlew Sandpiper","Calidris ferruginea","Scolopacidae (Sandpipers and Allies)","Charadriiformes","Shorebirds",17,8,1996,"Marismas del Odiel, Huelva","España","4",0,"M. Vazquez",NA,NA,NA,NA,NA,NA,NA,NA,NA,"anillamiento","08/17/1996",37.2088292,-6.9672824
"C","T007727","Curlew Sandpiper","Calidris ferruginea","Scolopacidae (Sandpipers and Allies)","Charadriiformes","Shorebirds",23,7,2000,"Ottenby, Oland","Suecia","4",0,"Extranjero",NA,NA,NA,NA,NA,NA,NA,1436,2728,"control","07/23/2000",56.2380746,16.4528946
"A","81482239","Curlew Sandpiper","Calidris ferruginea","Scolopacidae (Sandpipers and Allies)","Charadriiformes","Shorebirds",15,5,1993,"Central Sivash II, Crimea","Ucrania","6",0,"Extranjero",NA,NA,NA,NA,NA,NA,NA,NA,NA,"anillamiento","05/15/1993",46.083333,34.333333
"C","81482239","Curlew Sandpiper","Calidris ferruginea","Scolopacidae (Sandpipers and Allies)","Charadriiformes","Shorebirds",6,5,1999,"Salina del Pilar,Puerto Real, Cadiz","España","4",0,"Zamalla",NA,NA,NA,NA,NA,NA,NA,2182,3493,"control","05/06/1999",36.5333349,-6.1969018
"A","2286797","Little Stint","Calidris minuta","Scolopacidae (Sandpipers and Allies)","Charadriiformes","Shorebirds",7,8,1991,"Veta la Palma, Puebla del Rio, Sevilla","España","4",1,"M. Vazquez",NA,NA,NA,NA,NA,NA,NA,NA,NA,"anillamiento","08/07/1991",37.2694065,-6.063133
"C","2286797","Little Stint","Calidris minuta","Scolopacidae (Sandpipers and Allies)","Charadriiformes","Shorebirds",28,7,1993,"Sappi Luvia, Turku Pori, Abo Bjorneborg","Finlandia","6",1,"Extranjero",NA,NA,NA,NA,NA,NA,NA,721,3309,"control","07/28/1993",60.4518126,22.2666303
"A","E81599","Pied Avocet","Recurvirostra avosetta","Recurvirostridae (Stilts and Avocets)","Charadriiformes","Shorebirds",11,6,1980,"Apetlon, Nez Neusiedl, Burgenland","Austria","1",0,"Extranjero",NA,NA,NA,NA,NA,NA,NA,NA,NA,"anillamiento","06/11/1980",47.7458991,16.8305366
"C","E81599","Pied Avocet","Recurvirostra avosetta","Recurvirostridae (Stilts and Avocets)","Charadriiformes","Shorebirds",15,7,1989,"Lucio de las Gavetas, Puebla del Rio","España","A",0,"LEO BIAGGI",NA,NA,NA,NA,NA,NA,NA,NA,NA,"muerto","07/15/1989",37.2694065,-6.063133
"A","3415965","Pied Avocet","Recurvirostra avosetta","Recurvirostridae (Stilts and Avocets)","Charadriiformes","Shorebirds",22,7,1996,"Wormer-En Jisperveld, Noord Holland","Holanda","3",0,"Extranjero",NA,NA,NA,NA,NA,NA,NA,NA,NA,"anillamiento","07/22/1996",52.5024285,4.7974775
"C","3415965","Pied Avocet","Recurvirostra avosetta","Recurvirostridae (Stilts and Avocets)","Charadriiformes","Shorebirds",6,9,1997,"Dehesa de Abajo, Puebla del Rio, Sevilla","España","5",0,"M. Vazquez",NA,NA,NA,NA,NA,NA,NA,411,1893,"muerto","09/06/1997",37.2056808,-6.1714732
"A","4071886","Black-winged Stilt","Himantopus himantopus","Recurvirostridae (Stilts and Avocets)","Charadriiformes","Shorebirds",25,6,1998,"Los Palacios, Sevilla","España","1",0,"M. Vazquez",NA,NA,NA,NA,NA,NA,NA,NA,NA,"anillamiento","06/25/1998",37.1584636,-5.9244808
"C","4071886","Black-winged Stilt","Himantopus himantopus","Recurvirostridae (Stilts and Avocets)","Charadriiformes","Shorebirds",10,7,2004,"Ksar Chellala, Argelia otras Provincias","Argelia","A",0,"Extranjero",NA,NA,NA,NA,NA,NA,NA,2207,769,"muerto","07/10/2004",35.2181066,2.3153581
"A","EC89687","Eurasian Thick-knee","Burhinus oedicnemus","Burhinidae (Thick-knees)","Charadriiformes","Shorebirds",3,8,1994,"Norfolk","Gran Bretaña","1",0,"Extranjero",NA,NA,NA,NA,NA,NA,NA,NA,NA,"anillamiento","08/03/1994",36.8507689,-76.2858726
"C","EC89687","Eurasian Thick-knee","Burhinus oedicnemus","Burhinidae (Thick-knees)","Charadriiformes","Shorebirds",15,1,1995,"La Roda, Sevilla","España","5",0,"M. Vazquez",NA,NA,NA,NA,NA,NA,NA,165,1744,"muerto","01/15/1995",37.2003385,-4.7801256
"A","5202873","Lesser Black-backed Gull","Larus fuscus","Laridae (Gulls, Terns, and Skimmers)","Charadriiformes","Gulls, Terns, and Skimmers",25,6,1987,"ECT Terrein, Maasulakte, Zuid Holland","Holanda","1",0,"Extranjero",NA,NA,NA,NA,NA,NA,NA,NA,NA,"anillamiento","06/25/1987",51.9543831,4.0289854
"C","5202873","Lesser Black-backed Gull","Larus fuscus","Laridae (Gulls, Terns, and Skimmers)","Charadriiformes","Gulls, Terns, and Skimmers",15,11,1988,"Puebla del Rio, Sevilla","España","5",0,"LEO BIAGGI",NA,NA,NA,NA,NA,NA,NA,505,1815,"muerto","11/15/1988",37.2694065,-6.063133
"A","4076860","Lesser Black-backed Gull","Larus fuscus","Laridae (Gulls, Terns, and Skimmers)","Charadriiformes","Gulls, Terns, and Skimmers",25,7,1989,"Mikladi, Jylland, Jutland","Dinamarca","1",0,"Extranjero",NA,NA,NA,NA,NA,NA,NA,NA,NA,"anillamiento","07/25/1989",56.029287,9.3358228
"C","4076860","Lesser Black-backed Gull","Larus fuscus","Laridae (Gulls, Terns, and Skimmers)","Charadriiformes","Gulls, Terns, and Skimmers",15,12,1989,"Puebla del Rio, Sevilla","España","3",0,"LEO BIAGGI",NA,NA,NA,NA,NA,NA,NA,157,2818,"muerto","12/15/1989",37.2694065,-6.063133
"A","GG44185","Lesser Black-backed Gull","Larus fuscus","Laridae (Gulls, Terns, and Skimmers)","Charadriiformes","Gulls, Terns, and Skimmers",8,7,1990,"Ordfordness, Suffolk","Gran Bretaña","1",0,"Extranjero",NA,NA,NA,NA,NA,NA,NA,NA,NA,"anillamiento","07/08/1990",52.0833333,1.5666667
"C","GG44185","Lesser Black-backed Gull","Larus fuscus","Laridae (Gulls, Terns, and Skimmers)","Charadriiformes","Gulls, Terns, and Skimmers",9,9,1991,"Isla Mayor, Sevilla","España","5",0,"LEO BIAGGI",NA,NA,NA,NA,NA,NA,NA,426,1770,"muerto","09/09/1991",37.1332508,-6.1658351
"A","4167111","Lesser Black-backed Gull","Larus fuscus","Laridae (Gulls, Terns, and Skimmers)","Charadriiformes","Gulls, Terns, and Skimmers",18,6,1991,"Rauna, Farsund, Vest Agder","Noruega","1",0,"Extranjero",NA,NA,NA,NA,NA,NA,NA,NA,NA,"anillamiento","06/18/1991",58.0582757,6.6735942
"C","4167111","Lesser Black-backed Gull","Larus fuscus","Laridae (Gulls, Terns, and Skimmers)","Charadriiformes","Gulls, Terns, and Skimmers",29,6,1996,"Marismas del Odiel, Huelva","España","A",0,"M. Vazquez",NA,NA,NA,NA,NA,NA,NA,1960,2523,"control","06/29/1996",37.2088292,-6.9672824
"A","4224148","Lesser Black-backed Gull","Larus fuscus","Laridae (Gulls, Terns, and Skimmers)","Charadriiformes","Gulls, Terns, and Skimmers",12,7,2002,"Rauna, Farsund, Vest Agder","Noruega","1",0,"Extranjero",NA,NA,NA,NA,NA,NA,NA,NA,NA,"anillamiento","07/12/2002",58.0582757,6.6735942
"C","4224148","Lesser Black-backed Gull","Larus fuscus","Laridae (Gulls, Terns, and Skimmers)","Charadriiformes","Gulls, Terns, and Skimmers",21,9,2003,"Laguna del Gobierno, Lantejuela,Sevilla","España","5",0,"M. Vazquez",NA,NA,NA,NA,NA,NA,NA,436,2457,"control","09/21/2003",37.3626595,-5.2270807
"A","6017280","Lesser Black-backed Gull","Larus fuscus","Laridae (Gulls, Terns, and Skimmers)","Charadriiformes","Gulls, Terns, and Skimmers",30,8,1990,"Cañada de los Pajaros, Puebla del Rio, Sevilla","España","4",0,"LEO BIAGGI",NA,NA,NA,NA,NA,NA,NA,NA,NA,"anillamiento","08/30/1990",37.2385346,-6.129244
"C","6017280","Lesser Black-backed Gull","Larus fuscus","Laridae (Gulls, Terns, and Skimmers)","Charadriiformes","Gulls, Terns, and Skimmers",28,8,1992,"Merrynton, Near Larkhall, Strathclyde Region","Gran Bretaña","8",0,"Extranjero",NA,NA,NA,NA,NA,NA,NA,729,2060,"muerto","08/28/1992",55.737744,-3.971699
"A","MA11008","Common Gull","Larus canus","Laridae (Gulls, Terns, and Skimmers)","Charadriiformes","Gulls, Terns, and Skimmers",5,7,1985,"Skurvene, Hisoy, Aust Agder","Noruega","1",0,"Extranjero",NA,NA,NA,NA,NA,NA,NA,NA,NA,"anillamiento","07/05/1985",58.4399527,8.7562765
"C","MA11008","Common Gull","Larus canus","Laridae (Gulls, Terns, and Skimmers)","Charadriiformes","Gulls, Terns, and Skimmers",4,2,1987,"Corta de la Cartuja, Sevilla","España","7",0,"LEO BIAGGI",NA,NA,NA,NA,NA,NA,NA,NA,NA,"control","02/04/1987",37.398611,-6.007222
"A","4T65312","Black-headed Gull","Chroicocephalus ridibundus","Laridae (Gulls, Terns, and Skimmers)","Charadriiformes","Gulls, Terns, and Skimmers",10,6,1989,"Genk, Limburg","Belgica","1",0,"Extranjero",NA,NA,NA,NA,NA,NA,NA,NA,NA,"anillamiento","06/10/1989",50.9662102,5.5021822
"C","4T65312","Black-headed Gull","Chroicocephalus ridibundus","Laridae (Gulls, Terns, and Skimmers)","Charadriiformes","Gulls, Terns, and Skimmers",6,9,1990,"Cañada de los Pajaros, Puebla del Rio, Sevilla","España","5",0,"LEO BIAGGI",NA,NA,NA,NA,NA,NA,NA,451,1775,"muerto","09/06/1990",37.2385346,-6.129244
"A","FS11577","Black-headed Gull","Chroicocephalus ridibundus","Laridae (Gulls, Terns, and Skimmers)","Charadriiformes","Gulls, Terns, and Skimmers",1,6,1988,"Clepe, Loire","Francia","1",0,"Extranjero",NA,NA,NA,NA,NA,NA,NA,NA,NA,"anillamiento","06/01/1988",45.770135,4.18179
"C","FS11577","Black-headed Gull","Chroicocephalus ridibundus","Laridae (Gulls, Terns, and Skimmers)","Charadriiformes","Gulls, Terns, and Skimmers",9,9,1990,"Cañada de los Pajaros, Puebla del Rio, Sevilla","España","7",0,"LEO BIAGGI",NA,NA,NA,NA,NA,NA,NA,828,1272,"muerto","09/09/1990",37.2385346,-6.129244
"A","3438899","Black-headed Gull","Chroicocephalus ridibundus","Laridae (Gulls, Terns, and Skimmers)","Charadriiformes","Gulls, Terns, and Skimmers",8,6,1988,"Hellegatsplein, Noord Brabant","Holanda","1",0,"Extranjero",NA,NA,NA,NA,NA,NA,NA,NA,NA,"anillamiento","06/08/1988",51.4826537,5.2321687
"C","3438899","Black-headed Gull","Chroicocephalus ridibundus","Laridae (Gulls, Terns, and Skimmers)","Charadriiformes","Gulls, Terns, and Skimmers",5,8,1991,"Aznalcazar, Sevilla","España","9",0,"LEO BIAGGI",NA,NA,NA,NA,NA,NA,NA,1152,1806,"muerto","08/05/1991",37.3047112,-6.2495425
"A","311365","Black-headed Gull","Chroicocephalus ridibundus","Laridae (Gulls, Terns, and Skimmers)","Charadriiformes","Gulls, Terns, and Skimmers",2,6,1988,"Gagzdai, Klaipeda","Lituania","1",0,"Extranjero",NA,NA,NA,NA,NA,NA,NA,NA,NA,"anillamiento","06/02/1988",55.7059659,21.3806819
"C","311365","Black-headed Gull","Chroicocephalus ridibundus","Laridae (Gulls, Terns, and Skimmers)","Charadriiformes","Gulls, Terns, and Skimmers",3,9,1989,"Puebla del Rio, Sevilla","España","5",0,"LEO BIAGGI",NA,NA,NA,NA,NA,NA,NA,456,2901,"muerto","09/03/1989",37.2694065,-6.063133
"A","375328","Black-headed Gull","Chroicocephalus ridibundus","Laridae (Gulls, Terns, and Skimmers)","Charadriiformes","Gulls, Terns, and Skimmers",1,6,1991,"Zatysiai, Jonava","Lituania","1",0,"Extranjero",NA,NA,NA,NA,NA,NA,NA,NA,NA,"anillamiento","06/01/1991",55.051641,24.1469808
"C","375328","Black-headed Gull","Chroicocephalus ridibundus","Laridae (Gulls, Terns, and Skimmers)","Charadriiformes","Gulls, Terns, and Skimmers",10,12,1991,"Puebla del Rio, Sevilla","España","3",0,"LEO BIAGGI",NA,NA,NA,NA,NA,NA,NA,189,3008,"muerto","12/10/1991",37.2694065,-6.063133
"A","4003721","Black-headed Gull","Chroicocephalus ridibundus","Laridae (Gulls, Terns, and Skimmers)","Charadriiformes","Gulls, Terns, and Skimmers",7,9,1989,"Cañada de los Pajaros, Puebla del Rio, Sevilla","España","4",0,"LEO BIAGGI",NA,NA,NA,NA,NA,NA,NA,NA,NA,"anillamiento","09/07/1989",37.2385346,-6.129244
"C","4003721","Black-headed Gull","Chroicocephalus ridibundus","Laridae (Gulls, Terns, and Skimmers)","Charadriiformes","Gulls, Terns, and Skimmers",27,3,1994,"Koln Longerich, Koln","Alemania","A",0,"Extranjero",NA,NA,NA,NA,NA,NA,NA,1662,1837,"muerto","03/27/1994",50.9985042,6.9160488
"A","4030527","Black-headed Gull","Chroicocephalus ridibundus","Laridae (Gulls, Terns, and Skimmers)","Charadriiformes","Gulls, Terns, and Skimmers",3,9,1990,"Cañada de los Pajaros, Puebla del Rio, Sevilla","España","3",0,"LEO BIAGGI",NA,NA,NA,NA,NA,NA,NA,NA,NA,"anillamiento","09/03/1990",37.2385346,-6.129244
"C","4030527","Black-headed Gull","Chroicocephalus ridibundus","Laridae (Gulls, Terns, and Skimmers)","Charadriiformes","Gulls, Terns, and Skimmers",10,5,1992,"Moerbeke Waas, Flandes Oriental","Belgica","7",0,"Extranjero",NA,NA,NA,NA,NA,NA,NA,NA,NA,"muerto","05/10/1992",51.1742981,3.9407302
"A","ST52707","Black-headed Gull","Chroicocephalus ridibundus","Laridae (Gulls, Terns, and Skimmers)","Charadriiformes","Gulls, Terns, and Skimmers",30,6,1988,"Lieksa, Phojois Karjalan, Mikkili San Miguel","Finlandia","4",0,"Extranjero",NA,NA,NA,NA,NA,NA,NA,NA,NA,"anillamiento","06/30/1988",63.3185051,30.0264527
"C","ST52707","Black-headed Gull","Chroicocephalus ridibundus","Laridae (Gulls, Terns, and Skimmers)","Charadriiformes","Gulls, Terns, and Skimmers",16,1,1989,"El Rubio, Sevilla","España","4",0,"LEO BIAGGI",NA,NA,NA,NA,NA,NA,NA,200,3707,"muerto","01/16/1989",37.353777,-4.9909478
"A","1373245","Sandwich Tern","Thalasseus sandvicensis","Laridae (Gulls, Terns, and Skimmers)","Charadriiformes","Gulls, Terns, and Skimmers",29,5,1998,"Griend, Griend","Holanda","1",0,"Extranjero",NA,NA,NA,NA,NA,NA,NA,NA,NA,"anillamiento","05/29/1998",NA,NA
"C","1373245","Sandwich Tern","Thalasseus sandvicensis","Laridae (Gulls, Terns, and Skimmers)","Charadriiformes","Gulls, Terns, and Skimmers",14,9,2001,"Salinas de Santa Teresa,Sanlucar de Barrameda, Cadiz","España","4",0,"M. Vazquez",NA,NA,NA,NA,NA,NA,NA,1204,2040,"control","09/14/2001",36.38732,-6.1863774
"A","5063406","Eurasian Collared-Dove","Streptopelia decaocto","Columbidae (Pigeons and Doves)","Columbiformes","Pigeons and Doves",4,10,2003,"Cañada de los Pajaros, Puebla del Rio, Sevilla","España","3",0,"M. Vazquez",NA,NA,NA,NA,NA,NA,NA,NA,NA,"anillamiento","10/04/2003",37.2385346,-6.129244
"C","5063406","Eurasian Collared-Dove","Streptopelia decaocto","Columbidae (Pigeons and Doves)","Columbiformes","Pigeons and Doves",23,9,2004,"Ria de Alvor, Faro, Algarve","Portugal","5",0,"Extranjero",NA,NA,NA,NA,NA,NA,NA,355,216,"control","09/23/2004",37.1430676,-8.5846114
"A","H78185","Barn Owl","Tyto alba","Tytonidae (Barn-Owls)","Strigiformes","Owls",23,6,1996,"Biwer, Luxemburgo","Luxemburgo","1",0,"Extranjero",NA,NA,NA,NA,NA,NA,NA,NA,NA,"anillamiento","06/23/1996",49.706594,6.370933
"C","H78185","Barn Owl","Tyto alba","Tytonidae (Barn-Owls)","Strigiformes","Owls",1,12,1996,"Vejer de la Frontera, Cadiz","España","3",0,"M. Vazquez",NA,NA,NA,NA,NA,NA,NA,161,1797,"muerto","12/01/1996",36.252034,-5.9667359
"A","SA34145","Common Swift","Apus apus","Apodidae (Swifts)","Caprimulgiformes","Swifts",22,6,1973,"Knresborogh, North Yorkshire","Gran Bretaña","4",0,"Extranjero",NA,NA,NA,NA,NA,NA,NA,NA,NA,"anillamiento","06/22/1973",54.0074396,-1.4645728
"C","SA34145","Common Swift","Apus apus","Apodidae (Swifts)","Caprimulgiformes","Swifts",15,10,1984,"Cazalla de la Sierra, Sevilla","España","A",0,"LEO BIAGGI",NA,NA,NA,NA,NA,NA,NA,3414,1819,"muerto","10/15/1984",37.9330547,-5.7596539
"A","3194350","Eurasian Hoopoe","Upupa epops","Upupidae (Hoopoes)","Bucerotiformes","Hoopoes",24,3,2005,"Laguna del Gobierno, Lantejuela,Sevilla","España","4",0,"Zamalla",1,145,80,NA,NA,NA,NA,NA,NA,"anillamiento","03/24/2005",37.3626595,-5.2270807
"C","3194350","Eurasian Hoopoe","Upupa epops","Upupidae (Hoopoes)","Bucerotiformes","Hoopoes",25,4,2007,"Monsegur, Landes","Francia","4",0,"Extranjero",NA,NA,NA,NA,NA,NA,NA,762,799,"muerto","04/25/2007",43.604236,-0.5419349
"A","220413","Graylag Goose","Anser anser","Anatidae (Ducks, Geese, and Waterfowl)","Anseriformes","Waterfowl",11,8,1983,"Gulper See","Alemania","3",1,"Extranjero",NA,NA,NA,NA,NA,NA,NA,NA,NA,"anillamiento","08/11/1983",52.7376486,12.2516128
"C","220413","Graylag Goose","Anser anser","Anatidae (Ducks, Geese, and Waterfowl)","Anseriformes","Waterfowl",17,6,2005,"Moguer, Huelva","España","A",0,"M. Vazquez",NA,NA,NA,NA,NA,NA,NA,7981,2273,"muerto","06/17/2005",37.27464,-6.8369079
"A","9030456","White Stork","Ciconia ciconia","Ciconiidae (Storks)","Ciconiiformes","Storks",17,6,2004,"Dehesa de Abajo, Puebla del Rio, Sevilla","España","1",0,"M. Vazquez",NA,NA,NA,NA,NA,NA,NA,NA,NA,"anillamiento","06/17/2004",37.2056808,-6.1714732
"C","9030456","White Stork","Ciconia ciconia","Ciconiidae (Storks)","Ciconiiformes","Storks",5,7,2010,"Ayoun El Atrouss","Mauritania","A",0,"CRBPO",NA,NA,NA,NA,NA,NA,NA,2209,2297,"muerto","07/05/2010",16.6592113,-9.6063006
"A","A5114","White Stork","Ciconia ciconia","Ciconiidae (Storks)","Ciconiiformes","Storks",13,6,2006,"Manhein, Nordbaden, Karlsruhe","Alemania","1",0,"M. Vazquez",NA,NA,NA,NA,NA,NA,NA,NA,NA,"anillamiento","06/13/2006",49.4874592,8.4660395
"C","A5114","White Stork","Ciconia ciconia","Ciconiidae (Storks)","Ciconiiformes","Storks",20,8,2006,"Puerto Real, Cadiz","España","3",0,"Extranjero",NA,NA,NA,NA,NA,NA,NA,68,1860,"muerto","08/20/2006",36.5316485,-6.1831947
"A","DD62652","Sandwich Tern","Thalasseus sandvicensis","Laridae (Gulls, Terns, and Skimmers)","Charadriiformes","Gulls, Terns, and Skimmers",1,7,2006,"Ogilby Island, Down","Gran Bretaña","1",0,"M. Vazquez",NA,NA,NA,NA,NA,NA,NA,NA,NA,"anillamiento","07/01/2006",59.7362719,-109.387594
"C","DD62652","Sandwich Tern","Thalasseus sandvicensis","Laridae (Gulls, Terns, and Skimmers)","Charadriiformes","Gulls, Terns, and Skimmers",13,3,2007,"Veta la Palma, Puebla del Rio, Sevilla","España","4",0,"Extranjero",NA,NA,NA,NA,NA,NA,NA,255,1938,"muerto","03/13/2007",37.2694065,-6.063133
"A","2E1108","Great Cormorant","Phalacrocorax carbo","Phalacrocoracidae (Cormorants and Shags)","Suliformes","Cormorants and Anhingas",14,6,1999,"Yderste Holm, Stavns Fjord, Samso","Dinamarca","1",0,"Extranjero",NA,NA,NA,NA,NA,NA,NA,NA,NA,"anillamiento","06/14/1999",55.9025536,10.6538478
"C","2E1108","Great Cormorant","Phalacrocorax carbo","Phalacrocoracidae (Cormorants and Shags)","Suliformes","Cormorants and Anhingas",15,11,2001,"San Fernando,Cadiz","España","5",0,"M. Vazquez",NA,NA,NA,NA,NA,NA,NA,885,2499,"muerto","11/15/2001",36.4718646,-6.1965948
"A","GG25935","Lesser Black-backed Gull","Larus fuscus","Laridae (Gulls, Terns, and Skimmers)","Charadriiformes","Gulls, Terns, and Skimmers",21,5,1989,"Swomer Island, Dyfed, Wales","Gran Bretaña","1",0,"Extranjero",NA,NA,NA,NA,NA,NA,NA,NA,NA,"anillamiento","05/21/1989",52.1306607,-3.7837117
"C","GG25935","Lesser Black-backed Gull","Larus fuscus","Laridae (Gulls, Terns, and Skimmers)","Charadriiformes","Gulls, Terns, and Skimmers",30,8,1989,"Veta la Palma, Puebla del Rio, Sevilla","España","3",0,"LEO BIAGGI",NA,NA,NA,NA,NA,NA,NA,NA,NA,"control","08/30/1989",37.2694065,-6.063133
"A","FS16993","Black-headed Gull","Chroicocephalus ridibundus","Laridae (Gulls, Terns, and Skimmers)","Charadriiformes","Gulls, Terns, and Skimmers",2,6,1990,"Craintilleux, Loire","Francia","1",0,"Extranjero",NA,NA,NA,NA,NA,NA,NA,NA,NA,"anillamiento","06/02/1990",45.583538,4.235228
"C","FS16993","Black-headed Gull","Chroicocephalus ridibundus","Laridae (Gulls, Terns, and Skimmers)","Charadriiformes","Gulls, Terns, and Skimmers",15,9,1990,"Puebla del Rio, Sevilla","España","3",0,"LEO BIAGGI",NA,NA,NA,NA,NA,NA,NA,103,1258,"control","09/15/1990",37.2694065,-6.063133
"A","379265","Caspian Tern","Hydroprogne caspia","Laridae (Gulls, Terns, and Skimmers)","Charadriiformes","Gulls, Terns, and Skimmers",17,6,1986,"Tombamaa","Estonia","1",0,"Extranjero",NA,NA,NA,NA,NA,NA,NA,NA,NA,"anillamiento","06/17/1986",NA,NA
"C","379265","Caspian Tern","Hydroprogne caspia","Laridae (Gulls, Terns, and Skimmers)","Charadriiformes","Gulls, Terns, and Skimmers",23,8,1991,"Isla Mayor, Sevilla","España","6",0,"LEO BIAGGI",NA,NA,NA,NA,NA,NA,NA,1891,3144,"control","08/23/1991",37.1332508,-6.1658351
"A","SA867098","Eurasian Skylark","Alauda arvensis","Alaudidae (Larks)","Passeriformes","Larks",18,10,1994,"Tremblay sur Mauldre, Yvelines, Paris","Francia","4",2,"Extranjero",NA,NA,NA,NA,NA,NA,NA,NA,NA,"anillamiento","10/18/1994",48.771953,1.878826
"C","SA867098","Eurasian Skylark","Alauda arvensis","Alaudidae (Larks)","Passeriformes","Larks",26,2,1995,"Isla Mayor, Sevilla","España","2",0,"LEO BIAGGI",NA,NA,NA,NA,NA,NA,NA,131,1448,"muerto","02/26/1995",37.1332508,-6.1658351
"A","232903","Bank Swallow","Riparia riparia","Hirundinidae (Swallows)","Passeriformes","Martins and Swallows",15,5,1988,"La Isleta, Puebla del Rio, Sevilla","España","4",0,"M. Vazquez",NA,NA,NA,NA,NA,NA,NA,NA,NA,"anillamiento","05/15/1988",37.2694065,-6.063133
"C","232903","Bank Swallow","Riparia riparia","Hirundinidae (Swallows)","Passeriformes","Martins and Swallows",22,3,1991,"PN Djoudj, Fleuve","Senegal","4",0,"Extranjero",NA,NA,NA,NA,NA,NA,NA,1042,2528,"control","03/22/1991",NA,NA
"A","832254","Bank Swallow","Riparia riparia","Hirundinidae (Swallows)","Passeriformes","Martins and Swallows",14,8,1997,"El Pantano, Los Palacios, Sevilla","España","2",0,"M. Vazquez",NA,NA,NA,NA,NA,NA,NA,NA,NA,"anillamiento","08/14/1997",37.1584636,-5.9244808
