Anilla,NombreEspecie,E,S,G,Ala,Peso,Tarso,Dia,Mes,Año,Hora.C,Hora.F,Ancho.tarso,Cola,Pico,Lugar,Municipio,Provincia,Anillador,Observaciones,FECHA,Observaciones simple
309289,Aegithalos caudatus,3,0,0,NA,NA,NA,29,8,1989,9,10,NA,NA,NA,Valcaliente,Constantina,Sevilla,Manuel Vazquez,,1989-08-29,control
271027,Remiz pendulinus,2,1,3,NA,NA,NA,29,12,1988,18,19,NA,NA,NA,Lucio Poco Abrigo,Puebla del Rio,Sevilla,Manuel Vazquez,,1988-12-29,control
2223806,Sitta europaea,3,0,1,NA,NA,NA,26,7,1989,13,14,NA,NA,NA,Valcaliente,Constantina,Sevilla,Manuel Vazquez,,1989-07-26,control
2223807,Sitta europaea,4,1,1,83.5,NA,NA,27,8,1989,12,13,NA,NA,NA,Valcaliente,Constantina,Sevilla,Manuel Vazquez,,1989-08-27,control
2223810,Sitta europaea,4,0,0,NA,NA,NA,26,7,1989,13,14,NA,NA,NA,Valcaliente,Constantina,Sevilla,Manuel Vazquez,,1989-07-26,control
2284504,Sitta europaea,3,0,0,88.5,NA,NA,3,8,1989,12,13,NA,NA,NA,Valcaliente,Constantina,Sevilla,Manuel Vazquez,,1989-08-03,control
2284511,Sitta europaea,3,0,1,NA,NA,NA,12,8,1989,13,14,NA,NA,NA,Valcaliente,Constantina,Sevilla,Manuel Vazquez,,1989-08-12,control
2284512,Sitta europaea,3,0,0,NA,NA,NA,12,8,1989,12,13,NA,NA,NA,Valcaliente,Constantina,Sevilla,Manuel Vazquez,,1989-08-12,control
2284726,Sitta europaea,3,0,0,NA,NA,NA,27,7,1990,10,11,NA,NA,NA,Valcaliente,Constantina,Sevilla,Manuel Vazquez,,1990-07-27,control
2284739,Sitta europaea,2,0,0,NA,NA,NA,27,7,1990,11,12,NA,NA,NA,Valcaliente,Constantina,Sevilla,Manuel Vazquez,,1990-07-27,control
230525,Certhia brachydactyla,4,0,0,NA,NA,NA,9,5,1989,9,10,NA,NA,NA,Valcaliente,Constantina,Sevilla,Manuel Vazquez,,1989-05-09,control
230541,Certhia brachydactyla,4,1,0,NA,NA,NA,27,7,1989,9,10,NA,NA,NA,Valcaliente,Constantina,Sevilla,Manuel Vazquez,,1989-07-27,control
268336,Certhia brachydactyla,4,0,1,NA,NA,NA,9,5,1990,11,12,NA,NA,NA,Valcaliente,Constantina,Sevilla,Manuel Vazquez,,1990-05-09,control
271386,Certhia brachydactyla,4,0,1,NA,NA,NA,29,8,1989,10,11,NA,NA,NA,Valcaliente,Constantina,Sevilla,Manuel Vazquez,,1989-08-29,control
271390,Certhia brachydactyla,4,1,1,NA,NA,NA,27,7,1990,11,12,NA,NA,NA,Valcaliente,Constantina,Sevilla,Manuel Vazquez,,1990-07-27,control
308919,Certhia brachydactyla,4,0,1,NA,NA,NA,21,4,1990,15,16,NA,NA,NA,Valcaliente,Constantina,Sevilla,Manuel Vazquez,,1990-04-21,control
308924,Certhia brachydactyla,4,2,1,NA,NA,NA,9,5,1990,11,12,NA,NA,NA,Valcaliente,Constantina,Sevilla,Manuel Vazquez,,1990-05-09,control
309291,Certhia brachydactyla,5,0,0,NA,NA,NA,27,7,1990,10,11,NA,NA,NA,Valcaliente,Constantina,Sevilla,Manuel Vazquez,,1990-07-27,control
2219721,Passer domesticus,4,1,NA,NA,NA,NA,2,4,1997,NA,NA,NA,NA,NA,La Escribana,Coria del Rio,Sevilla,Manuel Vazquez,Encontrado muerto,1997-04-02,muerto
2255837,Passer domesticus,4,1,2,NA,NA,NA,24,3,1990,19,20,NA,NA,NA,Huerta El Torno,Dos Hermanas ,Sevilla,Manuel Vazquez,,1990-03-24,control
2169150,Passer montanus,4,0,2,NA,NA,NA,13,2,1988,18,19,NA,NA,NA,Caño Real,Palomares del Rio,Sevilla,Manuel Vazquez,,1988-02-13,control
2169151,Passer montanus,4,0,2,NA,NA,NA,13,2,1988,18,19,NA,NA,NA,Caño Real,Palomares del Rio,Sevilla,Manuel Vazquez,,1988-02-13,control
2223860,Petronia petronia,4,2,0,NA,NA,NA,9,5,1990,11,12,NA,NA,NA,Valcaliente,Constantina,Sevilla,Manuel Vazquez,,1990-05-09,control
2284567,Petronia petronia,4,0,0,NA,NA,NA,29,9,1990,8,9,NA,NA,NA,Valcaliente,Constantina,Sevilla,Manuel Vazquez,,1990-09-29,control
2223841,Fringilla coelebs,4,1,NA,NA,NA,NA,3,7,1990,NA,NA,NA,NA,NA,Valcaliente,Constantina,Sevilla,Manuel Vazquez,Encontrado muerto,1990-07-03,muerto
2220943,Fringilla coelebs,4,1,0,NA,NA,NA,27,8,1989,11,14,NA,NA,NA,Valcaliente,Constantina,Sevilla,Manuel Vazquez,,1989-08-27,control
2220943,Fringilla coelebs,4,1,1,86.5,NA,NA,2,7,1990,11,12,NA,NA,NA,Valcaliente,Constantina,Sevilla,Manuel Vazquez,,1990-07-02,control
2220946,Fringilla coelebs,4,1,0,NA,NA,NA,21,3,1989,10,11,NA,NA,NA,Valcaliente,Constantina,Sevilla,Manuel Vazquez,,1989-03-21,control
268289,Serinus serinus,5,1,1,NA,NA,NA,9,5,1990,13,14,NA,NA,NA,Valcaliente,Constantina,Sevilla,Manuel Vazquez,,1990-05-09,control
309055,Serinus serinus,5,1,0,NA,NA,NA,29,8,1990,8,9,NA,NA,NA,Valcaliente,Constantina,Sevilla,Manuel Vazquez,,1990-08-29,control
309060,Serinus serinus,6,1,1,NA,NA,NA,8,5,1990,19,20,NA,NA,NA,Valcaliente,Constantina,Sevilla,Manuel Vazquez,,1990-05-08,control
309240,Serinus serinus,6,2,1,71,NA,NA,4,7,1990,11,12,NA,NA,NA,Valcaliente,Constantina,Sevilla,Manuel Vazquez,,1990-07-04,control
403744,Serinus serinus,4,1,1,NA,NA,NA,26,1,1991,14,15,NA,NA,NA,Cantera del Duende,El Rubio,Sevilla,Manuel Vazquez,,1991-01-26,control
2286084,Carduelis chloris,3,1,0,NA,NA,NA,28,10,1990,12,13,NA,NA,NA,Puñana,Almensilla,Sevilla,Manuel Vazquez,,1990-10-28,control
2168952,Carduelis chloris,3,2,NA,NA,NA,NA,27,11,1987,NA,NA,NA,NA,NA,Rio Viejo,Coria del Rio,Sevilla,Particular,Cazado,1987-11-27,muerto
2550956,Carduelis chloris,4,1,NA,NA,NA,NA,22,9,1994,NA,NA,NA,NA,NA,Manecorro,Almonte,Huelva,JL Arroyo,,1994-09-22,control
L174290,Carduelis cannabina,1,0,NA,NA,NA,NA,13,8,1998,NA,NA,NA,NA,NA,El Alcornocal,Los Palacios,Sevilla,Manuel Vazquez,Encontrado solo anilla,1998-08-13,control
403736,Carduelis carduelis,2,2,1,NA,NA,NA,31,3,1991,10,11,NA,NA,NA,Cantera del Duende,El Rubio,Sevilla,Manuel Vazquez,,1991-03-31,control
403917,Carduelis carduelis,4,1,NA,NA,NA,NA,29,7,1992,NA,NA,NA,NA,NA,Valcaliente,Constantina,Sevilla,Sergio Gonzalez,Encontrado muerto,1992-07-29,muerto
401170,Emberiza schoeniclus,4,0,NA,NA,NA,NA,27,12,1991,NA,NA,NA,NA,NA,Cerrado Chico,Puebla del Rio,Sevilla,Manuel Sosa,,1991-12-27,control
271100,Emberiza schoeniclus,5,1,NA,NA,NA,NA,25,1,1989,19,20,NA,NA,NA,Lucio Poco Abrigo,Puebla del Rio,Sevilla,Manuel Vazquez,,1989-01-25,control
2550942,Luscinia megarhynchos,4,0,NA,NA,NA,NA,24,5,1996,NA,NA,NA,NA,NA,Cañada de Los Pajaros,Puebla del Rio,Sevilla,Manuel Vazquez,,1996-05-24,control
