MODO,METAL,ESPECIE,DIA,MES,AÑO,LUGAR,MUNICIPIO,PROVINCIA,EDAD,SEXO,ANILLADOR,Dias,Kms,Observaciones,FECHA CONTROL 1,Observaciones simple,FECHA CONTROL 2,LUGAR CONTROL 2,MUNICIPIO CONTROL 2,PROVINCIA CONTROL 2,LONGITUDE CONTROL 1,LATITUDE CONTROL 1,LONGITUDE CONTROL 2,LATITUDE CONTROL 2,EDAD CONTROL 2,SEXO CONTROL 2,ANILLADOR CONTROL 2,Dias anotados,Kms anotados,Observaciones control 2,Observaciones simple control 2
A,7016346,Anas platyrhynchos,30,6,1987,La Gaveta PND,Aznalcazar,Sevilla,1,2,A. Herrera,504,412.3208271094924,Anillamiento,1987-06-30,anillamiento,1988-11-15,Puebla del Rio,Puebla del Rio,Sevilla,-6.2495424999999996,37.3047112,-3.74922,40.46366700000001,5,2,M. Vazquez,NA,NA,Cazada escopeta,muerto
A,7016521,Anas platyrhynchos,12,7,1987,Lucio del Bolin PND,Almonte,Huelva,3,0,F. Ibañez,34,407.4810089617044,Anillamiento,1987-07-12,anillamiento,1987-08-15,Puebla del Rio,Puebla del Rio,Sevilla,-6.063133,37.2694065,-3.74922,40.46366700000001,3,0,FG. Vilches,NA,NA,Cazada escopeta,muerto
A,7016528,Anas platyrhynchos,12,7,1987,Lucio del Bolin PND,Almonte,Huelva,3,1,F. Ibañez,187,425.115331853602,Anillamiento,1987-07-12,anillamiento,1988-01-15,Los Alamos,Isla Mayor,Sevilla,-6.1658351,37.1332508,-3.74922,40.46366700000001,5,1,FG. Vilches,NA,NA,Cazada escopeta,muerto
A,7017955,Anas platyrhynchos,20,6,1987,Caño Travieso PND,Aznalcazar,Sevilla,3,0,F. Ibañez,422,468.2448607232554,Anillamiento,1987-06-20,anillamiento,1988-08-15,Los Caños,Sanlucar de Barrameda,Cadiz,-6.3529689,36.7725774,-3.74922,40.46366700000001,5,0,FG. Vilches,NA,NA,Cazada escopeta,muerto
A,7017969,Anas platyrhynchos,21,6,1987,El Burro PND,Almonte,Huelva,3,1,F. Ibañez,211,407.4810089617044,Anillamiento,1987-06-21,anillamiento,1988-01-18,Cantaritas,Puebla del Rio,Sevilla,-6.063133,37.2694065,-3.74922,40.46366700000001,5,1,FG. Vilches,121,29,Cazada escopeta,muerto
A,7018159,Anas platyrhynchos,3,9,1986,Doñana PND,Almonte,Huelva,4,2,PND,1199,425.115331853602,Anillamiento,1986-09-03,anillamiento,1989-12-15,Isla Mayor,Isla Mayor,Sevilla,-6.1658351,37.1332508,-3.74922,40.46366700000001,A,0,Cazador,1197,33,Cazada escopeta solo anilla,muerto
A,7027848,Anas platyrhynchos,4,8,1988,El Puntal PND,Almonte,Huelva,3,2,PND,355,407.4810089617044,Anillamiento,1988-08-04,anillamiento,1989-07-25,Lucio Las Gavetas,Puebla del Rio,Sevilla,-6.063133,37.2694065,-3.74922,40.46366700000001,5,2,P. Rodriguez,NA,NA,Encontrado muerto,muerto
A,E23000,Anas strepera,10,7,1984,Caño Guadiamar PND,Aznalcazar,Sevilla,4,1,A. Herrera,1984,412.3208271094924,Anillamiento,1984-07-10,anillamiento,1989-12-15,Puebla del Rio,Puebla del Rio,Sevilla,-6.2495424999999996,37.3047112,-3.74922,40.46366700000001,A,0,Cazador,NA,NA,Cazada escopeta solo anilla,muerto
A,M1954,Anas strepera,19,8,1971,Lucio de Marilopez PND,Aznalcazar,Sevilla,4,2,EBD,6710,412.3208271094924,Anillamiento,1971-08-19,anillamiento,1990-01-01,Antequera,Antequera,Malaga,-6.2495424999999996,37.3047112,-3.74922,40.46366700000001,A,0,Cazador,6710,157,Cazada escopeta solo anilla,muerto
A,6002116,Anas strepera,24,6,1987,Caño Cardales PND,Aznalcazar,Sevilla,1,1,P. Clarita,11,412.3208271094924,Anillamiento,1987-06-24,anillamiento,1987-07-05,Lucio del Cangrejo PND,Aznalcazar,Sevilla,-6.2495424999999996,37.3047112,-3.74922,40.46366700000001,3,1,P. Rodriguez,NA,NA,Encontrado muerto,muerto
A,5006800,Maramronetta angustirostris,6,8,1987,Cañada de los Pajaros,Puebla del Rio,Sevilla,3,1,LEO BIAGGI,467,407.4810089617044,Anillamiento,1987-08-06,anillamiento,1988-11-15,Puebla del Rio,Puebla del Rio,Sevilla,-6.063133,37.2694065,-3.74922,40.46366700000001,5,0,Cazador,NA,NA,Cazada escopeta,muerto
A,D10764,Netta rufina,19,7,1984,Caño Guadiamar PND,Aznalcazar,Sevilla,4,2,I. Fernandez,1610,412.3208271094924,Anillamiento,1984-07-19,anillamiento,1988-12-15,Isla Mayor,Isla Mayor,Sevilla,-6.2495424999999996,37.3047112,-3.74922,40.46366700000001,A,0,M. Vazquez,NA,NA,Cazada escopeta,muerto
A,7009034,Netta rufina,14,7,1985,Lucio Redondo PND,Aznalcazar,Sevilla,1,0,LEO BIAGGI,876,412.3208271094924,Anillamiento,1985-07-14,anillamiento,1987-12-07,Sueca,Sueca,Valencia,-6.2495424999999996,37.3047112,-3.74922,40.46366700000001,7,0,Cazador,143,588,Cazada escopeta,muerto
A,7009036,Netta rufina,14,7,1985,Lucio del Rinconcillo PND,Almonte,Huelva,2,1,LEO BIAGGI,1232,407.4810089617044,Anillamiento,1985-07-14,anillamiento,1988-11-27,Cantaritas,Puebla del Rio,Sevilla,-6.063133,37.2694065,-3.74922,40.46366700000001,2,0,Cazador,1288,15,Cazada escopeta,muerto
A,7060100,Netta rufina,1,12,2001,Cañada de los Pajaros,Puebla del Rio,Sevilla,4,2,CDP,1789,8463.047013457866,Anillamiento,2001-12-01,anillamiento,2006-10-25,Embalse de Alanje,Alanje,Badajoz,-82.54563739999999,8.3972444,-3.74922,40.46366700000001,A,0,Particular,1789,180,Encontrado muerto,muerto
A,7064223,Aythya ferina,16,7,2002,Caño Cardales PND,Aznalcazar,Sevilla,3,2,F. Ibañez,1024,451.2627921041097,Anillamiento,2002-07-16,anillamiento,2005-05-05,Trebujena,Trebujena,Cadiz,-6.175237699999999,36.8704663,-3.74922,40.46366700000001,A,0,M. Vazquez,1024,24,Cazada escopeta,muerto
A,7021727,Netta rufina,30,7,1988,Caño Travieso PND,Aznalcazar,Sevilla,1,1,A. Herrera,503,412.3208271094924,Anillamiento,1988-07-30,anillamiento,1989-12-15,Puebla del Rio,Puebla del Rio,Sevilla,-6.2495424999999996,37.3047112,-3.74922,40.46366700000001,5,0,Cazador,NA,NA,Cazada escopeta,muerto
A,7014268,Aythya ferina,10,7,1986,Los Cardales PND,Hinojos,Huelva,1,2,I. Fernandez,248,433.60334440874635,Anillamiento,1986-07-10,anillamiento,1987-03-15,Isla Minima,Puebla del Rio,Sevilla,-6.386442799999999,37.1467738,-3.74922,40.46366700000001,5,0,LEO BIAGGI,NA,NA,Colision con tendido electrico,muerto
A,7031226,Aythya ferina,25,8,1988,PN Doñana,Almonte,Huelva,3,0,PND,353,407.4810089617044,Anillamiento,1988-08-25,anillamiento,1989-08-13,Lucio Las Gavetas,Puebla del Rio,Sevilla,-6.063133,37.2694065,-3.74922,40.46366700000001,5,0,LEO BIAGGI,NA,NA,Encontrado muerto,muerto
A,C6543,Gyps fulvus,28,7,1995,Alberuela de la Liena,Alberuela de la Liena,Huesca,3,0,GO Oscense,57,363.92893957626467,Anillamiento,1995-07-28,anillamiento,1995-09-23,Basurero de Ayerbe,Ayerbe,Huesca,-0.0330906,42.1639025,-3.74922,40.46366700000001,3,0,FJ Ramos,57,55,Envenenado,muerto
A,C7452,Gyps fulvus,4,10,1994,CREA Guadalajara,Sigüenza,Guadalajara,3,2,CREA,25,114.72823148449946,Anillamiento,1994-10-04,anillamiento,1994-10-29,El Arahal,El Arahal,Sevilla,-2.6462262,41.067066,-3.74922,40.46366700000001,3,0,Zamalla,25,492,Encontrado exahusto y liberado en buen estado,control
A,1100036,Gyps fulvus,13,12,1986,El Chorro,Ardales,Malaga,3,0,G Malaca,54,387.5972025869809,Anillamiento,1986-12-13,anillamiento,1987-02-05,El Arahal,El Arahal,Sevilla,-5.538686999999999,37.264519,-3.74922,40.46366700000001,5,0,Zamalla,54,75,Cazada escopeta,muerto
A,1101866,Gyps fulvus,9,5,1998,Valdevacas,Montejo,Segovia,1,0,G. Doval,65,327.7982269421548,Anillamiento,1998-05-09,anillamiento,1998-07-13,Constantina,Constantina,Sevilla,-5.6037465,37.887709,-3.74922,40.46366700000001,3,0,Zamalla,66,375,Encontrado exahusto y liberado en buen estado,control
A,1103443,Gyps fulvus,19,1,2007,Cazorla,Cazorla,Jaen,5,0,M. Vazquez,600,198.3077978263741,Anillamiento,2007-01-19,anillamiento,2008-09-10,Finca El Torilejo,Almodovar del Campo,Ciudad Real,-4.1756947,38.7082796,-3.74922,40.46366700000001,7,0,CREA,601,140,Encontrado muerto,muerto
A,8000198,Hieraetus pennatus,8,6,1985,Hato Raton,Aznalcazar,Sevilla,1,0,L. Garcia,818,412.3208271094924,Anillamiento,1985-06-08,anillamiento,1987-09-04,La Pañoleta,Camas,Sevilla,-6.2495424999999996,37.3047112,-3.74922,40.46366700000001,7,0,LEO BIAGGI,NA,NA,Encontrado exahusto y liberado en buen estado,control
A,8005926,Hieraetus pennatus,8,7,2004,Cabezo de Torres,Murcia,Murcia,1,0,ANSE,194,377.01740219981696,Anillamiento,2004-07-08,anillamiento,2005-01-18,Ojuelos,Marchena,Sevilla,-5.4162096,37.3271048,-3.74922,40.46366700000001,5,0,Zamalla,194,380,Encontrado muerto,muerto
A,7044621,Buteo buteo,22,5,1999,Casilla Jona,Osuna,Sevilla,1,0,Zamalla,255,275.5273564203116,Anillamiento,1999-05-22,anillamiento,2000-02-01,Cazalilla,Cazalilla,Jaen,-3.8827129,37.9840531,-3.74922,40.46366700000001,5,0,Particular,255,136,Encontrado muerto,muerto
A,8002149,Buteo buteo,30,3,1993,Dehesa de Abajo,Puebla del Rio,Sevilla,3,0,LEO BIAGGI,1109,407.4810089617044,Anillamiento,1993-03-30,anillamiento,1996-04-12,Finca Santa Teresa,Osuna,Sevilla,-6.063133,37.2694065,-3.74922,40.46366700000001,9,0,E. Gomez,NA,NA,Encontrado muerto,muerto
A,7009784,Milvus migrans,9,6,1991,CREA Porzuna,Mairena del Aljarafe,Sevilla,4,0,M. Vazquez,33,399.094933586734,Anillamiento,1991-06-09,anillamiento,1991-07-12,Sevilla,Sevilla,Sevilla,-6.0520363,37.350923,-3.74922,40.46366700000001,4,0,AMA,33,9,Encontrado muerto,muerto
A,7035905,Milvus migrans,24,5,1996,RB Doñana,Almonte,Huelva,1,0,Vilches,3346,451.2627921041097,Anillamiento,1996-05-24,anillamiento,2005-07-22,Trebujena,Trebujena,Cadiz,-6.175237699999999,36.8704663,-3.74922,40.46366700000001,A,0,M. Vazquez,3346,24,Envenenado,muerto
A,5001284,Circus pygargus,8,7,1994,Almonte,Almonte,Huelva,3,1,LEO BIAGGI,74,37.70437795047768,Anillamiento,1994-07-08,anillamiento,1994-09-20,Ribatejada,Ribatejada,Madrid,-3.3930713,40.6674275,-3.74922,40.46366700000001,3,0,Particular,74,463,Encontrado muerto,muerto
A,5010924,Circus pygargus,4,6,1997,Oilvares,Oilvares,Sevilla,1,1,P. Parreño,1110,409.1744524732553,Anillamiento,1997-06-04,anillamiento,2000-06-18,Escacena del Campo,Escacena del Campo,Huelva,-6.389769299999999,37.40832839999999,-3.74922,40.46366700000001,9,0,G. Alcarallon,1054,23,Atropellado,muerto
A,5012981,Circus pygargus,13,6,1997,Bonares,Bonares,Huelva,8,1,EBD,336,427.8260049356209,Anillamiento,1997-06-13,anillamiento,1998-05-15,Niebla,Niebla,Huelva,-6.6815182,37.3640191,-3.74922,40.46366700000001,A,0,G. Alcarallon,336,5,Atropellado,muerto
A,5056965,Circus pygargus,9,6,2002,Gerena,Gerena,Sevilla,1,1,EBD,325,370.4616959396403,Anillamiento,2002-06-09,anillamiento,2003-04-30,Carmona,Carmona,Sevilla,-5.6418214,37.471274,-3.74922,40.46366700000001,5,1,M. Vazquez,325,50,Atropellado,muerto
A,6022181,Circus pygargus,21,6,1996,Villarasa,Villarasa,Huelva,1,2,G Larus,45,344.34732495609404,Anillamiento,1996-06-21,anillamiento,1996-08-05,Laguna de Ruiz Sanchez,Ecija,Sevilla,-5.0826742,37.5414656,-3.74922,40.46366700000001,3,2,Zamalla,46,134,Encontrado muerto,muerto
A,8000273,Falco peregrinus,28,4,1994,PN Doñana,Almonte,Huelva,1,0,L. Garcia,267,467.7605449291866,Anillamiento,1994-04-28,anillamiento,1995-01-20,Jerez de la Frontera,Jerez de la Frontera,Cadiz,-6.126074399999999,36.6850064,-3.74922,40.46366700000001,5,0,Zamalla,NA,NA,Encontrado herido y no liberado,control
A,4003502,Falco naumanni,2,8,1990,Tarifa,Tarifa,Cadiz,3,0,M. Vazquez,99,502.51598070885353,Anillamiento,1990-08-02,anillamiento,1990-11-09,Algeciras,Algeciras,Cadiz,-5.456233,36.1407591,-3.74922,40.46366700000001,3,0,Particular,97,18,Encontrado herido y no liberado,control
A,4003533,Falco naumanni,7,6,1991,Porzuna,Mairena del Aljarafe,Sevilla,4,1,M. Vazquez,35,399.094933586734,Anillamiento,1991-06-07,anillamiento,1991-07-12,Sevilla,Sevilla,Sevilla,-6.0520363,37.350923,-3.74922,40.46366700000001,4,1,Particular,35,9,Encontrado herido y no liberado,control
A,4021992,Falco naumanni,6,6,1989,Mairena del Alcor,Mairena del Alcor,Sevilla,4,0,J. Negro,1083,384.2929952875325,Anillamiento,1989-06-06,anillamiento,1992-05-24,La Lantejuela,La Lantejuela,Sevilla,-5.7484139,37.3740447,-3.74922,40.46366700000001,A,0,Otis Tarda,NA,NA,Encontrado herido y no liberado,control
A,4031765,Falco naumanni,24,4,1992,El Arahal,El Arahal,Sevilla,4,2,EBD,592,387.5972025869809,Anillamiento,1992-04-24,anillamiento,1993-12-07,Osuna,Osuna,Sevilla,-5.538686999999999,37.264519,-3.74922,40.46366700000001,6,2,Particular,592,40,Colision con tendido electrico,muerto
A,4032193,Falco naumanni,31,7,1996,Cañada de los Pajaros,Puebla del Rio,Sevilla,3,1,CDP,3139,407.4810089617044,Anillamiento,1996-07-31,anillamiento,2005-03-05,Cordoba,Cordoba,Cordoba,-6.063133,37.2694065,-3.74922,40.46366700000001,A,1,CREA,3139,153,Encontrado muerto,muerto
A,4032457,Falco naumanni,25,6,1992,Mairena del Alcor,Mairena del Alcor,Sevilla,4,1,EBD,1345,390.73344127896286,Anillamiento,1992-06-25,anillamiento,1996-03-01,La Ruana,Alcala de Guadaira,Sevilla,-5.8426175,37.3468188,-3.74922,40.46366700000001,A,1,EBD,1331,10,Encontrado muerto,muerto
A,4041086,Falco naumanni,18,7,1993,Cortijo La Verea,Ecija ,Sevilla,1,1,E. Gomez,624,390.692624601768,Anillamiento,1993-07-18,anillamiento,1995-04-03,Castillo de la Luna,Alcala de Guadaira,Sevilla,-5.8421119,37.3470257,-3.74922,40.46366700000001,7,1,M. De la Riva,NA,NA,control,control
C,4041086,Falco naumanni,3,4,1995,Castillo de la Luna,Alcala de Guadaira,Sevilla,7,1,M. De la Riva,431,391.3969863029295,control,1995-04-03,control,1996-06-07,Hacienda Soledad,Alcala de Guadaira,Sevilla,-5.8416716,37.3397234,-3.74922,40.46366700000001,9,1,M. De la Riva,NA,NA,control,control
A,4055169,Falco naumanni,1,7,1996,Carmona,Carmona,Sevilla,1,0,M. De la Riva,683,391.4069638757081,Anillamiento,1996-07-01,anillamiento,1998-05-15,Alcala de Guadaira,Alcala de Guadaira,Sevilla,-5.8418054,37.3396769,-3.74922,40.46366700000001,7,0,Zamalla,684,24,Encontrado muerto,muerto
A,4085046,Falco naumanni,20,6,1999,Iglesia de San Miguel,Moron de la Frontera,Sevilla,1,2,EBD,33,399.50378221162345,Anillamiento,1999-06-20,anillamiento,1999-07-23,El Arahal,El Arahal,Sevilla,-5.4541928,37.1211901,-3.74922,40.46366700000001,3,2,Particular,34,18,Encontrado herido y no liberado,control
A,5029067,Falco naumanni,3,8,1995,Alcañiz,Alcañiz,Teruel,3,0,JM Gonzalez,14,312.18330241115285,Anillamiento,1995-08-03,anillamiento,1995-08-17,Huesca,Huesca,Huesca,-0.1335373,41.0510353,-3.74922,40.46366700000001,3,0,Zamalla,14,122,Encontrado herido y no liberado,control
A,5006591,Falco tinnunculus,30,6,1990,Gerena,Gerena,Sevilla,1,0,P. Parreño,184,407.4810089617044,Anillamiento,1990-06-30,anillamiento,1990-12-31,Cañada de los Pajaros,Puebla del Rio,Sevilla,-6.063133,37.2694065,-3.74922,40.46366700000001,3,0,M. Vazquez,185,33,Atropellado,muerto
A,5007066,Falco tinnunculus,22,6,1991,El Caracol,Carmona,Sevilla,1,0,J. Negro,359,400.50550526793654,Anillamiento,1991-06-22,anillamiento,1992-06-15,Dos Hermanas,Dos Hermanas,Sevilla,-5.9321202,37.2846247,-3.74922,40.46366700000001,5,0,Zamalla,359,37,Encontrado muerto,muerto
A,5007690,Falco tinnunculus,26,6,1994,Ecija,Ecija,Sevilla,1,0,Zamalla,201,344.34732495609404,Anillamiento,1994-06-26,anillamiento,1995-01-13,La Carlota,La Carlota,Cordoba,-5.0826742,37.5414656,-3.74922,40.46366700000001,5,0,Particular,201,18,Atropellado,muerto
A,5007904,Falco tinnunculus,7,6,1991,Porzuna,Mairena del Aljarafe,Sevilla,4,2,M. Vazquez,35,399.094933586734,Anillamiento,1991-06-07,anillamiento,1991-07-12,Sevilla,Sevilla,Sevilla,-6.0520363,37.350923,-3.74922,40.46366700000001,4,2,Particular,35,9,Encontrado herido y  liberado,control
A,5007905,Falco tinnunculus,7,6,1991,Porzuna,Mairena del Aljarafe,Sevilla,3,0,M. Vazquez,35,399.094933586734,Anillamiento,1991-06-07,anillamiento,1991-07-12,Sevilla,Sevilla,Sevilla,-6.0520363,37.350923,-3.74922,40.46366700000001,3,0,Particular,35,9,Encontrado herido y  liberado,control
A,5010415,Falco tinnunculus,27,5,1993,Osuna,Osuna,Sevilla,1,0,Zamalla,106,376.94174258090595,Anillamiento,1993-05-27,anillamiento,1993-09-10,Sevilla,Sevilla,Sevilla,-5.1033081,37.2373642,-3.74922,40.46366700000001,3,0,Particular,106,80,Encontrado herido y  liberado,control
A,5010519,Falco tinnunculus,28,5,1993,El Rubio,El Rubio,Sevilla,1,0,Zamalla,28,361.639040174298,Anillamiento,1993-05-28,anillamiento,1993-06-25,Sevilla,Sevilla,Sevilla,-4.9909478,37.353777,-3.74922,40.46366700000001,3,0,AMA,NA,NA,control,control
A,5012671,Falco tinnunculus,23,5,1998,Marinaleda,Marinaleda,Sevilla,1,2,Zamalla,2056,247.4335908270108,Anillamiento,1998-05-23,anillamiento,2004-01-08,Castuera,Castuera,Badajoz,-5.5464327,38.7218983,-3.74922,40.46366700000001,A,0,Ciconia,2056,165,Atropellado,muerto
A,5013455,Falco tinnunculus,13,6,1996,Los Picaso,Ecija,Sevilla,1,0,Zamalla,671,352.59310773587623,Anillamiento,1996-06-13,anillamiento,1998-04-15,Ribera baja,Puente Genil,Cordoba,-4.7639445,37.3879784,-3.74922,40.46366700000001,7,0,Particular,671,31,Encontrado herido y  liberado,control
A,5067532,Falco tinnunculus,31,7,2000,Olivares,Olivares,Sevilla,3,2,SEO Sevilla,16,397.521664020797,Anillamiento,2000-07-31,anillamiento,2000-08-16,San Juan de Aznalfarache,San Juan de Aznalfarache,Sevilla,-6.0343054,37.3592432,-3.74922,40.46366700000001,3,2,M. Vazquez,16,13,control,control
A,5080030,Falco tinnunculus,20,3,2004,Brazo del Este,Puebla del Rio,Sevilla,6,2,M. Vazquez,302,407.4810089617044,Anillamiento,2004-03-20,anillamiento,2005-01-16,Dos Hermanas,Dos Hermanas,Sevilla,-6.063133,37.2694065,-3.74922,40.46366700000001,2,0,CREA,302,24,"Encontrado herido y  liberado, disparo",control
A,5087906,Falco tinnunculus,12,7,2004,Villaviciosa de Odon,Villaviciosa de Odon,Madrid,3,0,Halcyon,446,17.92054764039968,Anillamiento,2004-07-12,anillamiento,2005-10-01,Cantillana,Cantillana,Sevilla,-3.9139109,40.3626807,-3.74922,40.46366700000001,5,0,M. Vazquez,446,344,control,control
A,5103435,Falco tinnunculus,29,10,2006,El Cochinato PND,Almonte,Huelva,3,2,JL. Valle,72,412.3208271094924,Anillamiento,2006-10-29,anillamiento,2007-01-09,Aznalcazar,Aznalcazar,Sevilla,-6.2495424999999996,37.3047112,-3.74922,40.46366700000001,5,2,M. Vazquez,293,18,control,control
A,5013463,Falco tinnunculus,21,11,2006,El Cochinato PND,Almonte,Huelva,5,2,JL. Valle,10,412.3208271094924,Anillamiento,2006-11-21,anillamiento,2006-12-01,Aznalcazar,Aznalcazar,Sevilla,-6.2495424999999996,37.3047112,-3.74922,40.46366700000001,5,2,M. Vazquez,10,18,control,control
A,7021706,Porphyrio porphyrio,28,7,1988,Caño Travieso PND,Aznalcazar,Sevilla,1,0,A. Herrera,140,412.3208271094924,Anillamiento,1988-07-28,anillamiento,1988-12-15,Isla Mayor,Isla Mayor,Sevilla,-6.2495424999999996,37.3047112,-3.74922,40.46366700000001,3,0,LEO BIAGGI,NA,NA,Cazada escopeta,muerto
A,7022054,Porphyrio porphyrio,21,7,1988,Caño Travieso PND,Aznalcazar,Sevilla,1,0,A. Herrera,112,412.3208271094924,Anillamiento,1988-07-21,anillamiento,1988-11-10,Veta La Palma,Puebla del Rio,Sevilla,-6.2495424999999996,37.3047112,-3.74922,40.46366700000001,3,0,LEO BIAGGI,NA,NA,Cazada escopeta,muerto
A,7040792,Porphyrio porphyrio,29,8,1991,Laguna de Medina,Jerez de la Frontera,Cadiz,3,0,LEO BIAGGI,3,467.7605449291866,Anillamiento,1991-08-29,anillamiento,1991-09-01,Los Barrios,Los Barrios,Cadiz,-6.126074399999999,36.6850064,-3.74922,40.46366700000001,3,0,Particular,2,79,Atropellado,muerto
A,5001340,Gallinula chloropus,29,6,1987,PN Doñana,Almonte,Huelva,3,0,PND,900,425.115331853602,Anillamiento,1987-06-29,anillamiento,1989-12-15,Isla Mayor,Isla Mayor,Sevilla,-6.1658351,37.1332508,-3.74922,40.46366700000001,7,0,LEO BIAGGI,896,33,Cazada escopeta,muerto
A,B00511,Fulica atra,20,6,1984,Aznalcazar,Aznalcazar,Sevilla,1,0,EBD,939,468.2448607232554,Anillamiento,1984-06-20,anillamiento,1987-01-15,Salinas de Bonanza,Sanlucar de Barrameda,Cadiz,-6.3529689,36.7725774,-3.74922,40.46366700000001,9,0,LEO BIAGGI,NA,NA,Cazada escopeta,muerto
A,B09846,Fulica atra,25,6,1985,Las Nuevas PND,Aznalcazar,Sevilla,1,0,PND,613,412.3208271094924,Anillamiento,1985-06-25,anillamiento,1987-02-28,Isla Mayor,Isla Mayor,Sevilla,-6.2495424999999996,37.3047112,-3.74922,40.46366700000001,7,0,LEO BIAGGI,613,90,Cazada escopeta,muerto
A,DE11287,Fulica atra,27,5,1973,El Desierto PND,Hinojos,Huelva,1,0,M. Espinar,6046,433.60334440874635,Anillamiento,1973-05-27,anillamiento,1989-12-15,Puebla del Rio,Puebla del Rio,Sevilla,-6.386442799999999,37.1467738,-3.74922,40.46366700000001,A,0,LEO BIAGGI,NA,NA,Cazada escopeta solo anilla,muerto
A,DE26518,Fulica atra,15,5,1984,Caño Travieso PND,Aznalcazar,Sevilla,4,0,A. Herrera,883,468.2448607232554,Anillamiento,1984-05-15,anillamiento,1986-10-15,Salinas de Bonanza,Sanlucar de Barrameda,Cadiz,-6.3529689,36.7725774,-3.74922,40.46366700000001,4,0,LEO BIAGGI,NA,NA,Cazada escopeta,muerto
A,SE17585,Fulica atra,2,6,1970,Lucio de Marilopez PND,Aznalcazar,Sevilla,1,0,EBD,3500,412.3208271094924,Anillamiento,1970-06-02,anillamiento,1980-01-01,Antequera,Antequera,Malaga,-6.2495424999999996,37.3047112,-3.74922,40.46366700000001,A,0,M. Vazquez,3500,153,Cazada escopeta solo anilla,muerto
A,7003177,Fulica atra,23,7,1985,Caño Cardales PND,Hinojos,Huelva,4,1,P. Clarita,450,468.2448607232554,Anillamiento,1985-07-23,anillamiento,1986-10-16,Salinas de Bonanza,Sanlucar de Barrameda,Cadiz,-6.3529689,36.7725774,-3.74922,40.46366700000001,6,0,LEO BIAGGI,NA,NA,Cazada escopeta,muerto
A,7006854,Fulica atra,2,8,1986,Isla Mayor,Isla Mayor,Sevilla,3,0,LEO BIAGGI,736,412.3208271094924,Anillamiento,1986-08-02,anillamiento,1988-08-07,Lucio de Cangrejo Chico,Aznalcazar,Sevilla,-6.2495424999999996,37.3047112,-3.74922,40.46366700000001,2,0,PND,NA,NA,Encontrado muerto,muerto
A,7006879,Fulica atra,15,10,1986,Lucio del Bolin PND,Almonte,Huelva,4,0,LEO BIAGGI,36,412.3208271094924,Anillamiento,1986-10-15,anillamiento,1986-11-20,Lucio de Cangrejo ,Aznalcazar,Sevilla,-6.2495424999999996,37.3047112,-3.74922,40.46366700000001,4,0,PND,NA,NA,Encontrado muerto,muerto
A,7006937,Fulica atra,2,11,1989,Cañada de los Pajaros,Puebla del Rio,Sevilla,3,0,LEO BIAGGI,1733,407.4810089617044,Anillamiento,1989-11-02,anillamiento,1994-08-01,San Roque,San Roque,Huelva,-6.063133,37.2694065,-3.74922,40.46366700000001,2,0,PND,1733,131,Cazada escopeta,muerto
A,7007366,Fulica atra,15,6,1986,PN Doñana,Almonte,Huelva,1,0,PND,823,407.4810089617044,Anillamiento,1986-06-15,anillamiento,1988-09-15,Puebla del Rio,Puebla del Rio,Sevilla,-6.063133,37.2694065,-3.74922,40.46366700000001,2,0,LEO BIAGGI,890,49,Cazada escopeta,muerto
A,7007585,Fulica atra,15,6,1986,Las Nuevas PND,Aznalcazar,Sevilla,1,0,PND,122,468.2448607232554,Anillamiento,1986-06-15,anillamiento,1986-10-15,Salinas de Bonanza,Sanlucar de Barrameda,Cadiz,-6.3529689,36.7725774,-3.74922,40.46366700000001,3,0,LEO BIAGGI,NA,NA,Cazada escopeta,muerto
A,7007684,Fulica atra,29,6,1986,Las Nuevas PND,Aznalcazar,Sevilla,1,0,PND,16,412.3208271094924,Anillamiento,1986-06-29,anillamiento,1986-07-15,Compuerta del Cherri,Aznalcazar,Sevilla,-6.2495424999999996,37.3047112,-3.74922,40.46366700000001,3,0,LEO BIAGGI,NA,NA,Encontrado muerto,muerto
A,7009010,Fulica atra,14,7,1985,Las Nuevas PND,Aznalcazar,Sevilla,1,0,LEO BIAGGI,80,412.3208271094924,Anillamiento,1985-07-14,anillamiento,1985-10-02,Las Cabezas de San Juan,Las Cabezas de San Juan,Sevilla,-6.2495424999999996,37.3047112,-3.74922,40.46366700000001,3,0,Particular,102,138,Cazada escopeta,muerto
A,7012623,Fulica atra,7,6,1986,Lucio de Marilopez PND,Aznalcazar,Sevilla,1,0,P. Clarita,393,412.3208271094924,Anillamiento,1986-06-07,anillamiento,1987-07-05,Lucio de Cangrejo ,Aznalcazar,Sevilla,-6.2495424999999996,37.3047112,-3.74922,40.46366700000001,5,0,LEO BIAGGI,NA,NA,Cazada escopeta,muerto
A,7014552,Fulica atra,6,6,1987,Lucio de Marilopez PND,Aznalcazar,Sevilla,1,0,P. Clarita,528,412.3208271094924,Anillamiento,1987-06-06,anillamiento,1988-11-15,Puebla del Rio,Puebla del Rio,Sevilla,-6.2495424999999996,37.3047112,-3.74922,40.46366700000001,5,0,LEO BIAGGI,NA,NA,Cazada escopeta,muerto
