MODO,METAL,NOMBRE_COMUN,ESPECIE,FAMILIA,ORDEN,GRUPO,DIA,MES,AÑO,LUGAR,MUNICIPIO,PROVINCIA,EDAD,SEXO,ANILLADOR,Dias,Kms,Observaciones,FECHA CONTROL 1,Observaciones simple,FECHA CONTROL 2,LUGAR CONTROL 2,MUNICIPIO CONTROL 2,PROVINCIA CONTROL 2,LONGITUDE CONTROL 1,LATITUDE CONTROL 1,LONGITUDE CONTROL 2,LATITUDE CONTROL 2,EDAD CONTROL 2,SEXO CONTROL 2,ANILLADOR CONTROL 2,Dias anotados,Kms anotados,Observaciones control 2,Observaciones simple control 2
A,T018074,Kentish Plover,Charadrius alexandrinus,Charadriidae (Plovers and Lapwings),Charadriiformes,Shorebirds,10,6,1997,Reserva de Puerto Real,Puerto Real,Cadiz,1.0,0.0,GEAM,158,485.32721965074586,Anillamiento,1997-06-10,anillamiento,1997-11-15,Puebla del Rio,Puebla del Rio,Sevilla,-6.1831947,36.5316485,-3.74922,40.46366700000001,3,0,M. Vazquez,,,Cazada escopeta,muerto
A,T027309,Kentish Plover,Charadrius alexandrinus,Charadriidae (Plovers and Lapwings),Charadriiformes,Shorebirds,26,5,1999,Laguna de Fuente de Piedra,Fuente de Piedra,Malaga,2.0,0.0,J. Aguilar,41,405.2296898831144,Anillamiento,1999-05-26,anillamiento,1999-07-06,Caño Navarro,Coria del Rio,Sevilla,-6.0533598,37.2882628,-3.74922,40.46366700000001,2,0,M. Vazquez,,,control,control
A,T027361,Kentish Plover,Charadrius alexandrinus,Charadriidae (Plovers and Lapwings),Charadriiformes,Shorebirds,26,6,2000,Laguna de Fuente de Piedra,Fuente de Piedra,Malaga,1.0,0.0,J. Aguilar,97,368.0531177927046,Anillamiento,2000-06-26,anillamiento,2000-10-01,Laguna del Gobierno,La Lantejuela,Sevilla,-5.2227526,37.3544458,-3.74922,40.46366700000001,3,0,M. Vazquez,98.0,49.0,Encontrado muerto,muerto
A,2549731,Kentish Plover,Charadrius alexandrinus,Charadriidae (Plovers and Lapwings),Charadriiformes,Shorebirds,27,7,1993,Veta La Palma,Puebla del Rio,Sevilla,4.0,0.0,L. Garcia,5141,407.4810089617044,Anillamiento,1993-07-27,anillamiento,2007-08-24,Puebla del Rio,Puebla del Rio,Sevilla,-6.063133,37.2694065,-3.74922,40.46366700000001,4,0,M. Vazquez,5141.0,35.0,control,control
A,T040609,Kentish Plover,Charadrius alexandrinus,Charadriidae (Plovers and Lapwings),Charadriiformes,Shorebirds,9,7,2005,La Quintanilla,Puebla del Rio,Sevilla,1.0,0.0,GOSUR,19,407.4810089617044,Anillamiento,2005-07-09,anillamiento,2005-07-28,Brazo del Este,Puebla del Rio,Sevilla,-6.063133,37.2694065,-3.74922,40.46366700000001,3,0,M. Vazquez,19.0,4.0,control,control
A,T039335,Kentish Plover,Charadrius alexandrinus,Charadriidae (Plovers and Lapwings),Charadriiformes,Shorebirds,18,7,2003,Brazo del Este,Puebla del Rio,Sevilla,1.0,0.0,GOSUR,685,407.4810089617044,Anillamiento,2003-07-18,anillamiento,2005-06-02,La Margazuela,Puebla del Rio,Sevilla,-6.063133,37.2694065,-3.74922,40.46366700000001,7,1,M. Vazquez,685.0,6.0,control,control
A,Y22765,Wood Sandpiper,Tringa glareola,Scolopacidae (Sandpipers and Allies),Charadriiformes,Shorebirds,3,2,1985,El Rocio,Almonte,Huelva,2.0,0.0,EBD,1369,407.4810089617044,Anillamiento,1985-02-03,anillamiento,1988-11-03,Puebla del Rio,Puebla del Rio,Sevilla,-6.063133,37.2694065,-3.74922,40.46366700000001,2,0,LEO BIAGGI,,,Cazada escopeta,muerto
A,T014001,Dunlin,Calidris alpina,Scolopacidae (Sandpipers and Allies),Charadriiformes,Shorebirds,30,10,1997,Marismas del Odiel,Huelva,Huelva,4.0,0.0,JM Sayago,1415,468.2448607232554,Anillamiento,1997-10-30,anillamiento,2001-09-14,Salinas de Santa Teresa,Sanlucar de Barrameda,Cadiz,-6.3529689,36.7725774,-3.74922,40.46366700000001,A,0,M. Vazquez,1415.0,115.0,control,control
A,5012735,Pied Avocet,Recurvirostra avosetta,Recurvirostridae (Stilts and Avocets),Charadriiformes,Shorebirds,6,5,1999,Salina del Pilar,Puerto Real,Cadiz,4.0,0.0,Zamalla,2511,485.32721965074586,Anillamiento,1999-05-06,anillamiento,2006-03-21,Salinas de la Tapa,Puerto de Santa Maria,Cadiz,-6.1831947,36.5316485,-3.74922,40.46366700000001,A,0,CREA,2511.0,9.0,Encontrado muerto,muerto
A,4003266,Black-winged Stilt,Himantopus himantopus,Recurvirostridae (Stilts and Avocets),Charadriiformes,Shorebirds,25,6,1988,Isla Mayor,Isla Mayor,Sevilla,1.0,0.0,L. Garcia,143,407.4810089617044,Anillamiento,1988-06-25,anillamiento,1988-11-15,Puebla del Rio,Puebla del Rio,Sevilla,-6.063133,37.2694065,-3.74922,40.46366700000001,3,0,LEO BIAGGI,,,Cazada escopeta,muerto
A,4013817,Black-winged Stilt,Himantopus himantopus,Recurvirostridae (Stilts and Avocets),Charadriiformes,Shorebirds,3,6,1988,Isla Mayor,Isla Mayor,Sevilla,1.0,0.0,EBD,39,407.4810089617044,Anillamiento,1988-06-03,anillamiento,1988-07-12,Puebla del Rio,Puebla del Rio,Sevilla,-6.063133,37.2694065,-3.74922,40.46366700000001,3,0,LEO BIAGGI,,,Encontrado muerto,muerto
A,4013835,Black-winged Stilt,Himantopus himantopus,Recurvirostridae (Stilts and Avocets),Charadriiformes,Shorebirds,20,6,1989,Isla Mayor,Isla Mayor,Sevilla,1.0,0.0,J. Cuervo,16,407.4810089617044,Anillamiento,1989-06-20,anillamiento,1989-07-06,Puebla del Rio,Puebla del Rio,Sevilla,-6.063133,37.2694065,-3.74922,40.46366700000001,3,0,LEO BIAGGI,,,Encontrado muerto,muerto
A,4003416,Black-winged Stilt,Himantopus himantopus,Recurvirostridae (Stilts and Avocets),Charadriiformes,Shorebirds,1,7,1987,Aznalcazar,Aznalcazar,Sevilla,1.0,0.0,LEO BIAGGI,193,412.3208271094924,Anillamiento,1987-07-01,anillamiento,1988-01-10,Chiclana de la Frontera,Chiclana de la Frontera,Cadiz,-6.2495425,37.3047112,-3.74922,40.46366700000001,5,0,Particular,,,Encontrado muerto,muerto
A,3062641,Collared Pratincole,Glareola pratincola,Glareolidae (Pratincoles and Coursers),Charadriiformes,Shorebirds,12,7,1996,Los Palacios,Los Palacios,Sevilla,1.0,0.0,M. Vazquez,552,412.6666644829645,Anillamiento,1996-07-12,anillamiento,1998-01-15,Poblado de Trajano,Utrera,Sevilla,-5.9244808,37.1584636,-3.74922,40.46366700000001,7,0,Particular,552.0,11.0,Encontrado muerto,muerto
A,3064486,Collared Pratincole,Glareola pratincola,Glareolidae (Pratincoles and Coursers),Charadriiformes,Shorebirds,9,6,1994,Brazo del Este,Puebla del Rio,Sevilla,1.0,0.0,M. Vazquez,48,407.4810089617044,Anillamiento,1994-06-09,anillamiento,1994-07-27,Casablanca,Los Palacios,Sevilla,-6.063133,37.2694065,-3.74922,40.46366700000001,3,0,Particular,49.0,8.0,Encontrado muerto,muerto
A,5059804,Slender-billed Gull,Chroicocephalus genei,"Laridae (Gulls, Terns, and Skimmers)",Charadriiformes,"Gulls, Terns, and Skimmers",22,7,1998,Veta la Palma,Puebla del Rio,Sevilla,1.0,0.0,L. Garcia,1032,407.4810089617044,Anillamiento,1998-07-22,anillamiento,2001-05-19,Salinas de Santa Teresa,Sanlucar de Barrameda,Cadiz,-6.063133,37.2694065,-3.74922,40.46366700000001,9,0,M. Vazquez,1032.0,41.0,control,control
A,6004364,Slender-billed Gull,Chroicocephalus genei,"Laridae (Gulls, Terns, and Skimmers)",Charadriiformes,"Gulls, Terns, and Skimmers",29,6,1995,Veta la Palma,Puebla del Rio,Sevilla,1.0,0.0,L. Garcia,2151,407.4810089617044,Anillamiento,1995-06-29,anillamiento,2001-05-19,Salinas de Santa Teresa,Sanlucar de Barrameda,Cadiz,-6.063133,37.2694065,-3.74922,40.46366700000001,A,0,M. Vazquez,2151.0,41.0,control,control
A,4035768,Black-headed Gull,Chroicocephalus ridibundus,"Laridae (Gulls, Terns, and Skimmers)",Charadriiformes,"Gulls, Terns, and Skimmers",2,10,1994,Colmenar Viejo,Colmenar Viejo,Madrid,4.0,2.0,EMA,1479,468.2448607232554,Anillamiento,1994-10-02,anillamiento,1998-10-20,Salinas de Bonanza,Sanlucar de Barrameda,Cadiz,-6.3529689,36.7725774,-3.74922,40.46366700000001,4,0,M. Vazquez,1479.0,490.0,control,control
A,4051366,Black-headed Gull,Chroicocephalus ridibundus,"Laridae (Gulls, Terns, and Skimmers)",Charadriiformes,"Gulls, Terns, and Skimmers",13,6,1998,Miguel Esteban,Miguel Esteban,Toledo,1.0,0.0,GO El Pardo,789,468.2448607232554,Anillamiento,1998-06-13,anillamiento,2000-08-10,Salinas de Bonanza,Sanlucar de Barrameda,Cadiz,-6.3529689,36.7725774,-3.74922,40.46366700000001,7,0,M. Vazquez,789.0,412.0,control,control
A,4074612,Gull-billed Tern,Gelochelidon nilotica,"Laridae (Gulls, Terns, and Skimmers)",Charadriiformes,"Gulls, Terns, and Skimmers",26,6,1997,Veta La Palma,Puebla del Rio,Sevilla,1.0,0.0,L. Garcia,1038,368.0531177927046,Anillamiento,1997-06-26,anillamiento,2000-04-29,Laguna del Gobierno,La Lantejuela,Sevilla,-5.2227526,37.3544458,-3.74922,40.46366700000001,9,0,Zamalla,1026.0,100.0,Encontrado muerto,muerto
A,4041442,Great Spotted Cuckoo,Clamator glandarius,Cuculidae (Cuckoos),Cuculiformes,Cuckoos,11,6,1993,Chimeneas,Chimeneas,Granada,1.0,0.0,M. Vazquez,30,468.211585588703,Anillamiento,1993-06-11,anillamiento,1993-07-11,Pinar de La Algaida,Sanlucar de Barrameda,Cadiz,-6.3516787,36.7723621,-3.74922,40.46366700000001,3,0,Particular,30.0,228.0,Encontrado muerto,muerto
A,1004921,Eurasian Eagle-Owl,Bubo bubo,Strigidae (Owls),Strigiformes,Owls,20,10,1998,Rio Huesna,El Pedroso,Sevilla,3.0,0.0,M. Vazquez,18,364.0516633273268,Anillamiento,1998-10-20,anillamiento,1998-11-07,Cantillana,Cantillana,Sevilla,-5.8235168,37.6109062,-3.74922,40.46366700000001,3,0,PND,18.0,19.0,Encontrado muerto,muerto
A,7028355,Barn Owl,Tyto alba,Tytonidae (Barn-Owls),Strigiformes,Owls,11,2,1996,Cañada de los Pajaros,Puebla del Rio,Sevilla,4.0,0.0,CDP,14,398.8071382783114,Anillamiento,1996-02-11,anillamiento,1996-02-25,Villanueva del Ariscal,Villanueva del Ariscal,Sevilla,-6.1419402,37.3952677,-3.74922,40.46366700000001,4,0,M. Vazquez,14.0,14.0,control,control
A,V027251,Eurasian Nightjar,Caprimulgus europaeus,Caprimulgidae (Nightjars and Allies),Caprimulgiformes,Nightjars,9,6,2001,Monte Castelo Darbo,Cangas de Morrazo,Pontevedra,4.0,1.0,Anduriña,1067,465.9954460549031,Anillamiento,2001-06-09,anillamiento,2004-05-11,Torrebalnca de los Caños,Sevilla,Sevilla,-8.7809282,42.2645845,-3.74922,40.46366700000001,4,0,M. Vazquez,1067.0,596.0,control,control
A,3027096,Red-necked Nightjar,Caprimulgus ruficollis,Caprimulgidae (Nightjars and Allies),Caprimulgiformes,Nightjars,23,8,1990,PN Doñana,Almonte,Huelva,6.0,1.0,L. Garcia,4058,222.55835888237831,Anillamiento,1990-08-23,anillamiento,2001-10-02,Villamanrique,Villamanrique,Sevilla,-2.9988098,38.5452068,-3.74922,40.46366700000001,4,0,M. Vazquez,4058.0,29.0,Atropellado,muerto
A,3036226,Red-necked Nightjar,Caprimulgus ruficollis,Caprimulgidae (Nightjars and Allies),Caprimulgiformes,Nightjars,28,8,1996,El Alcornocal,Los Palacios,Sevilla,1.0,0.0,M. Vazquez,48,467.7605449291866,Anillamiento,1996-08-28,anillamiento,1996-10-15,Jerez de la Frontera,Jerez de la Frontera,Cadiz,-6.126074399999999,36.6850064,-3.74922,40.46366700000001,3,0,Particular,48.0,57.0,Atropellado recuperado y liberado,control
A,A44940,Common Kingfisher,Alcedo atthis,Alcedinidae (Kingfishers),Coraciiformes,Kingfishers,31,5,1985,Los Palacios,Los Palacios,Sevilla,4.0,0.0,GOSUR,779,407.4810089617044,Anillamiento,1985-05-31,anillamiento,1987-07-19,Cañada de los Pajaros,Puebla del Rio,Sevilla,-6.063133,37.2694065,-3.74922,40.46366700000001,4,0,M. Vazquez,898.0,18.0,control,control
A,4031313,European Roller,Coracias garrulus,Coraciidae (Rollers),Coraciiformes,"Bee-eaters, Rollers, and Allies",29,6,1991,Carmona,Carmona,Sevilla,1.0,0.0,EBD,796,,Anillamiento,1991-06-29,anillamiento,1993-09-02,Osuna,Osuna,Sevilla,,,-3.74922,40.46366700000001,2,0,LEO BIAGGI,796.0,49.0,Colision con tendido electrico,muerto
A,4041068,European Roller,Coracias garrulus,Coraciidae (Rollers),Coraciiformes,"Bee-eaters, Rollers, and Allies",18,7,1993,Marchena,Marchena,Sevilla,1.0,0.0,LEO BIAGGI,328,377.01740219981696,Anillamiento,1993-07-18,anillamiento,1994-06-11,San Sebastian de Ballesteros,San Sebastian de Ballesteros,Cordoba,-5.4162096,37.3271048,-3.74922,40.46366700000001,4,0,Particular,328.0,62.0,Encontrado herido y no liberado,control
A,9006627,American Flamingo,Phoenicopterus ruber,Phoenicopteridae (Flamingos),Phoenicopteriformes,Flamingos,21,8,1988,Laguna de Fuente de Piedra,Fuente de Piedra,Malaga,1.0,0.0,EBD,6101,451.2627921041097,Anillamiento,1988-08-21,anillamiento,2005-05-05,Trebujena,Trebujena,Cadiz,-6.175237699999999,36.8704663,-3.74922,40.46366700000001,A,0,M. Vazquez,6101.0,131.0,Cazada escopeta solo anilla,muerto
A,1005849,American Flamingo,Phoenicopterus ruber,Phoenicopteridae (Flamingos),Phoenicopteriformes,Flamingos,15,8,1998,Laguna de Fuente de Piedra,Fuente de Piedra,Malaga,1.0,0.0,EBD,2455,451.2627921041097,Anillamiento,1998-08-15,anillamiento,2005-05-05,Trebujena,Trebujena,Cadiz,-6.175237699999999,36.8704663,-3.74922,40.46366700000001,A,0,M. Vazquez,2455.0,131.0,Cazada escopeta solo anilla,muerto
A,1005554,American Flamingo,Phoenicopterus ruber,Phoenicopteridae (Flamingos),Phoenicopteriformes,Flamingos,15,8,1998,Laguna de Fuente de Piedra,Fuente de Piedra,Malaga,1.0,0.0,EBD,2455,451.2627921041097,Anillamiento,1998-08-15,anillamiento,2005-05-05,Trebujena,Trebujena,Cadiz,-6.175237699999999,36.8704663,-3.74922,40.46366700000001,A,0,M. Vazquez,2455.0,131.0,Cazada escopeta solo anilla,muerto
A,1009532,American Flamingo,Phoenicopterus ruber,Phoenicopteridae (Flamingos),Phoenicopteriformes,Flamingos,25,6,2001,Caño Cardales PND,Aznalcazar,Sevilla,1.0,0.0,EBD,1410,451.2627921041097,Anillamiento,2001-06-25,anillamiento,2005-05-05,Trebujena,Trebujena,Cadiz,-6.175237699999999,36.8704663,-3.74922,40.46366700000001,A,0,M. Vazquez,1410.0,24.0,Cazada escopeta solo anilla,muerto
A,7067180,Glossy Ibis,Plegadis falcinellus,Threskiornithidae (Ibises and Spoonbills),Pelecaniformes,"Herons, Ibis, and Allies",19,6,2003,La Fao PND,Aznalcazar,Sevilla,1.0,0.0,L. Garcia,686,451.2627921041097,Anillamiento,2003-06-19,anillamiento,2005-05-05,Trebujena,Trebujena,Cadiz,-6.175237699999999,36.8704663,-3.74922,40.46366700000001,7,0,M. Vazquez,686.0,24.0,Cazada escopeta solo anilla,muerto
A,9038650,White Stork,Ciconia ciconia,Ciconiidae (Storks),Ciconiiformes,Storks,10,8,2004,CF Vallcalent,Lleida,Lleida,3.0,0.0,ICO,189,451.2627921041097,Anillamiento,2004-08-10,anillamiento,2005-02-15,Trebujena,Trebujena,Cadiz,-6.175237699999999,36.8704663,-3.74922,40.46366700000001,5,0,M. Vazquez,189.0,788.0,control,control
A,9025091,White Stork,Ciconia ciconia,Ciconiidae (Storks),Ciconiiformes,Storks,21,7,2006,Cañada de los Pajaros,Puebla del Rio,Sevilla,3.0,0.0,M. Vazquez,117,407.4810089617044,Anillamiento,2006-07-21,anillamiento,2006-11-15,Chiclana de la Frontera,Chiclana de la Frontera,Cadiz,-6.063133,37.2694065,-3.74922,40.46366700000001,3,0,EBD,187.0,82.0,Colision con tendido electrico,muerto
C,9025091,White Stork,Ciconia ciconia,Ciconiidae (Storks),Ciconiiformes,Storks,15,11,2006,Chiclana de la Frontera,Chiclana de la Frontera,Cadiz,3.0,0.0,EBD,61,494.8815601247748,Colision con tendido electrico,2006-11-15,muerto,2007-01-15,Chliclana de la Frontera,Chliclana de la Frontera,Cadiz,-6.1102943,36.41012509999999,-3.74922,40.46366700000001,5,0,M.Vazquez,187.0,82.0,Colision con tendido electrico,muerto
A,8002503,Black Kite,Milvus migrans,"Accipitridae (Hawks, Eagles, and Kites)",Accipitriformes,"Vultures, Hawks, and Allies",12,6,2006,Dehesa de Abajo,Puebla del Rio,Sevilla,1.0,0.0,M. Vazquez,744,407.4810089617044,Anillamiento,2006-06-12,anillamiento,2008-06-25,La Cascajera,Coria del Rio,Sevilla,-6.063133,37.2694065,-3.74922,40.46366700000001,3,0,GOSUR,744.0,22.0,Colision con tendido electrico,muerto
A,7059614,Black Kite,Milvus migrans,"Accipitridae (Hawks, Eagles, and Kites)",Accipitriformes,"Vultures, Hawks, and Allies",5,6,2000,PN Doñana,Almonte,Huelva,1.0,0.0,FG Vilches,17,406.26888065752826,Anillamiento,2000-06-05,anillamiento,2000-06-22,Coria del Rio,Coria del Rio,Sevilla,-6.0610829,37.2809723,-3.74922,40.46366700000001,3,0,M. Vazquez,17.0,54.0,Encontrado herido y  liberado,control
A,7037233,Black Kite,Milvus migrans,"Accipitridae (Hawks, Eagles, and Kites)",Accipitriformes,"Vultures, Hawks, and Allies",12,6,1996,PN Doñana,Almonte,Huelva,1.0,0.0,FG Vilches,3108,451.2627921041097,Anillamiento,1996-06-12,anillamiento,2004-12-15,Trebujena,Trebujena,Cadiz,-6.175237699999999,36.8704663,-3.74922,40.46366700000001,A,0,M. Vazquez,3108.0,24.0,Cazada escopeta,muerto
A,7095082,Common Buzzard,Buteo buteo,"Accipitridae (Hawks, Eagles, and Kites)",Accipitriformes,"Vultures, Hawks, and Allies",21,5,2007,RB Doñana,Almonte,Huelva,1.0,0.0,MM,226,412.3208271094924,Anillamiento,2007-05-21,anillamiento,2008-01-02,Entremuros,Aznalcazar,Sevilla,-6.2495425,37.3047112,-3.74922,40.46366700000001,5,0,M. Vazquez,226.0,28.0,control,control
A,7036561,Western Swamphen,Porphyrio porphyrio,"Rallidae (Rails, Gallinules, and Coots)",Gruiformes,"Rails, Gallinules, and Allies",21,2,2000,Veta La Palma,Puebla del Rio,Sevilla,6.0,1.0,L. Garcia,1900,451.2627921041097,Anillamiento,2000-02-21,anillamiento,2005-05-05,Trebujena,Trebujena,Cadiz,-6.175237699999999,36.8704663,-3.74922,40.46366700000001,A,0,M. Vazquez,1900.0,26.0,Cazada escopeta solo anilla,muerto
A,4058404,Black-headed Gull,Chroicocephalus ridibundus,"Laridae (Gulls, Terns, and Skimmers)",Charadriiformes,"Gulls, Terns, and Skimmers",3,12,1994,Colmenar Viejo,Colmenar Viejo,Madrid,4.0,2.0,EMA,2904,451.2627921041097,Anillamiento,1994-12-03,anillamiento,2002-11-15,Trebujena,Trebujena,Cadiz,-6.175237699999999,36.8704663,-3.74922,40.46366700000001,2,0,M. Vazquez,2904.0,472.0,Cazada escopeta,muerto
A,5059612,Slender-billed Gull,Chroicocephalus genei,"Laridae (Gulls, Terns, and Skimmers)",Charadriiformes,"Gulls, Terns, and Skimmers",22,7,1998,Veta La Palma,Puebla del Rio,Sevilla,1.0,0.0,L. Garcia,1942,451.2627921041097,Anillamiento,1998-07-22,anillamiento,2003-11-15,Trebujena,Trebujena,Cadiz,-6.175237699999999,36.8704663,-3.74922,40.46366700000001,A,0,M. Vazquez,1942.0,26.0,Cazada escopeta,muerto
A,7029236,Mallard,Anas platyrhynchos,"Anatidae (Ducks, Geese, and Waterfowl)",Anseriformes,Waterfowl,29,7,1990,PN Doñana,Almonte,Huelva,3.0,1.0,L. Garcia,5435,451.2627921041097,Anillamiento,1990-07-29,anillamiento,2005-06-15,Trebujena,Trebujena,Cadiz,-6.175237699999999,36.8704663,-3.74922,40.46366700000001,A,0,M. Vazquez,5435.0,24.0,Cazada escopeta,muerto
A,4110470,Gull-billed Tern,Gelochelidon nilotica,"Laridae (Gulls, Terns, and Skimmers)",Charadriiformes,"Gulls, Terns, and Skimmers",30,6,2004,PN Doñana,Aznalcazar,Sevilla,1.0,0.0,L. Garcia,100,451.2627921041097,Anillamiento,2004-06-30,anillamiento,2004-10-08,Trebujena,Trebujena,Cadiz,-6.175237699999999,36.8704663,-3.74922,40.46366700000001,3,0,M. Vazquez,100.0,27.0,Enredada en red para proteger frutales y piscifactorias,muerto
A,5072455,Pied Avocet,Recurvirostra avosetta,Recurvirostridae (Stilts and Avocets),Charadriiformes,Shorebirds,27,6,2002,Veta La Palma,Puebla del Rio,Sevilla,1.0,0.0,L. Garcia,2333,407.4810089617044,Anillamiento,2002-06-27,anillamiento,2008-11-15,Huelva,Huelva,Huelva,-6.063133,37.2694065,-3.74922,40.46366700000001,A,0,M. Vazquez,2333.0,70.0,Encontrado muerto,muerto
A,6050376,Little Egret,Egretta garzetta,"Ardeidae (Herons, Egrets, and Bitterns)",Pelecaniformes,"Herons, Ibis, and Allies",7,7,1989,Corta de la Isleta,Puebla del Rio,Sevilla,1.0,0.0,Catedra de Vertebrados,774,407.4810089617044,Anillamiento,1989-07-07,anillamiento,1991-08-20,Puebla del Rio,Puebla del Rio,Sevilla,-6.063133,37.2694065,-3.74922,40.46366700000001,2,0,LEO BIAGGI,733.0,1.0,Encontrado muerto,muerto
A,7015867,Mallard,Anas platyrhynchos,"Anatidae (Ducks, Geese, and Waterfowl)",Anseriformes,Waterfowl,23,6,1986,Caño Cardales PND,Aznalcazar,Sevilla,1.0,2.0,A. Herrera,460,412.3208271094924,Anillamiento,1986-06-23,anillamiento,1987-09-26,Lucio del Italiano,Puebla del Rio,Sevilla,-6.2495425,37.3047112,-3.74922,40.46366700000001,5,2,LEO BIAGGI,,,Encontrado enfermo y  liberado,control
A,7021718,Mallard,Anas platyrhynchos,"Anatidae (Ducks, Geese, and Waterfowl)",Anseriformes,Waterfowl,29,7,1988,El Desierto PND,Aznalcazar,Sevilla,6.0,2.0,A. Herrera,366,412.3208271094924,Anillamiento,1988-07-29,anillamiento,1989-07-30,Lucio de las Gavetas,Puebla del Rio,Sevilla,-6.2495425,37.3047112,-3.74922,40.46366700000001,6,2,LEO BIAGGI,,,Encontrado enfermo y  liberado,control
A,7017911,Eurasian Coot,Fulica atra,"Rallidae (Rails, Gallinules, and Coots)",Gruiformes,"Rails, Gallinules, and Allies",20,6,1987,Caño Travieso PND,Aznalcazar,Sevilla,4.0,0.0,F. Ibañez,51,412.3208271094924,Anillamiento,1987-06-20,anillamiento,1987-08-10,Laguna Salada,Puerto de Santa Maria,Cadiz,-6.2495425,37.3047112,-3.74922,40.46366700000001,4,0,LEO BIAGGI,,,Encontrado enfermo y  liberado,control
A,R81870,Bank Swallow,Riparia riparia,Hirundinidae (Swallows),Passeriformes,Martins and Swallows,21,7,1986,Cabanillas,Cabanillas,Navarra,3.0,0.0,Kaskabelza,615,407.4810089617044,Anillamiento,1986-07-21,anillamiento,1988-03-27,La Isleta,Puebla del Rio,Sevilla,-6.063133,37.2694065,-3.74922,40.46366700000001,7,0,M. Vazquez,615.0,720.0,control,control
A,110733,Bank Swallow,Riparia riparia,Hirundinidae (Swallows),Passeriformes,Martins and Swallows,16,4,1987,Guillena,Guillena,Sevilla,4.0,2.0,R. Carmona,350,380.8686104954498,Anillamiento,1987-04-16,anillamiento,1988-03-31,La Isleta,Puebla del Rio,Sevilla,-6.056855199999999,37.5429955,-3.74922,40.46366700000001,6,0,M. Vazquez,,,control,control
A,116442,Bank Swallow,Riparia riparia,Hirundinidae (Swallows),Passeriformes,Martins and Swallows,21,3,1987,Corta de la Cartuja,Sevilla,Sevilla,4.0,0.0,FG Vilches,376,407.4810089617044,Anillamiento,1987-03-21,anillamiento,1988-03-31,La Isleta,Puebla del Rio,Sevilla,-6.063133,37.2694065,-3.74922,40.46366700000001,6,0,M. Vazquez,,,control,control
A,117348,Bank Swallow,Riparia riparia,Hirundinidae (Swallows),Passeriformes,Martins and Swallows,10,5,1987,Brazo de la Torre,Puebla del Rio,Sevilla,3.0,,G Phillo,322,407.4810089617044,Anillamiento,1987-05-10,anillamiento,1988-03-27,La Isleta,Puebla del Rio,Sevilla,-6.063133,37.2694065,-3.74922,40.46366700000001,5,2,M. Vazquez,,,control,control
A,157918,Bank Swallow,Riparia riparia,Hirundinidae (Swallows),Passeriformes,Martins and Swallows,10,5,1987,Aeropuerto de Sevilla,Sevilla,Sevilla,6.0,2.0,GOSUR,326,407.4810089617044,Anillamiento,1987-05-10,anillamiento,1988-03-31,La Isleta,Puebla del Rio,Sevilla,-6.063133,37.2694065,-3.74922,40.46366700000001,8,2,M. Vazquez,,,control,control
A,157982,Bank Swallow,Riparia riparia,Hirundinidae (Swallows),Passeriformes,Martins and Swallows,10,5,1987,Aeropuerto de Sevilla,Sevilla,Sevilla,6.0,2.0,GOSUR,322,407.4810089617044,Anillamiento,1987-05-10,anillamiento,1988-03-27,La Isleta,Puebla del Rio,Sevilla,-6.063133,37.2694065,-3.74922,40.46366700000001,8,2,M. Vazquez,,,control,control
A,175052,Bank Swallow,Riparia riparia,Hirundinidae (Swallows),Passeriformes,Martins and Swallows,21,3,1987,Corta de la Cartuja,Sevilla,Sevilla,4.0,0.0,FG Vilches,372,407.4810089617044,Anillamiento,1987-03-21,anillamiento,1988-03-27,La Isleta,Puebla del Rio,Sevilla,-6.063133,37.2694065,-3.74922,40.46366700000001,6,0,M. Vazquez,,20.0,control,control
A,175183,Bank Swallow,Riparia riparia,Hirundinidae (Swallows),Passeriformes,Martins and Swallows,10,4,1987,Corta de la Cartuja,Sevilla,Sevilla,4.0,1.0,FG Vilches,401,407.4810089617044,Anillamiento,1987-04-10,anillamiento,1988-05-15,La Isleta,Puebla del Rio,Sevilla,-6.063133,37.2694065,-3.74922,40.46366700000001,6,1,M. Vazquez,,20.0,control,control
A,176527,Bank Swallow,Riparia riparia,Hirundinidae (Swallows),Passeriformes,Martins and Swallows,26,5,1987,Corta de la Cartuja,Sevilla,Sevilla,4.0,2.0,FG Vilches,355,407.4810089617044,Anillamiento,1987-05-26,anillamiento,1988-05-15,La Isleta,Puebla del Rio,Sevilla,-6.063133,37.2694065,-3.74922,40.46366700000001,6,2,M. Vazquez,,20.0,control,control
A,176565,Bank Swallow,Riparia riparia,Hirundinidae (Swallows),Passeriformes,Martins and Swallows,26,5,1987,Corta de la Cartuja,Sevilla,Sevilla,3.0,0.0,FG Vilches,355,407.4810089617044,Anillamiento,1987-05-26,anillamiento,1988-05-15,La Isleta,Puebla del Rio,Sevilla,-6.063133,37.2694065,-3.74922,40.46366700000001,5,2,M. Vazquez,,20.0,control,control
A,176594,Bank Swallow,Riparia riparia,Hirundinidae (Swallows),Passeriformes,Martins and Swallows,26,5,1987,Corta de la Cartuja,Sevilla,Sevilla,4.0,1.0,FG Vilches,306,407.4810089617044,Anillamiento,1987-05-26,anillamiento,1988-03-27,La Isleta,Puebla del Rio,Sevilla,-6.063133,37.2694065,-3.74922,40.46366700000001,6,0,M. Vazquez,,20.0,control,control
